level,vocation,slot_head,slot_armor,slot_legs,slot_feet,slot_right,slot_left,slot_backpack
142,1,3365,3388,3363,3555,16096,3423,2854
142,2,3365,3388,3363,3555,16117,3423,2854
142,3,3365,3366,3363,3555,7368,3423,2854
142,4,3365,3366,3363,3555,3278,,2854
143,1,3365,3388,3363,3555,16096,3423,2854
143,2,3365,3388,3363,3555,16117,3423,2854
143,3,3365,3366,3363,3555,7368,3423,2854
143,4,3365,3366,3363,3555,3278,,2854
144,1,3365,3388,3363,3555,16096,3423,2854
144,2,3365,3388,3363,3555,16117,3423,2854
144,3,3365,3366,3363,3555,7368,3423,2854
144,4,3365,3366,3363,3555,3278,,2854
145,1,3365,3388,3363,3555,16096,3423,2854
145,2,3365,3388,3363,3555,16117,3423,2854
145,3,3365,3366,3363,3555,7368,3423,2854
145,4,3365,3366,3363,3555,3278,,2854
146,1,3365,3388,3363,3555,16096,3423,2854
146,2,3365,3388,3363,3555,16117,3423,2854
146,3,3365,3366,3363,3555,7368,3423,2854
146,4,3365,3366,3363,3555,3278,,2854
147,1,3365,3388,3363,3555,16096,3423,2854
147,2,3365,3388,3363,3555,16117,3423,2854
147,3,3365,3366,3363,3555,7368,3423,2854
147,4,3365,3366,3363,3555,3278,,2854
148,1,3365,3388,3363,3555,16096,3423,2854
148,2,3365,3388,3363,3555,16117,3423,2854
148,3,3365,3366,3363,3555,7368,3423,2854
148,4,3365,3366,3363,3555,3278,,2854
149,1,3365,3388,3363,3555,16096,3423,2854
149,2,3365,3388,3363,3555,16117,3423,2854
149,3,3365,3366,3363,3555,7368,3423,2854
149,4,3365,3366,3363,3555,3278,,2854
150,1,3365,3388,3363,3555,35522,3423,2854
150,2,3365,3388,3363,3555,35521,3423,2854
150,3,3365,3366,3363,3555,35518,35524,2854
150,4,3365,3366,3363,3555,3278,,2854
151,1,3365,3388,3363,3555,35522,3423,2854
151,2,3365,3388,3363,3555,35521,3423,2854
151,3,3365,3366,3363,3555,35518,35524,2854
151,4,3365,3366,3363,3555,3278,,2854
152,1,3365,3388,3363,3555,35522,3423,2854
152,2,3365,3388,3363,3555,35521,3423,2854
152,3,3365,3366,3363,3555,35518,35524,2854
152,4,3365,3366,3363,3555,3278,,2854
153,1,3365,3388,3363,3555,35522,3423,2854
153,2,3365,3388,3363,3555,35521,3423,2854
153,3,3365,3366,3363,3555,35518,35524,2854
153,4,3365,3366,3363,3555,3278,,2854
154,1,3365,3388,3363,3555,35522,3423,2854
154,2,3365,3388,3363,3555,35521,3423,2854
154,3,3365,3366,3363,3555,35518,35524,2854
154,4,3365,3366,3363,3555,3278,,2854
155,1,3365,3388,3363,3555,35522,3423,2854
155,2,3365,3388,3363,3555,35521,3423,2854
155,3,3365,3366,3363,3555,35518,35524,2854
155,4,3365,3366,3363,3555,3278,,2854
156,1,3365,3388,3363,3555,35522,3423,2854
156,2,3365,3388,3363,3555,35521,3423,2854
156,3,3365,3366,3363,3555,35518,35524,2854
156,4,3365,3366,3363,3555,3278,,2854
157,1,3365,3388,3363,3555,35522,3423,2854
157,2,3365,3388,3363,3555,35521,3423,2854
157,3,3365,3366,3363,3555,35518,35524,2854
157,4,3365,3366,3363,3555,3278,,2854
158,1,3365,3388,3363,3555,35522,3423,2854
158,2,3365,3388,3363,3555,35521,3423,2854
158,3,3365,3366,3363,3555,35518,35524,2854
158,4,3365,3366,3363,3555,3278,,2854
159,1,3365,3388,3363,3555,35522,3423,2854
159,2,3365,3388,3363,3555,35521,3423,2854
159,3,3365,3366,3363,3555,35518,35524,2854
159,4,3365,3366,3363,3555,3278,,2854
160,1,3365,3388,3363,3555,35522,3423,2854
160,2,3365,3388,3363,3555,35521,3423,2854
160,3,3365,3366,3363,3555,35518,35524,2854
160,4,3365,3366,3363,3555,3278,,2854
161,1,3365,3388,3363,3555,35522,3423,2854
161,2,3365,3388,3363,3555,35521,3423,2854
161,3,3365,3366,3363,3555,35518,35524,2854
161,4,3365,3366,3363,3555,3278,,2854
162,1,3365,3388,3363,3555,35522,3423,2854
162,2,3365,3388,3363,3555,35521,3423,2854
162,3,3365,3366,3363,3555,35518,35524,2854
162,4,3365,3366,3363,3555,3278,,2854
163,1,3365,3388,3363,3555,35522,3423,2854
163,2,3365,3388,3363,3555,35521,3423,2854
163,3,3365,3366,3363,3555,35518,35524,2854
163,4,3365,3366,3363,3555,3278,,2854
164,1,3365,3388,3363,3555,35522,3423,2854
164,2,3365,3388,3363,3555,35521,3423,2854
164,3,3365,3366,3363,3555,35518,35524,2854
164,4,3365,3366,3363,3555,3278,,2854
165,1,3365,3388,3363,3555,35522,3423,2854
165,2,3365,3388,3363,3555,35521,3423,2854
165,3,3365,3366,3363,3555,35518,35524,2854
165,4,3365,3366,3363,3555,3278,,2854
166,1,3365,3388,3363,3555,35522,3423,2854
166,2,3365,3388,3363,3555,35521,3423,2854
166,3,3365,3366,3363,3555,35518,35524,2854
166,4,3365,3366,3363,3555,3278,,2854
167,1,3365,3388,3363,3555,35522,3423,2854
167,2,3365,3388,3363,3555,35521,3423,2854
167,3,3365,3366,3363,3555,35518,35524,2854
167,4,3365,3366,3363,3555,3278,,2854
168,1,3365,3388,3363,3555,35522,3423,2854
168,2,3365,3388,3363,3555,35521,3423,2854
168,3,3365,3366,3363,3555,35518,35524,2854
168,4,3365,3366,3363,3555,3278,,2854
169,1,3365,3388,3363,3555,35522,3423,2854
169,2,3365,3388,3363,3555,35521,3423,2854
169,3,3365,3366,3363,3555,35518,35524,2854
169,4,3365,3366,3363,3555,3278,,2854
170,1,3365,3388,3363,3555,35522,3423,2854
170,2,3365,3388,3363,3555,35521,3423,2854
170,3,3365,3366,3363,3555,35518,35524,2854
170,4,3365,3366,3363,3555,3278,,2854
171,1,3365,3388,3363,3555,35522,3423,2854
171,2,3365,3388,3363,3555,35521,3423,2854
171,3,3365,3366,3363,3555,35518,35524,2854
171,4,3365,3366,3363,3555,3278,,2854
172,1,3365,3388,3363,3555,35522,3423,2854
172,2,3365,3388,3363,3555,35521,3423,2854
172,3,3365,3366,3363,3555,35518,35524,2854
172,4,3365,3366,3363,3555,3278,,2854
173,1,3365,3388,3363,3555,35522,3423,2854
173,2,3365,3388,3363,3555,35521,3423,2854
173,3,3365,3366,3363,3555,35518,35524,2854
173,4,3365,3366,3363,3555,3278,,2854
174,1,3365,3388,3363,3555,35522,3423,2854
174,2,3365,3388,3363,3555,35521,3423,2854
174,3,3365,3366,3363,3555,35518,35524,2854
174,4,3365,3366,3363,3555,3278,,2854
175,1,3365,3388,3363,3555,35522,3423,2854
175,2,3365,3388,3363,3555,35521,3423,2854
175,3,3365,3366,3363,3555,35518,35524,2854
175,4,3365,3366,3363,3555,3278,,2854
176,1,3365,3388,3363,3555,35522,3423,2854
176,2,3365,3388,3363,3555,35521,3423,2854
176,3,3365,3366,3363,3555,35518,35524,2854
176,4,3365,3366,3363,3555,3278,,2854
177,1,3365,3388,3363,3555,35522,3423,2854
177,2,3365,3388,3363,3555,35521,3423,2854
177,3,3365,3366,3363,3555,35518,35524,2854
177,4,3365,3366,3363,3555,3278,,2854
178,1,3365,3388,3363,3555,35522,3423,2854
178,2,3365,3388,3363,3555,35521,3423,2854
178,3,3365,3366,3363,3555,35518,35524,2854
178,4,3365,3366,3363,3555,3278,,2854
179,1,3365,3388,3363,3555,35522,3423,2854
179,2,3365,3388,3363,3555,35521,3423,2854
179,3,3365,3366,3363,3555,35518,35524,2854
179,4,3365,3366,3363,3555,3278,,2854
180,1,3365,3388,3363,3555,35522,3423,2854
180,2,3365,3388,3363,3555,29425,3423,2854
180,3,3365,3366,3363,3555,35518,35524,2854
180,4,3365,3366,3363,3555,3278,,2854
181,1,3365,3388,3363,3555,35522,3423,2854
181,2,3365,3388,3363,3555,29425,3423,2854
181,3,3365,3366,3363,3555,35518,35524,2854
181,4,3365,3366,3363,3555,3278,,2854
182,1,3365,3388,3363,3555,35522,3423,2854
182,2,3365,3388,3363,3555,29425,3423,2854
182,3,3365,3366,3363,3555,35518,35524,2854
182,4,3365,3366,3363,3555,3278,,2854
183,1,3365,3388,3363,3555,35522,3423,2854
183,2,3365,3388,3363,3555,29425,3423,2854
183,3,3365,3366,3363,3555,35518,35524,2854
183,4,3365,3366,3363,3555,3278,,2854
184,1,3365,3388,3363,3555,35522,3423,2854
184,2,3365,3388,3363,3555,29425,3423,2854
184,3,3365,3366,3363,3555,35518,35524,2854
184,4,3365,3366,3363,3555,3278,,2854
185,1,3365,3388,3363,3555,35522,3423,2854
185,2,3365,3388,3363,3555,29425,3423,2854
185,3,3365,3366,3363,3555,35518,35524,2854
185,4,3365,3366,3363,3555,3278,,2854
186,1,3365,3388,3363,3555,35522,3423,2854
186,2,3365,3388,3363,3555,29425,3423,2854
186,3,3365,3366,3363,3555,35518,35524,2854
186,4,3365,3366,3363,3555,3278,,2854
187,1,3365,3388,3363,3555,35522,3423,2854
187,2,3365,3388,3363,3555,29425,3423,2854
187,3,3365,3366,3363,3555,35518,35524,2854
187,4,3365,3366,3363,3555,3278,,2854
188,1,3365,3388,3363,3555,35522,3423,2854
188,2,3365,3388,3363,3555,29425,3423,2854
188,3,3365,3366,3363,3555,35518,35524,2854
188,4,3365,3366,3363,3555,3278,,2854
189,1,3365,3388,3363,3555,35522,3423,2854
189,2,3365,3388,3363,3555,29425,3423,2854
189,3,3365,3366,3363,3555,35518,35524,2854
189,4,3365,3366,3363,3555,3278,,2854
190,1,3365,3388,3363,3555,35522,3423,2854
190,2,3365,3388,3363,3555,29425,3423,2854
190,3,3365,3366,3363,3555,35518,35524,2854
190,4,3365,3366,3363,3555,3278,,2854
191,1,3365,3388,3363,3555,35522,3423,2854
191,2,3365,3388,3363,3555,29425,3423,2854
191,3,3365,3366,3363,3555,35518,35524,2854
191,4,3365,3366,3363,3555,3278,,2854
192,1,3365,3388,3363,3555,35522,3423,2854
192,2,3365,3388,3363,3555,29425,3423,2854
192,3,3365,3366,3363,3555,35518,35524,2854
192,4,3365,3366,3363,3555,3278,,2854
193,1,3365,3388,3363,3555,35522,3423,2854
193,2,3365,3388,3363,3555,29425,3423,2854
193,3,3365,3366,3363,3555,35518,35524,2854
193,4,3365,3366,3363,3555,3278,,2854
194,1,3365,3388,3363,3555,35522,3423,2854
194,2,3365,3388,3363,3555,29425,3423,2854
194,3,3365,3366,3363,3555,35518,35524,2854
194,4,3365,3366,3363,3555,3278,,2854
195,1,3365,3388,3363,3555,35522,3423,2854
195,2,3365,3388,3363,3555,29425,3423,2854
195,3,3365,3366,3363,3555,35518,35524,2854
195,4,3365,3366,3363,3555,3278,,2854
196,1,3365,3388,3363,3555,35522,3423,2854
196,2,3365,3388,3363,3555,29425,3423,2854
196,3,3365,3366,3363,3555,35518,35524,2854
196,4,3365,3366,3363,3555,3278,,2854
197,1,3365,3388,3363,3555,35522,3423,2854
197,2,3365,3388,3363,3555,29425,3423,2854
197,3,3365,3366,3363,3555,35518,35524,2854
197,4,3365,3366,3363,3555,3278,,2854
198,1,3365,3388,3363,3555,35522,3423,2854
198,2,3365,3388,3363,3555,29425,3423,2854
198,3,3365,3366,3363,3555,35518,35524,2854
198,4,3365,3366,3363,3555,3278,,2854
199,1,3365,3388,3363,3555,35522,3423,2854
199,2,3365,3388,3363,3555,29425,3423,2854
199,3,3365,3366,3363,3555,35518,35524,2854
199,4,3365,3366,3363,3555,3278,,2854
200,1,3365,3388,3363,3555,27457,3423,2854
200,2,3365,3388,3363,3555,27458,3423,2854
200,3,3365,22530,3363,3555,35518,35524,2854
200,4,3365,22518,3363,3555,3278,,2854
201,1,3365,3388,3363,3555,27457,3423,2854
201,2,3365,3388,3363,3555,27458,3423,2854
201,3,3365,22530,3363,3555,35518,35524,2854
201,4,3365,22518,3363,3555,3278,,2854
202,1,3365,3388,3363,3555,27457,3423,2854
202,2,3365,3388,3363,3555,27458,3423,2854
202,3,3365,22530,3363,3555,35518,35524,2854
202,4,3365,22518,3363,3555,3278,,2854
203,1,3365,3388,3363,3555,27457,3423,2854
203,2,3365,3388,3363,3555,27458,3423,2854
203,3,3365,22530,3363,3555,35518,35524,2854
203,4,3365,22518,3363,3555,3278,,2854
204,1,3365,3388,3363,3555,27457,3423,2854
204,2,3365,3388,3363,3555,27458,3423,2854
204,3,3365,22530,3363,3555,35518,35524,2854
204,4,3365,22518,3363,3555,3278,,2854
205,1,3365,3388,3363,3555,27457,3423,2854
205,2,3365,3388,3363,3555,27458,3423,2854
205,3,3365,22530,3363,3555,35518,35524,2854
205,4,3365,22518,3363,3555,3278,,2854
206,1,3365,3388,3363,3555,27457,3423,2854
206,2,3365,3388,3363,3555,27458,3423,2854
206,3,3365,22530,3363,3555,35518,35524,2854
206,4,3365,22518,3363,3555,3278,,2854
207,1,3365,3388,3363,3555,27457,3423,2854
207,2,3365,3388,3363,3555,27458,3423,2854
207,3,3365,22530,3363,3555,35518,35524,2854
207,4,3365,22518,3363,3555,3278,,2854
208,1,3365,3388,3363,3555,27457,3423,2854
208,2,3365,3388,3363,3555,27458,3423,2854
208,3,3365,22530,3363,3555,35518,35524,2854
208,4,3365,22518,3363,3555,3278,,2854
209,1,3365,3388,3363,3555,27457,3423,2854
209,2,3365,3388,3363,3555,27458,3423,2854
209,3,3365,22530,3363,3555,35518,35524,2854
209,4,3365,22518,3363,3555,3278,,2854
210,1,3365,3388,3363,3555,27457,3423,2854
210,2,3365,3388,3363,3555,27458,3423,2854
210,3,3365,22530,3363,3555,35518,35524,2854
210,4,3365,22518,3363,3555,3278,,2854
211,1,3365,3388,3363,3555,27457,3423,2854
211,2,3365,3388,3363,3555,27458,3423,2854
211,3,3365,22530,3363,3555,35518,35524,2854
211,4,3365,22518,3363,3555,3278,,2854
212,1,3365,3388,3363,3555,27457,3423,2854
212,2,3365,3388,3363,3555,27458,3423,2854
212,3,3365,22530,3363,3555,35518,35524,2854
212,4,3365,22518,3363,3555,3278,,2854
213,1,3365,3388,3363,3555,27457,3423,2854
213,2,3365,3388,3363,3555,27458,3423,2854
213,3,3365,22530,3363,3555,35518,35524,2854
213,4,3365,22518,3363,3555,3278,,2854
214,1,3365,3388,3363,3555,27457,3423,2854
214,2,3365,3388,3363,3555,27458,3423,2854
214,3,3365,22530,3363,3555,35518,35524,2854
214,4,3365,22518,3363,3555,3278,,2854
215,1,3365,3388,3363,3555,27457,3423,2854
215,2,3365,3388,3363,3555,27458,3423,2854
215,3,3365,22530,3363,3555,35518,35524,2854
215,4,3365,22518,3363,3555,3278,,2854
216,1,3365,3388,3363,3555,27457,3423,2854
216,2,3365,3388,3363,3555,27458,3423,2854
216,3,3365,22530,3363,3555,35518,35524,2854
216,4,3365,22518,3363,3555,3278,,2854
217,1,3365,3388,3363,3555,27457,3423,2854
217,2,3365,3388,3363,3555,27458,3423,2854
217,3,3365,22530,3363,3555,35518,35524,2854
217,4,3365,22518,3363,3555,3278,,2854
218,1,3365,3388,3363,3555,27457,3423,2854
218,2,3365,3388,3363,3555,27458,3423,2854
218,3,3365,22530,3363,3555,35518,35524,2854
218,4,3365,22518,3363,3555,3278,,2854
219,1,3365,3388,3363,3555,27457,3423,2854
219,2,3365,3388,3363,3555,27458,3423,2854
219,3,3365,22530,3363,3555,35518,35524,2854
219,4,3365,22518,3363,3555,3278,,2854
220,1,3365,3388,3363,3555,27457,3423,2854
220,2,3365,3388,3363,3555,27458,3423,2854
220,3,3365,22530,3363,3555,35518,35524,2854
220,4,3365,22518,3363,3555,3278,,2854
221,1,3365,3388,3363,3555,27457,3423,2854
221,2,3365,3388,3363,3555,27458,3423,2854
221,3,3365,22530,3363,3555,35518,35524,2854
221,4,3365,22518,3363,3555,3278,,2854
222,1,3365,3388,3363,3555,27457,3423,2854
222,2,3365,3388,3363,3555,27458,3423,2854
222,3,3365,22530,3363,3555,35518,35524,2854
222,4,3365,22518,3363,3555,3278,,2854
223,1,3365,3388,3363,3555,27457,3423,2854
223,2,3365,3388,3363,3555,27458,3423,2854
223,3,3365,22530,3363,3555,35518,35524,2854
223,4,3365,22518,3363,3555,3278,,2854
224,1,3365,3388,3363,3555,27457,3423,2854
224,2,3365,3388,3363,3555,27458,3423,2854
224,3,3365,22530,3363,3555,35518,35524,2854
224,4,3365,22518,3363,3555,3278,,2854
225,1,3365,3388,3363,3555,27457,3423,2854
225,2,3365,3388,3363,3555,27458,3423,2854
225,3,3365,22530,3363,3555,35518,35524,2854
225,4,3365,22518,3363,3555,3278,,2854
226,1,3365,3388,3363,3555,27457,3423,2854
226,2,3365,3388,3363,3555,27458,3423,2854
226,3,3365,22530,3363,3555,35518,35524,2854
226,4,3365,22518,3363,3555,3278,,2854
227,1,3365,3388,3363,3555,27457,3423,2854
227,2,3365,3388,3363,3555,27458,3423,2854
227,3,3365,22530,3363,3555,35518,35524,2854
227,4,3365,22518,3363,3555,3278,,2854
228,1,3365,3388,3363,3555,27457,3423,2854
228,2,3365,3388,3363,3555,27458,3423,2854
228,3,3365,22530,3363,3555,35518,35524,2854
228,4,3365,22518,3363,3555,3278,,2854
229,1,3365,3388,3363,3555,27457,3423,2854
229,2,3365,3388,3363,3555,27458,3423,2854
229,3,3365,22530,3363,3555,35518,35524,2854
229,4,3365,22518,3363,3555,3278,,2854
230,1,3365,3388,3363,3555,27457,3423,2854
230,2,3365,3388,3363,3555,28826,3423,2854
230,3,3365,22530,3363,3555,35518,35524,2854
230,4,3365,22518,3363,3555,3278,,2854
231,1,3365,3388,3363,3555,27457,3423,2854
231,2,3365,3388,3363,3555,28826,3423,2854
231,3,3365,22530,3363,3555,35518,35524,2854
231,4,3365,22518,3363,3555,3278,,2854
232,1,3365,3388,3363,3555,27457,3423,2854
232,2,3365,3388,3363,3555,28826,3423,2854
232,3,3365,22530,3363,3555,35518,35524,2854
232,4,3365,22518,3363,3555,3278,,2854
233,1,3365,3388,3363,3555,27457,3423,2854
233,2,3365,3388,3363,3555,28826,3423,2854
233,3,3365,22530,3363,3555,35518,35524,2854
233,4,3365,22518,3363,3555,3278,,2854
234,1,3365,3388,3363,3555,27457,3423,2854
234,2,3365,3388,3363,3555,28826,3423,2854
234,3,3365,22530,3363,3555,35518,35524,2854
234,4,3365,22518,3363,3555,3278,,2854
235,1,3365,3388,3363,3555,27457,3423,2854
235,2,3365,3388,3363,3555,28826,3423,2854
235,3,3365,22530,3363,3555,35518,35524,2854
235,4,3365,22518,3363,3555,3278,,2854
236,1,3365,3388,3363,3555,27457,3423,2854
236,2,3365,3388,3363,3555,28826,3423,2854
236,3,3365,22530,3363,3555,35518,35524,2854
236,4,3365,22518,3363,3555,3278,,2854
237,1,3365,3388,3363,3555,27457,3423,2854
237,2,3365,3388,3363,3555,28826,3423,2854
237,3,3365,22530,3363,3555,35518,35524,2854
237,4,3365,22518,3363,3555,3278,,2854
238,1,3365,3388,3363,3555,27457,3423,2854
238,2,3365,3388,3363,3555,28826,3423,2854
238,3,3365,22530,3363,3555,35518,35524,2854
238,4,3365,22518,3363,3555,3278,,2854
239,1,3365,3388,3363,3555,27457,3423,2854
239,2,3365,3388,3363,3555,28826,3423,2854
239,3,3365,22530,3363,3555,35518,35524,2854
239,4,3365,22518,3363,3555,3278,,2854
240,1,3365,3388,3363,3555,27457,3423,2854
240,2,3365,3388,3363,3555,28826,3423,2854
240,3,3365,22530,3363,3555,35518,35524,2854
240,4,3365,22518,3363,3555,3278,,2854
241,1,3365,3388,3363,3555,27457,3423,2854
241,2,3365,3388,3363,3555,28826,3423,2854
241,3,3365,22530,3363,3555,35518,35524,2854
241,4,3365,22518,3363,3555,3278,,2854
242,1,3365,3388,3363,3555,27457,3423,2854
242,2,3365,3388,3363,3555,28826,3423,2854
242,3,3365,22530,3363,3555,35518,35524,2854
242,4,3365,22518,3363,3555,3278,,2854
243,1,3365,3388,3363,3555,27457,3423,2854
243,2,3365,3388,3363,3555,28826,3423,2854
243,3,3365,22530,3363,3555,35518,35524,2854
243,4,3365,22518,3363,3555,3278,,2854
244,1,3365,3388,3363,3555,27457,3423,2854
244,2,3365,3388,3363,3555,28826,3423,2854
244,3,3365,22530,3363,3555,35518,35524,2854
244,4,3365,22518,3363,3555,3278,,2854
245,1,3365,3388,3363,3555,27457,3423,2854
245,2,3365,3388,3363,3555,28826,3423,2854
245,3,3365,22530,3363,3555,35518,35524,2854
245,4,3365,22518,3363,3555,3278,,2854
246,1,3365,3388,3363,3555,27457,3423,2854
246,2,3365,3388,3363,3555,28826,3423,2854
246,3,3365,22530,3363,3555,35518,35524,2854
246,4,3365,22518,3363,3555,3278,,2854
247,1,3365,3388,3363,3555,27457,3423,2854
247,2,3365,3388,3363,3555,28826,3423,2854
247,3,3365,22530,3363,3555,35518,35524,2854
247,4,3365,22518,3363,3555,3278,,2854
248,1,3365,3388,3363,3555,27457,3423,2854
248,2,3365,3388,3363,3555,28826,3423,2854
248,3,3365,22530,3363,3555,35518,35524,2854
248,4,3365,22518,3363,3555,3278,,2854
249,1,3365,3388,3363,3555,27457,3423,2854
249,2,3365,3388,3363,3555,28826,3423,2854
249,3,3365,22530,3363,3555,35518,35524,2854
249,4,3365,22518,3363,3555,3278,,2854
250,1,3365,3388,3363,3555,39162,3423,2854
250,2,3365,3388,3363,3555,28826,3423,2854
250,3,3365,22530,3363,3555,35518,35524,2854
250,4,3365,22518,3363,3555,3278,,2854
251,1,3365,3388,3363,3555,39162,3423,2854
251,2,3365,3388,3363,3555,28826,3423,2854
251,3,3365,22530,3363,3555,35518,35524,2854
251,4,3365,22518,3363,3555,3278,,2854
252,1,3365,3388,3363,3555,39162,3423,2854
252,2,3365,3388,3363,3555,28826,3423,2854
252,3,3365,22530,3363,3555,35518,35524,2854
252,4,3365,22518,3363,3555,3278,,2854
253,1,3365,3388,3363,3555,39162,3423,2854
253,2,3365,3388,3363,3555,28826,3423,2854
253,3,3365,22530,3363,3555,35518,35524,2854
253,4,3365,22518,3363,3555,3278,,2854
254,1,3365,3388,3363,3555,39162,3423,2854
254,2,3365,3388,3363,3555,28826,3423,2854
254,3,3365,22530,3363,3555,35518,35524,2854
254,4,3365,22518,3363,3555,3278,,2854
255,1,3365,3388,3363,3555,39162,3423,2854
255,2,3365,3388,3363,3555,28826,3423,2854
255,3,3365,22530,3363,3555,35518,35524,2854
255,4,3365,22518,3363,3555,3278,,2854
256,1,3365,3388,3363,3555,39162,3423,2854
256,2,3365,3388,3363,3555,28826,3423,2854
256,3,3365,22530,3363,3555,35518,35524,2854
256,4,3365,22518,3363,3555,3278,,2854
257,1,3365,3388,3363,3555,39162,3423,2854
257,2,3365,3388,3363,3555,28826,3423,2854
257,3,3365,22530,3363,3555,35518,35524,2854
257,4,3365,22518,3363,3555,3278,,2854
258,1,3365,3388,3363,3555,39162,3423,2854
258,2,3365,3388,3363,3555,28826,3423,2854
258,3,3365,22530,3363,3555,35518,35524,2854
258,4,3365,22518,3363,3555,3278,,2854
259,1,3365,3388,3363,3555,39162,3423,2854
259,2,3365,3388,3363,3555,28826,3423,2854
259,3,3365,22530,3363,3555,35518,35524,2854
259,4,3365,22518,3363,3555,3278,,2854
260,1,3365,3388,3363,3555,39162,3423,2854
260,2,3365,3388,3363,3555,28826,3423,2854
260,3,3365,22530,3363,3555,35518,35524,2854
260,4,3365,22518,3363,3555,3278,,2854
261,1,3365,3388,3363,3555,39162,3423,2854
261,2,3365,3388,3363,3555,28826,3423,2854
261,3,3365,22530,3363,3555,35518,35524,2854
261,4,3365,22518,3363,3555,3278,,2854
262,1,3365,3388,3363,3555,39162,3423,2854
262,2,3365,3388,3363,3555,28826,3423,2854
262,3,3365,22530,3363,3555,35518,35524,2854
262,4,3365,22518,3363,3555,3278,,2854
263,1,3365,3388,3363,3555,39162,3423,2854
263,2,3365,3388,3363,3555,28826,3423,2854
263,3,3365,22530,3363,3555,35518,35524,2854
263,4,3365,22518,3363,3555,3278,,2854
264,1,3365,3388,3363,3555,39162,3423,2854
264,2,3365,3388,3363,3555,28826,3423,2854
264,3,3365,22530,3363,3555,35518,35524,2854
264,4,3365,22518,3363,3555,3278,,2854
265,1,3365,3388,3363,3555,39162,3423,2854
265,2,3365,3388,3363,3555,28826,3423,2854
265,3,3365,22530,3363,3555,35518,35524,2854
265,4,3365,22518,3363,3555,3278,,2854
266,1,3365,3388,3363,3555,39162,3423,2854
266,2,3365,3388,3363,3555,28826,3423,2854
266,3,3365,22530,3363,3555,35518,35524,2854
266,4,3365,22518,3363,3555,3278,,2854
267,1,3365,3388,3363,3555,39162,3423,2854
267,2,3365,3388,3363,3555,28826,3423,2854
267,3,3365,22530,3363,3555,35518,35524,2854
267,4,3365,22518,3363,3555,3278,,2854
268,1,3365,3388,3363,3555,39162,3423,2854
268,2,3365,3388,3363,3555,28826,3423,2854
268,3,3365,22530,3363,3555,35518,35524,2854
268,4,3365,22518,3363,3555,3278,,2854
269,1,3365,3388,3363,3555,39162,3423,2854
269,2,3365,3388,3363,3555,28826,3423,2854
269,3,3365,22530,3363,3555,35518,35524,2854
269,4,3365,22518,3363,3555,3278,,2854
270,1,3365,3388,3363,3555,39162,3423,2854
270,2,3365,3388,3363,3555,28826,3423,2854
270,3,3365,22530,3363,3555,35518,35524,2854
270,4,3365,22518,3363,3555,36661,,2854
271,1,3365,3388,3363,3555,39162,3423,2854
271,2,3365,3388,3363,3555,28826,3423,2854
271,3,3365,22530,3363,3555,35518,35524,2854
271,4,3365,22518,3363,3555,36661,,2854
272,1,3365,3388,3363,3555,39162,3423,2854
272,2,3365,3388,3363,3555,28826,3423,2854
272,3,3365,22530,3363,3555,35518,35524,2854
272,4,3365,22518,3363,3555,36661,,2854
273,1,3365,3388,3363,3555,39162,3423,2854
273,2,3365,3388,3363,3555,28826,3423,2854
273,3,3365,22530,3363,3555,35518,35524,2854
273,4,3365,22518,3363,3555,36661,,2854
274,1,3365,3388,3363,3555,39162,3423,2854
274,2,3365,3388,3363,3555,28826,3423,2854
274,3,3365,22530,3363,3555,35518,35524,2854
274,4,3365,22518,3363,3555,36661,,2854
275,1,3365,3388,3363,3555,39162,3423,2854
275,2,3365,3388,3363,3555,28826,3423,2854
275,3,3365,22530,3363,3555,35518,35524,2854
275,4,3365,22518,3363,3555,36661,,2854
276,1,3365,3388,3363,3555,39162,3423,2854
276,2,3365,3388,3363,3555,28826,3423,2854
276,3,3365,22530,3363,3555,35518,35524,2854
276,4,3365,22518,3363,3555,36661,,2854
277,1,3365,3388,3363,3555,39162,3423,2854
277,2,3365,3388,3363,3555,28826,3423,2854
277,3,3365,22530,3363,3555,35518,35524,2854
277,4,3365,22518,3363,3555,36661,,2854
278,1,3365,3388,3363,3555,39162,3423,2854
278,2,3365,3388,3363,3555,28826,3423,2854
278,3,3365,22530,3363,3555,35518,35524,2854
278,4,3365,22518,3363,3555,36661,,2854
279,1,3365,3388,3363,3555,39162,3423,2854
279,2,3365,3388,3363,3555,28826,3423,2854
279,3,3365,22530,3363,3555,35518,35524,2854
279,4,3365,22518,3363,3555,36661,,2854
280,1,3365,3388,3363,3555,39162,3423,2854
280,2,3365,3388,3363,3555,28826,3423,2854
280,3,3365,22530,3363,3555,35518,35524,2854
280,4,3365,22518,3363,3555,36661,,2854
281,1,3365,3388,3363,3555,39162,3423,2854
281,2,3365,3388,3363,3555,28826,3423,2854
281,3,3365,22530,3363,3555,35518,35524,2854
281,4,3365,22518,3363,3555,36661,,2854
282,1,3365,3388,3363,3555,39162,3423,2854
282,2,3365,3388,3363,3555,28826,3423,2854
282,3,3365,22530,3363,3555,35518,35524,2854
282,4,3365,22518,3363,3555,36661,,2854
283,1,3365,3388,3363,3555,39162,3423,2854
283,2,3365,3388,3363,3555,28826,3423,2854
283,3,3365,22530,3363,3555,35518,35524,2854
283,4,3365,22518,3363,3555,36661,,2854
284,1,3365,3388,3363,3555,39162,3423,2854
