id	name	level	vocation	vocation_id	town_id
65598	Carinus Abunce	640	knight	8	10
65599	Gell Abunce	641	paladin	7	11
65600	Mema Abunce	642	knight	8	8
65601	Valkephenc Abunce	643	knight	8	22
65602	Gnom Abunce	644	sorcerer	5	15
65603	Bervion Abunce	645	druid	6	22
65604	Nizzley Abunce	646	sorcerer	5	6
65605	Jaeggy Abunce	647	druid	6	15
65606	Lukeniess Abunce	648	sorcerer	5	5
65607	Borks Abunce	649	knight	8	6
65608	Aldric Gabder	650	paladin	7	14
65609	Lyra Gabder	651	sorcerer	5	5
65610	Theron Gabder	652	knight	8	7
65611	Isolde Gabder	653	druid	6	7
65612	Magnus Gabder	654	paladin	7	13
65613	Freya Gabder	655	paladin	7	8
65614	Ragnar Gabder	656	knight	8	5
65615	Astrid Gabder	657	sorcerer	5	10
65616	Cedric Gabder	658	paladin	7	22
65617	Elara Gabder	659	knight	8	17
65618	Finn Gabder	660	paladin	7	7
65619	Gwen Gabder	661	sorcerer	5	6
65620	Henrik Gabder	662	paladin	7	8
65621	Isla Gabder	663	druid	6	13
65622	Jorik Gabder	664	paladin	7	7
65623	Keira Gabder	665	sorcerer	5	20
65624	Leander Gabder	666	sorcerer	5	16
65625	Mira Gabder	667	sorcerer	5	8
65626	Nikolai Gabder	668	paladin	7	15
65627	Ophelia Gabder	669	paladin	7	13
65628	Omiros Gabder	670	paladin	7	8
65629	Borkent Gabder	671	knight	8	10
65630	Azir Gabder	672	sorcerer	5	10
65631	Plaros Gabder	673	druid	6	7
65632	Paublock Gabder	674	sorcerer	5	16
65633	Thadnemara Gabder	675	paladin	7	20
65634	Pegui Gabder	676	sorcerer	5	13
65635	Nevintsild Gabder	677	knight	8	13
65636	Tonguarik Gabder	678	druid	6	22
65637	Sveromesse Gabder	679	paladin	7	9
65638	Ghta Gabder	680	knight	8	8
65639	Seromady Gabder	681	druid	6	8
65640	Chran Gabder	682	druid	6	6
65641	Gnomedorbo Gabder	683	knight	8	15
65642	Wilisolani Gabder	684	druid	6	5
65643	Foozorf Gabder	685	sorcerer	5	7
65644	Drodromes Gabder	686	paladin	7	10
65645	Elance Gabder	687	paladin	7	8
65646	Cern Gabder	688	druid	6	8
65647	Jorth Gabder	689	sorcerer	5	6
65648	Carinus Gabder	690	knight	8	6
65649	Gell Gabder	691	druid	6	16
65650	Mema Gabder	692	knight	8	10
65651	Valkephenc Gabder	693	druid	6	9
65652	Gnom Gabder	694	druid	6	7
65653	Bervion Gabder	695	knight	8	7
65654	Nizzley Gabder	696	knight	8	22
65655	Jaeggy Gabder	697	knight	8	13
65656	Lukeniess Gabder	698	knight	8	17
65657	Borks Gabder	700	sorcerer	5	20
65658	Aldric Lissanellia	700	druid	6	17
65659	Lyra Lissanellia	701	paladin	7	15
65660	Theron Lissanellia	702	knight	8	10
65661	Isolde Lissanellia	703	sorcerer	5	11
65662	Magnus Lissanellia	704	knight	8	10
65663	Freya Lissanellia	705	druid	6	14
65664	Ragnar Lissanellia	706	druid	6	9
65665	Astrid Lissanellia	707	paladin	7	7
65666	Cedric Lissanellia	708	knight	8	9
65667	Elara Lissanellia	709	paladin	7	17
65668	Finn Lissanellia	710	paladin	7	13
65669	Gwen Lissanellia	711	druid	6	7
65670	Henrik Lissanellia	712	druid	6	9
65671	Isla Lissanellia	713	druid	6	9
65672	Jorik Lissanellia	714	paladin	7	20
65673	Keira Lissanellia	715	druid	6	7
65674	Leander Lissanellia	716	knight	8	8
65675	Mira Lissanellia	717	sorcerer	5	10
65676	Nikolai Lissanellia	718	paladin	7	8
65677	Ophelia Lissanellia	719	knight	8	16
65678	Omiros Lissanellia	720	knight	8	9
65679	Borkent Lissanellia	721	paladin	7	6
65680	Azir Lissanellia	722	sorcerer	5	16
65681	Plaros Lissanellia	723	knight	8	17
65682	Paublock Lissanellia	724	sorcerer	5	5
65683	Thadnemara Lissanellia	725	sorcerer	5	11
65684	Pegui Lissanellia	726	druid	6	6
65685	Nevintsild Lissanellia	727	paladin	7	5
65686	Tonguarik Lissanellia	728	sorcerer	5	6
65687	Sveromesse Lissanellia	729	paladin	7	17
65688	Ghta Lissanellia	730	knight	8	14
65689	Seromady Lissanellia	731	paladin	7	11
65690	Chran Lissanellia	732	knight	8	9
65691	Gnomedorbo Lissanellia	733	sorcerer	5	8
65692	Wilisolani Lissanellia	734	knight	8	9
65693	Foozorf Lissanellia	735	paladin	7	22
65694	Drodromes Lissanellia	736	sorcerer	5	10
65695	Elance Lissanellia	737	sorcerer	5	15
65696	Cern Lissanellia	738	druid	6	5
65697	Jorth Lissanellia	739	knight	8	17
65698	Carinus Lissanellia	740	sorcerer	5	9
65699	Gell Lissanellia	741	sorcerer	5	10
65700	Mema Lissanellia	742	sorcerer	5	14
65701	Valkephenc Lissanellia	743	knight	8	8
65702	Gnom Lissanellia	744	knight	8	22
65703	Bervion Lissanellia	745	knight	8	22
65704	Nizzley Lissanellia	746	knight	8	6
65705	Jaeggy Lissanellia	747	druid	6	15
65706	Lukeniess Lissanellia	748	sorcerer	5	8
65707	Borks Lissanellia	749	druid	6	6
65708	Aldric Terabeguarks	750	druid	6	20
65709	Lyra Terabeguarks	751	paladin	7	11
65710	Theron Terabeguarks	752	knight	8	15
65711	Isolde Terabeguarks	753	paladin	7	6
65712	Magnus Terabeguarks	754	sorcerer	5	22
65713	Freya Terabeguarks	755	paladin	7	17
65714	Ragnar Terabeguarks	756	paladin	7	5
65715	Astrid Terabeguarks	757	paladin	7	14
65716	Cedric Terabeguarks	758	druid	6	11
65717	Elara Terabeguarks	759	paladin	7	20
65718	Finn Terabeguarks	760	paladin	7	13
65719	Gwen Terabeguarks	761	druid	6	17
65720	Henrik Terabeguarks	762	paladin	7	9
65721	Isla Terabeguarks	763	sorcerer	5	11
65722	Jorik Terabeguarks	764	druid	6	22
65723	Keira Terabeguarks	765	paladin	7	11
65724	Leander Terabeguarks	766	druid	6	10
65725	Mira Terabeguarks	767	druid	6	7
65726	Nikolai Terabeguarks	768	knight	8	22
65727	Ophelia Terabeguarks	769	paladin	7	22
65728	Omiros Terabeguarks	770	paladin	7	16
65729	Borkent Terabeguarks	771	sorcerer	5	11
65730	Azir Terabeguarks	772	sorcerer	5	7
65731	Plaros Terabeguarks	773	paladin	7	11
65732	Paublock Terabeguarks	774	paladin	7	5
65733	Thadnemara Terabeguarks	775	druid	6	15
65734	Pegui Terabeguarks	776	paladin	7	5
65735	Nevintsild Terabeguarks	777	sorcerer	5	10
65736	Tonguarik Terabeguarks	778	knight	8	8
65737	Sveromesse Terabeguarks	779	knight	8	14
65738	Ghta Terabeguarks	780	knight	8	11
65739	Seromady Terabeguarks	781	druid	6	5
65740	Chran Terabeguarks	782	knight	8	22
65741	Gnomedorbo Terabeguarks	783	knight	8	17
65742	Wilisolani Terabeguarks	784	knight	8	13
65743	Foozorf Terabeguarks	785	druid	6	9
65744	Drodromes Terabeguarks	786	sorcerer	5	10
65745	Elance Terabeguarks	787	paladin	7	8
65746	Cern Terabeguarks	788	druid	6	20
65747	Jorth Terabeguarks	789	paladin	7	10
65748	Carinus Terabeguarks	790	sorcerer	5	5
65749	Gell Terabeguarks	791	sorcerer	5	8
65750	Mema Terabeguarks	792	druid	6	15
65751	Valkephenc Terabeguarks	793	knight	8	16
65752	Gnom Terabeguarks	794	paladin	7	17
65753	Bervion Terabeguarks	795	knight	8	17
65754	Nizzley Terabeguarks	796	sorcerer	5	5
65755	Jaeggy Terabeguarks	797	knight	8	11
65756	Lukeniess Terabeguarks	798	paladin	7	6
65757	Borks Terabeguarks	799	sorcerer	5	11
65758	Aldric Gical	800	knight	8	22
65759	Lyra Gical	801	knight	8	17
65760	Theron Gical	802	sorcerer	5	14
65761	Isolde Gical	803	druid	6	13
65762	Magnus Gical	804	paladin	7	20
65763	Freya Gical	805	sorcerer	5	9
65764	Ragnar Gical	806	sorcerer	5	11
65765	Astrid Gical	807	knight	8	20
65766	Cedric Gical	808	paladin	7	14
65767	Elara Gical	809	sorcerer	5	11
65768	Finn Gical	810	druid	6	6
65769	Gwen Gical	811	sorcerer	5	11
65770	Henrik Gical	812	sorcerer	5	6
65771	Isla Gical	813	druid	6	9
65772	Jorik Gical	814	druid	6	14
65773	Keira Gical	815	druid	6	16
65774	Leander Gical	816	knight	8	9
65775	Mira Gical	817	paladin	7	6
65776	Nikolai Gical	818	paladin	7	10
65777	Ophelia Gical	819	knight	8	9
65778	Omiros Gical	820	knight	8	11
65779	Borkent Gical	821	druid	6	13
65780	Azir Gical	822	paladin	7	5
65781	Plaros Gical	823	paladin	7	16
65782	Paublock Gical	824	knight	8	20
65783	Thadnemara Gical	825	sorcerer	5	10
65784	Pegui Gical	826	sorcerer	5	10
65785	Nevintsild Gical	827	knight	8	13
65786	Tonguarik Gical	828	paladin	7	15
65787	Sveromesse Gical	829	druid	6	14
65788	Ghta Gical	830	sorcerer	5	14
65789	Seromady Gical	831	sorcerer	5	15
65790	Chran Gical	832	knight	8	17
65791	Gnomedorbo Gical	833	paladin	7	20
65792	Wilisolani Gical	834	knight	8	9
65793	Foozorf Gical	835	knight	8	13
65794	Drodromes Gical	836	druid	6	11
65795	Elance Gical	837	knight	8	15
65796	Cern Gical	838	sorcerer	5	17
65797	Jorth Gical	839	paladin	7	6
65798	Carinus Gical	840	druid	6	7
65799	Gell Gical	841	paladin	7	6
65800	Mema Gical	842	knight	8	22
65801	Valkephenc Gical	843	knight	8	20
65802	Gnom Gical	844	druid	6	6
65803	Bervion Gical	845	sorcerer	5	9
65804	Nizzley Gical	846	knight	8	8
65805	Jaeggy Gical	847	sorcerer	5	17
65806	Lukeniess Gical	848	druid	6	20
65807	Borks Gical	849	druid	6	6
65808	Aldric Loter	850	paladin	7	16
65809	Lyra Loter	851	sorcerer	5	10
65810	Theron Loter	852	sorcerer	5	16
65811	Isolde Loter	853	paladin	7	22
65812	Magnus Loter	854	druid	6	17
65813	Freya Loter	855	knight	8	6
65814	Ragnar Loter	856	sorcerer	5	22
65815	Astrid Loter	857	sorcerer	5	16
65816	Cedric Loter	858	sorcerer	5	6
65817	Elara Loter	859	knight	8	13
65818	Finn Loter	860	paladin	7	17
65819	Gwen Loter	861	druid	6	9
65820	Henrik Loter	862	paladin	7	16
65821	Isla Loter	863	knight	8	6
65822	Jorik Loter	864	knight	8	14
65823	Keira Loter	865	knight	8	22
65824	Leander Loter	866	sorcerer	5	8
65825	Mira Loter	867	druid	6	16
65826	Nikolai Loter	868	sorcerer	5	10
65827	Ophelia Loter	869	paladin	7	6
65828	Omiros Loter	870	druid	6	15
65829	Borkent Loter	871	paladin	7	14
65830	Azir Loter	872	sorcerer	5	22
65831	Plaros Loter	873	sorcerer	5	16
65832	Paublock Loter	874	knight	8	7
65833	Thadnemara Loter	875	druid	6	16
65834	Pegui Loter	876	paladin	7	17
65835	Nevintsild Loter	877	sorcerer	5	8
65836	Tonguarik Loter	878	knight	8	5
65837	Sveromesse Loter	879	druid	6	6
65838	Ghta Loter	880	paladin	7	20
65839	Seromady Loter	881	paladin	7	6
65840	Chran Loter	882	sorcerer	5	8
65841	Gnomedorbo Loter	883	paladin	7	11
65842	Wilisolani Loter	884	druid	6	15
65843	Foozorf Loter	885	druid	6	15
65844	Drodromes Loter	886	knight	8	5
65845	Elance Loter	887	paladin	7	5
65846	Cern Loter	888	knight	8	5
65847	Jorth Loter	889	paladin	7	15
65848	Carinus Loter	890	sorcerer	5	20
65849	Gell Loter	891	paladin	7	15
65850	Mema Loter	892	paladin	7	22
65851	Valkephenc Loter	893	paladin	7	20
65852	Gnom Loter	894	sorcerer	5	14
65853	Bervion Loter	895	sorcerer	5	20
65854	Nizzley Loter	896	druid	6	13
65855	Jaeggy Loter	897	paladin	7	14
65856	Lukeniess Loter	898	sorcerer	5	15
65857	Borks Loter	900	knight	8	7
65858	Aldric Torehkeron	900	sorcerer	5	6
65859	Lyra Torehkeron	902	druid	6	10
65860	Theron Torehkeron	904	sorcerer	5	15
65861	Isolde Torehkeron	906	sorcerer	5	15
65862	Magnus Torehkeron	908	sorcerer	5	15
65863	Freya Torehkeron	911	paladin	7	20
65864	Ragnar Torehkeron	913	paladin	7	8
65865	Astrid Torehkeron	915	sorcerer	5	14
65866	Cedric Torehkeron	917	knight	8	22
65867	Elara Torehkeron	920	paladin	7	13
65868	Finn Torehkeron	922	knight	8	16
65869	Gwen Torehkeron	924	knight	8	15
65870	Henrik Torehkeron	926	sorcerer	5	11
65871	Isla Torehkeron	929	paladin	7	13
65872	Jorik Torehkeron	931	sorcerer	5	5
65873	Keira Torehkeron	933	sorcerer	5	16
65874	Leander Torehkeron	935	knight	8	8
65875	Mira Torehkeron	938	sorcerer	5	10
65876	Nikolai Torehkeron	940	paladin	7	17
65877	Ophelia Torehkeron	942	druid	6	14
65878	Omiros Torehkeron	944	druid	6	9
65879	Borkent Torehkeron	947	knight	8	17
65880	Azir Torehkeron	949	druid	6	15
65881	Plaros Torehkeron	951	druid	6	14
65882	Paublock Torehkeron	953	paladin	7	5
65883	Thadnemara Torehkeron	956	sorcerer	5	6
65884	Pegui Torehkeron	958	sorcerer	5	13
65885	Nevintsild Torehkeron	960	sorcerer	5	16
65886	Tonguarik Torehkeron	962	druid	6	7
65887	Sveromesse Torehkeron	965	sorcerer	5	13
65888	Ghta Torehkeron	967	sorcerer	5	9
65889	Seromady Torehkeron	969	druid	6	17
65890	Chran Torehkeron	971	sorcerer	5	14
65891	Gnomedorbo Torehkeron	974	paladin	7	5
65892	Wilisolani Torehkeron	976	sorcerer	5	6
65893	Foozorf Torehkeron	978	knight	8	20
65894	Drodromes Torehkeron	980	sorcerer	5	11
65895	Elance Torehkeron	983	druid	6	8
65896	Cern Torehkeron	985	knight	8	14
65897	Jorth Torehkeron	987	knight	8	7
65898	Carinus Torehkeron	989	sorcerer	5	9
65899	Gell Torehkeron	992	druid	6	7
65900	Mema Torehkeron	994	druid	6	5
65901	Valkephenc Torehkeron	996	sorcerer	5	7
65902	Gnom Torehkeron	998	sorcerer	5	11
65903	Bervion Torehkeron	1001	druid	6	15
65904	Nizzley Torehkeron	1003	paladin	7	17
65905	Jaeggy Torehkeron	1005	paladin	7	9
65906	Lukeniess Torehkeron	1007	knight	8	7
65907	Borks Torehkeron	1010	druid	6	8
65908	Aldric Mantis	1012	paladin	7	15
65909	Lyra Mantis	1014	paladin	7	5
65910	Theron Mantis	1016	paladin	7	15
65911	Isolde Mantis	1019	paladin	7	13
65912	Magnus Mantis	1021	paladin	7	13
65913	Freya Mantis	1023	druid	6	11
65914	Ragnar Mantis	1025	sorcerer	5	13
65915	Astrid Mantis	1028	knight	8	7
65916	Cedric Mantis	1030	knight	8	10
65917	Elara Mantis	1032	druid	6	17
65918	Finn Mantis	1034	paladin	7	11
65919	Gwen Mantis	1037	druid	6	10
65920	Henrik Mantis	1039	knight	8	15
65921	Isla Mantis	1041	paladin	7	22
65922	Jorik Mantis	1043	druid	6	13
65923	Keira Mantis	1046	druid	6	14
65924	Leander Mantis	1048	knight	8	6
65925	Mira Mantis	1050	paladin	7	13
65926	Nikolai Mantis	1052	druid	6	13
65927	Ophelia Mantis	1055	paladin	7	22
65928	Omiros Mantis	1057	druid	6	20
65929	Borkent Mantis	1059	druid	6	14
65930	Azir Mantis	1061	sorcerer	5	20
65931	Plaros Mantis	1064	knight	8	5
65932	Paublock Mantis	1066	paladin	7	10
65933	Thadnemara Mantis	1068	druid	6	14
65934	Pegui Mantis	1070	knight	8	5
65935	Nevintsild Mantis	1073	druid	6	15
65936	Tonguarik Mantis	1075	sorcerer	5	15
65937	Sveromesse Mantis	1077	paladin	7	5
65938	Ghta Mantis	1079	paladin	7	10
65939	Seromady Mantis	1082	druid	6	15
65940	Chran Mantis	1084	knight	8	16
65941	Gnomedorbo Mantis	1086	druid	6	13
65942	Wilisolani Mantis	1088	sorcerer	5	13
65943	Foozorf Mantis	1091	paladin	7	6
65944	Drodromes Mantis	1093	paladin	7	7
65945	Elance Mantis	1095	knight	8	7
65946	Cern Mantis	1097	knight	8	7
65947	Jorth Mantis	1100	knight	8	15
65948	Carinus Mantis	1100	druid	6	13
65949	Gell Mantis	1102	druid	6	8
65950	Mema Mantis	1105	knight	8	17
65951	Valkephenc Mantis	1107	druid	6	5
65952	Gnom Mantis	1110	druid	6	15
65953	Bervion Mantis	1112	knight	8	20
65954	Nizzley Mantis	1115	druid	6	6
65955	Jaeggy Mantis	1117	paladin	7	22
65956	Lukeniess Mantis	1120	sorcerer	5	16
65957	Borks Mantis	1123	paladin	7	7
65958	Aldric Elsoutchawnc	1125	knight	8	11
65959	Lyra Elsoutchawnc	1128	paladin	7	8
65960	Theron Elsoutchawnc	1130	paladin	7	13
65961	Isolde Elsoutchawnc	1133	paladin	7	7
65962	Magnus Elsoutchawnc	1135	sorcerer	5	14
65963	Freya Elsoutchawnc	1138	knight	8	22
65964	Ragnar Elsoutchawnc	1141	sorcerer	5	7
65965	Astrid Elsoutchawnc	1143	sorcerer	5	8
65966	Cedric Elsoutchawnc	1146	druid	6	20
65967	Elara Elsoutchawnc	1148	druid	6	10
65968	Finn Elsoutchawnc	1151	druid	6	7
65969	Gwen Elsoutchawnc	1153	paladin	7	22
65970	Henrik Elsoutchawnc	1156	sorcerer	5	5
65971	Isla Elsoutchawnc	1158	knight	8	15
65972	Jorik Elsoutchawnc	1161	paladin	7	10
65973	Keira Elsoutchawnc	1164	sorcerer	5	6
65974	Leander Elsoutchawnc	1166	knight	8	13
65975	Mira Elsoutchawnc	1169	paladin	7	14
65976	Nikolai Elsoutchawnc	1171	druid	6	22
65977	Ophelia Elsoutchawnc	1174	knight	8	5
65978	Omiros Elsoutchawnc	1176	knight	8	7
65979	Borkent Elsoutchawnc	1179	paladin	7	14
65980	Azir Elsoutchawnc	1182	paladin	7	16
65981	Plaros Elsoutchawnc	1184	knight	8	5
65982	Paublock Elsoutchawnc	1187	sorcerer	5	7
65983	Thadnemara Elsoutchawnc	1189	paladin	7	14
65984	Pegui Elsoutchawnc	1192	druid	6	8
65985	Nevintsild Elsoutchawnc	1194	sorcerer	5	15
65986	Tonguarik Elsoutchawnc	1197	druid	6	9
65987	Sveromesse Elsoutchawnc	1200	sorcerer	5	5
65988	Ghta Elsoutchawnc	1200	sorcerer	5	14
65989	Seromady Elsoutchawnc	1200	knight	8	10
65990	Chran Elsoutchawnc	1200	knight	8	6
65991	Gnomedorbo Elsoutchawnc	1200	druid	6	8
65992	Wilisolani Elsoutchawnc	1200	knight	8	16
65993	Foozorf Elsoutchawnc	1200	paladin	7	10
65994	Drodromes Elsoutchawnc	1200	knight	8	22
65995	Elance Elsoutchawnc	1200	sorcerer	5	13
65996	Cern Elsoutchawnc	1200	paladin	7	16
65997	Jorth Elsoutchawnc	1200	sorcerer	5	9
65998	Carinus Elsoutchawnc	1200	druid	6	13
65999	Gell Elsoutchawnc	1200	paladin	7	15
66000	Mema Elsoutchawnc	1200	sorcerer	5	11
66001	Valkephenc Elsoutchawnc	1200	sorcerer	5	5
66002	Gnom Elsoutchawnc	1200	sorcerer	5	13
66003	Bervion Elsoutchawnc	1200	knight	8	20
66004	Nizzley Elsoutchawnc	1200	knight	8	22
