id	name	level	vocation	vocation_id	town_id	new_name
65411	Isolde Frostborn	453	sorcerer	5	7	Jukke Bloodspire
65412	Magnus Frostborn	454	paladin	7	17	Akaani Bloodletter
65413	Freya Frostborn	455	paladin	7	16	Kralgon Truthbearer
65414	Ragnar Frostborn	456	paladin	7	10	Lionheart Shadowbreaker
65415	Astrid Frostborn	457	druid	6	8	Adday Ragestrike
65416	Cedric Frostborn	458	druid	6	17	Kagon Frostcrest
65417	Elara Frostborn	459	druid	6	6	Bryan Darkeyes
65418	Finn Frostborn	460	sorcerer	5	16	Ilona Suncrest
65419	Gwen Frostborn	461	paladin	7	11	Enoch Bloodlove
65420	Henrik Frostborn	462	knight	8	5	Barbery Duskspire
65421	Isla Frostborn	463	paladin	7	5	Dalronn Aerilyn
65422	Jorik Frostborn	464	knight	8	22	Kyra Banefire
65423	Keira Frostborn	465	sorcerer	5	20	Horace Harken
65424	Leander Frostborn	466	sorcerer	5	14	Niall Ashton2
65425	Mira Frostborn	467	sorcerer	5	16	Illnea Ravensinger
65426	Nikolai Frostborn	468	paladin	7	9	Boros Grumblebelly
65427	Ophelia Frostborn	469	sorcerer	5	5	Cannary Cannon
65428	Omiros Frostborn	470	knight	8	9	Varian Anship
65429	Borkent Frostborn	471	paladin	7	20	Ban Ironhand
65430	Azir Frostborn	472	knight	8	14	Ardaan Munck
65431	Plaros Frostborn	473	druid	6	14	Lithiel Darkstrike
65432	Paublock Frostborn	474	knight	8	17	Lyria Snowglen
65433	Thadnemara Frostborn	475	druid	6	22	Amakkar Shadowvale
65434	Pegui Frostborn	476	druid	6	17	Hestiah Fangborne
65435	Nevintsild Frostborn	477	knight	8	8	Alia Emberstorm
65436	Tonguarik Frostborn	478	sorcerer	5	20	Phin Ragehorn
65437	Sveromesse Frostborn	479	sorcerer	5	8	Hegrid Ashenblade
65438	Ghta Frostborn	480	knight	8	14	Samuel Gibb
65439	Seromady Frostborn	481	druid	6	22	Fizzle Lunalight
65440	Chran Frostborn	482	druid	6	10	Qiana Bloodshield
65441	Gnomedorbo Frostborn	483	sorcerer	5	8	Myrtle Blazewraith
65442	Wilisolani Frostborn	484	sorcerer	5	13	Ultan Darksummit
65443	Foozorf Frostborn	485	sorcerer	5	10	Gaiman Foxfire
65444	Drodromes Frostborn	486	paladin	7	17	Muiredon Ashwhisper
65445	Elance Frostborn	487	sorcerer	5	20	Scrapsy Sunreaver
65446	Cern Frostborn	488	knight	8	5	Malosh Mooncaller
65447	Jorth Frostborn	489	sorcerer	5	8	Malister Grimtail
65448	Carinus Frostborn	490	paladin	7	11	Pyreanor Belmont
65449	Gell Frostborn	491	knight	8	10	Vyvin Mackay
65450	Mema Frostborn	492	druid	6	13	Getorix Nightfeather
65451	Valkephenc Frostborn	493	sorcerer	5	9	Weldon Deathspark
65452	Gnom Frostborn	494	sorcerer	5	10	Modera Cloudpierce
65453	Bervion Frostborn	495	druid	6	22	Toshe Sunguard
65454	Nizzley Frostborn	496	sorcerer	5	15	Aeda Doomwatcher
65455	Jaeggy Frostborn	497	knight	8	9	Behomat Nightweaver
65456	Lukeniess Frostborn	498	druid	6	20	Alendar Brightflame
65457	Borks Frostborn	500	sorcerer	5	5	Kirsta Stormkettle
65458	Aldric Stoneguard	500	sorcerer	5	20	Orinthal Darkwhisper
65459	Lyra Stoneguard	501	knight	8	13	Enfea Smitehammer
65460	Theron Stoneguard	502	paladin	7	17	Lyrlia Crowley
65461	Isolde Stoneguard	503	knight	8	5	Arstad Wildweaver
65462	Magnus Stoneguard	504	knight	8	8	Micah Grimblade
65463	Freya Stoneguard	505	sorcerer	5	8	Mirveda Dumas
65464	Ragnar Stoneguard	506	knight	8	20	Saulric Darkmender
65465	Astrid Stoneguard	507	knight	8	17	Hsu Darkspring
65466	Cedric Stoneguard	508	sorcerer	5	17	Sylvie Flamesong
65467	Elara Stoneguard	509	paladin	7	20	Lorraine Barstow
65468	Finn Stoneguard	510	druid	6	17	Vassandra Baker
65469	Gwen Stoneguard	511	sorcerer	5	13	Evanson Bitterstar
65470	Henrik Stoneguard	512	paladin	7	7	Phillip Celeste
65471	Isla Stoneguard	513	paladin	7	9	Daran Soulthorn
65472	Jorik Stoneguard	514	paladin	7	20	Nemas Brightsong
65473	Keira Stoneguard	515	knight	8	9	Bigspark Direvith
65474	Leander Stoneguard	516	knight	8	8	Borivar Corbin
65475	Mira Stoneguard	517	paladin	7	10	Berger Belford
65476	Nikolai Stoneguard	518	knight	8	15	Emelia Bladesorrow
65477	Ophelia Stoneguard	519	knight	8	16	Cao Auzin
65478	Omiros Stoneguard	520	druid	6	15	Caalen Shadowsong2
65479	Borkent Stoneguard	521	druid	6	6	Bhenn Ashunae
65480	Azir Stoneguard	522	paladin	7	17	Uther Calhoun
65481	Plaros Stoneguard	523	sorcerer	5	16	Sedridor Proudmoore
65482	Paublock Stoneguard	524	druid	6	15	Auston Dreambough
65483	Thadnemara Stoneguard	525	druid	6	13	Shinda Anzim
65484	Pegui Stoneguard	526	paladin	7	16	Dawyn Darkblaze
65485	Nevintsild Stoneguard	527	sorcerer	5	8	Sinterklaas Shatterborne
65486	Tonguarik Stoneguard	528	knight	8	20	Fardel Bronzeblade
65487	Sveromesse Stoneguard	529	knight	8	9	Mushu Bladesong
65488	Ghta Stoneguard	530	druid	6	16	Aiko Duskfang
65489	Seromady Stoneguard	531	paladin	7	17	Katriane Healer
65490	Chran Stoneguard	532	druid	6	9	Bailey Cannonvale
65491	Gnomedorbo Stoneguard	533	druid	6	11	Verroak Frostbraid
65492	Wilisolani Stoneguard	534	sorcerer	5	6	Jennea Dragomir
65493	Foozorf Stoneguard	535	sorcerer	5	13	Ulrac Steeltusk
65494	Drodromes Stoneguard	536	sorcerer	5	10	Numa Datura
65495	Elance Stoneguard	537	sorcerer	5	10	Candice Cobrahn
65496	Cern Stoneguard	538	knight	8	8	Imhadria Flameheart
65497	Jorth Stoneguard	539	knight	8	22	Erelas Valorfist
65498	Carinus Stoneguard	540	knight	8	20	Nadia Crashcrank
65499	Gell Stoneguard	541	druid	6	10	Anenga Hackspring
65500	Mema Stoneguard	542	druid	6	11	Kihra Arrington
65501	Valkephenc Stoneguard	543	knight	8	17	Ashoon Ambercrest
65502	Gnom Stoneguard	544	druid	6	15	Dekland Bloodwhisper
65503	Bervion Stoneguard	545	paladin	7	15	Aurelon Ironflame
65504	Nizzley Stoneguard	546	paladin	7	10	Ragnok Steelshield
65505	Jaeggy Stoneguard	547	druid	6	7	Maxine Blazerider
65506	Lukeniess Stoneguard	548	druid	6	15	Mardant Fernwhisper
65507	Borks Stoneguard	549	knight	8	15	Kuona Bloodhorn
65508	Aldric Torin	550	sorcerer	5	6	Harnan Daggerhand
65509	Lyra Torin	551	knight	8	17	Brula Darkwalker
65510	Theron Torin	552	knight	8	10	Charleston Bladesinger
65511	Isolde Torin	553	sorcerer	5	7	Vandril Arlison
65512	Magnus Torin	554	paladin	7	7	Malak Chillborne
65513	Freya Torin	555	sorcerer	5	5	Qwilla Blazefrost
65514	Ragnar Torin	556	knight	8	5	Jerhyn Wolftalon
65515	Astrid Torin	557	druid	6	5	Arkus Dawnwalker
65516	Cedric Torin	558	druid	6	14	Marka Stormstout
65517	Elara Torin	559	knight	8	10	Akkal Bleakstare
65518	Finn Torin	560	knight	8	16	Roland Saurfang
65519	Gwen Torin	561	paladin	7	8	Maxwell Thornflame
65520	Henrik Torin	562	sorcerer	5	16	Isabella Burnfizzle
65521	Isla Torin	563	knight	8	11	Eitrigg Flintlocke
65522	Jorik Torin	564	knight	8	7	Borlis Ravenclaw
65523	Keira Torin	565	druid	6	13	Corrine Runetotem
65524	Leander Torin	566	knight	8	10	Kor Bladedancer
65525	Mira Torin	567	sorcerer	5	14	Noel Direflame
65526	Nikolai Torin	568	sorcerer	5	22	Lorme Starkblast
65527	Ophelia Torin	569	sorcerer	5	15	Thag Blooddawn
65528	Omiros Torin	570	druid	6	13	Kitara Auralyn
65529	Borkent Torin	571	knight	8	6	Anya Flameseeker
65530	Azir Torin	572	druid	6	14	Guviena Starsong
65531	Plaros Torin	573	druid	6	16	Cato Boch
65532	Paublock Torin	574	sorcerer	5	16	Valina Doomkeeper
65533	Thadnemara Torin	575	paladin	7	10	Duncan Brightheart
65534	Pegui Torin	576	sorcerer	5	5	Talah Crowsfeather
65535	Nevintsild Torin	577	druid	6	22	Yano Hollander
65536	Tonguarik Torin	578	paladin	7	6	Sahi Lightwarden
65537	Sveromesse Torin	579	paladin	7	5	Meganna Stoneshaper
65538	Ghta Torin	580	sorcerer	5	8	Lucienne Galaxyfist
65539	Seromady Torin	581	sorcerer	5	16	Husshun Aldessia
65540	Chran Torin	582	druid	6	15	Kerlonian Thornweave
65541	Gnomedorbo Torin	583	paladin	7	8	Odessa Dawnbringer
65542	Wilisolani Torin	584	paladin	7	13	Blair2 Cloudseer
65543	Foozorf Torin	585	sorcerer	5	8	Isidor D'Nara
65544	Drodromes Torin	586	sorcerer	5	13	Arrexis Table
65545	Elance Torin	587	druid	6	20	Rin Bobble
65546	Cern Torin	588	paladin	7	20	Urda Duskborn
65547	Jorth Torin	589	paladin	7	6	Karosh Bauden
65548	Carinus Torin	590	sorcerer	5	14	Tervosh Foulborne
65549	Gell Torin	591	knight	8	7	Azun Young
65550	Mema Torin	592	knight	8	6	Meshif Shen
65551	Valkephenc Torin	593	druid	6	5	Ardon Earthshatter
65552	Gnom Torin	594	knight	8	16	Favra Bloomwatcher
65553	Bervion Torin	595	sorcerer	5	7	Juli Breakfist
65554	Nizzley Torin	596	sorcerer	5	10	Krowl Mercurus
65555	Jaeggy Torin	597	druid	6	13	Stella3 Moonshadow
65556	Lukeniess Torin	598	knight	8	17	Buniq Clarkie
65557	Borks Torin	599	knight	8	14	Aleez Varze
65558	Aldric Abunce	600	sorcerer	5	20	Kanatin Darkfire
65559	Lyra Abunce	601	paladin	7	7	Natalya Belle2
65560	Theron Abunce	602	sorcerer	5	16	Almai Terrorblade
65561	Isolde Abunce	603	druid	6	11	Vulric Everbane
65562	Magnus Abunce	604	druid	6	9	Turak Evershade
65563	Freya Abunce	605	paladin	7	7	Entari Stoutmantle
65564	Ragnar Abunce	606	sorcerer	5	14	Vitus Ironfist3
65565	Astrid Abunce	607	druid	6	20	Keritose Runespire
65566	Cedric Abunce	608	paladin	7	11	Halahk Silverfury
65567	Elara Abunce	609	druid	6	8	Kirandros Sunwhisper
65568	Finn Abunce	610	druid	6	8	Daspien Barkhoof
65569	Gwen Abunce	611	druid	6	17	Lorena Thornstorm
65570	Henrik Abunce	612	knight	8	15	Magni Tosslespanner
65571	Isla Abunce	613	paladin	7	11	Merko Brubaker
65572	Jorik Abunce	614	druid	6	11	Gin Darkgrove
65573	Keira Abunce	615	druid	6	8	Balor Cruelbeard
65574	Leander Abunce	616	druid	6	7	Donald2 Wolfsbane
65575	Mira Abunce	617	sorcerer	5	16	Ralia Timewalker
65576	Nikolai Abunce	618	sorcerer	5	7	Andromath Cranston
65577	Ophelia Abunce	619	paladin	7	13	Azar Coles
65578	Omiros Abunce	620	paladin	7	11	Ridgers Trueflame
65579	Borkent Abunce	621	paladin	7	6	Saern Thornvale
65580	Azir Abunce	622	knight	8	7	Lin Brewbelly
65581	Plaros Abunce	623	sorcerer	5	15	Anna2 Addington
65582	Paublock Abunce	624	druid	6	14	Benedikt Crookmaw
65583	Thadnemara Abunce	625	druid	6	6	Pikkenmix Swiftroot
65584	Pegui Abunce	626	knight	8	9	Nekros Thornrunner
65585	Nevintsild Abunce	627	paladin	7	5	Nikolai Goldbraids
65586	Tonguarik Abunce	628	knight	8	7	Geglash Dreadspire
65587	Sveromesse Abunce	629	druid	6	11	Cerwyn Bloodrazor
65588	Ghta Abunce	630	sorcerer	5	7	Larimaine Ashkeeper
65589	Seromady Abunce	631	sorcerer	5	20	Memri Aurosalia
65590	Chran Abunce	632	sorcerer	5	5	Erondra Cloudsister
65591	Gnomedorbo Abunce	633	sorcerer	5	6	Roktar Daniels2
65592	Wilisolani Abunce	634	druid	6	16	Shalannius Staghelm
65593	Foozorf Abunce	635	sorcerer	5	9	Verzuk Blacksoul
65594	Drodromes Abunce	636	druid	6	20	Aldor Riley
65595	Elance Abunce	637	druid	6	5	Gabriel Moonheart
65596	Cern Abunce	638	paladin	7	20	Valgar Albright2
65597	Jorth Abunce	639	druid	6	13	Setaal Blightsteel
65598	Carinus Abunce	640	knight	8	10	Drog Dewland
65599	Gell Abunce	641	paladin	7	11	Asheara Cerlyn
65600	Mema Abunce	642	knight	8	8	Bixy Baratea
65601	Valkephenc Abunce	643	knight	8	22	Vestia Vendet
65602	Gnom Abunce	644	sorcerer	5	15	Orono Frostfang
65603	Bervion Abunce	645	druid	6	22	Cadi Bramblestaff
65604	Nizzley Abunce	646	sorcerer	5	6	Elriss Abadir
65605	Jaeggy Abunce	647	druid	6	15	Garvan Caldoran
65606	Lukeniess Abunce	648	sorcerer	5	5	Quithas Fibblepop
65607	Borks Abunce	649	knight	8	6	Bryndla Bloodstone
65608	Aldric Gabder	650	paladin	7	14	Cellik Blackgorge
65609	Lyra Gabder	651	sorcerer	5	5	Caius Goldcaller
65610	Theron Gabder	652	knight	8	7	Gerald Grell
65611	Isolde Gabder	653	druid	6	7	Kaqemeex Lection
65612	Magnus Gabder	654	paladin	7	13	Lothraxion Emberlight
65613	Freya Gabder	655	paladin	7	8	Teina Soulsong
65614	Ragnar Gabder	656	knight	8	5	Arvon Boomslang
65615	Astrid Gabder	657	sorcerer	5	10	Rommath Darkcrest
65616	Cedric Gabder	658	paladin	7	22	Buzan Noreliqe
65617	Elara Gabder	659	knight	8	17	Taylor Garrick
65618	Finn Gabder	660	paladin	7	7	Khan Wildbreaker
65619	Gwen Gabder	661	sorcerer	5	6	Singe Mortaim
65620	Henrik Gabder	662	paladin	7	8	Baatun Blackskull
65621	Isla Gabder	663	druid	6	13	Muran Boomfist
65622	Jorik Gabder	664	paladin	7	7	Oso Seeker
65623	Keira Gabder	665	sorcerer	5	20	Enyo Cloudsbreak
65624	Leander Gabder	666	sorcerer	5	16	Tarl Welch
65625	Mira Gabder	667	sorcerer	5	8	Jorah Guskovsky
65626	Nikolai Gabder	668	paladin	7	15	Vedaar Sunhand
65627	Ophelia Gabder	669	paladin	7	13	Hieronymus Galebane
65628	Omiros Gabder	670	paladin	7	8	Aurrius Blightcaller
65629	Borkent Gabder	671	knight	8	10	Jack2 Wildhammer
65630	Azir Gabder	672	sorcerer	5	10	Hellam Bloodfyre
65631	Plaros Gabder	673	druid	6	7	Chel Wildsong
65632	Paublock Gabder	674	sorcerer	5	16	Danaeris Arcanus
65633	Thadnemara Gabder	675	paladin	7	20	Cyssa Bright
65634	Pegui Gabder	676	sorcerer	5	13	Peggy Floren
65635	Nevintsild Gabder	677	knight	8	13	Nathaniel Brugal
65636	Tonguarik Gabder	678	druid	6	22	Alesso Ironspire
65637	Sveromesse Gabder	679	paladin	7	9	Kimble Lightbeard
65638	Ghta Gabder	680	knight	8	8	Llane Halfmane
65639	Seromady Gabder	681	druid	6	8	Broxast Bloodwalker
65640	Chran Gabder	682	druid	6	6	Hight Fallowbrook
65641	Gnomedorbo Gabder	683	knight	8	15	Callie Cloyce
65642	Wilisolani Gabder	684	druid	6	5	Daven Osiris
65643	Foozorf Gabder	685	sorcerer	5	7	Jalarast Fireweaver
65644	Drodromes Gabder	686	paladin	7	10	Vranesh Quetalis
65645	Elance Gabder	687	paladin	7	8	Zorus Highbeacon
65646	Cern Gabder	688	druid	6	8	Celestine Grimtouch
65647	Jorth Gabder	689	sorcerer	5	6	Distentor Brightspear
65648	Carinus Gabder	690	knight	8	6	Bier Salgado
65649	Gell Gabder	691	druid	6	16	Mathrengyl Saberclaw
65650	Mema Gabder	692	knight	8	10	Zandar Blackwrench
65651	Valkephenc Gabder	693	druid	6	9	Arvell Angerhoof
65652	Gnom Gabder	694	druid	6	7	Aemya Stormrage
65653	Bervion Gabder	695	knight	8	7	Griggs Grimmane
65654	Nizzley Gabder	696	knight	8	22	Rebral Felrender
65655	Jaeggy Gabder	697	knight	8	13	Jarod Runevale
65656	Lukeniess Gabder	698	knight	8	17	Amik Miststrike
65657	Borks Gabder	700	sorcerer	5	20	Korvak Anacondra
65658	Aldric Lissanellia	700	druid	6	17	Alexander Skyhoof
65659	Lyra Lissanellia	701	paladin	7	15	Beldruk Tyrosus
65660	Theron Lissanellia	702	knight	8	10	Hudson2 Windspire
65661	Isolde Lissanellia	703	sorcerer	5	11	Benedron Shackleton
65662	Magnus Lissanellia	704	knight	8	10	Moira Darkglen
65663	Freya Lissanellia	705	druid	6	14	Nuria Brightcaller
65664	Ragnar Lissanellia	706	druid	6	9	Hamuul Broadshot
65665	Astrid Lissanellia	707	paladin	7	7	Dayna Doomhorn
65666	Cedric Lissanellia	708	knight	8	9	Ren2 Lothar
65667	Elara Lissanellia	709	paladin	7	17	Cathela Skyfeather
65668	Finn Lissanellia	710	paladin	7	13	Alkarnat Warwhisper
65669	Gwen Lissanellia	711	druid	6	7	Kazak Argaleus
65670	Henrik Lissanellia	712	druid	6	9	Alana Blightblood
65671	Isla Lissanellia	713	druid	6	9	Gennia Darkhand
65672	Jorik Lissanellia	714	paladin	7	20	Altauur Duskfall
65673	Keira Lissanellia	715	druid	6	7	Jandice Deathwood
65674	Leander Lissanellia	716	knight	8	8	Ethidris Nightsinger
65675	Mira Lissanellia	717	sorcerer	5	10	Nihlathak Wolffang
65676	Nikolai Lissanellia	718	paladin	7	8	Maxan Duskcaller
65677	Ophelia Lissanellia	719	knight	8	16	Zanmaron Beshere
65678	Omiros Lissanellia	720	knight	8	9	Doran Dreadhand
65679	Borkent Lissanellia	721	paladin	7	6	Alkor Faithkeeper
65680	Azir Lissanellia	722	sorcerer	5	16	Ataeric Frostmoon
65681	Plaros Lissanellia	723	knight	8	17	Varok Icebellow
65682	Paublock Lissanellia	724	sorcerer	5	5	Belika Auryna
65683	Thadnemara Lissanellia	725	sorcerer	5	11	Lorna Frostfinger
65684	Pegui Lissanellia	726	druid	6	6	Genah Ravenmane
65685	Nevintsild Lissanellia	727	paladin	7	5	Kaalan Alvarado
65686	Tonguarik Lissanellia	728	sorcerer	5	6	Calesthris Andrenius
65687	Sveromesse Lissanellia	729	paladin	7	17	Sage Blightspewer
65688	Ghta Lissanellia	730	knight	8	14	Daelin Darkgrip
65689	Seromady Lissanellia	731	paladin	7	11	Syfers Stormwell
65690	Chran Lissanellia	732	knight	8	9	Burke Raindrinker
65691	Gnomedorbo Lissanellia	733	sorcerer	5	8	Lorrin Sunshard
65692	Wilisolani Lissanellia	734	knight	8	9	Kiruud Darkclaw
65693	Foozorf Lissanellia	735	paladin	7	22	Yrel Karim
65694	Drodromes Lissanellia	736	sorcerer	5	10	Gato Sparkfizzle
65695	Elance Lissanellia	737	sorcerer	5	15	Aelthalyste Wefhellt
65696	Cern Lissanellia	738	druid	6	5	Bethany Chastain
65697	Jorth Lissanellia	739	knight	8	17	Falcon Azuresong
65698	Carinus Lissanellia	740	sorcerer	5	9	Arena Calder
65699	Gell Lissanellia	741	sorcerer	5	10	Antonidas Boomsticks
65700	Mema Lissanellia	742	sorcerer	5	14	Gunther Caldwell
65701	Valkephenc Lissanellia	743	knight	8	8	Orgrim Iceclaw
65702	Gnom Lissanellia	744	knight	8	22	Nathressa Cliffwalker
65703	Bervion Lissanellia	745	knight	8	22	Halsteth Greybane
65704	Nizzley Lissanellia	746	knight	8	6	Rufus2 Ragewatcher
65705	Jaeggy Lissanellia	747	druid	6	15	Ruul Moonrise
65706	Lukeniess Lissanellia	748	sorcerer	5	8	Nittlebur Earthbreaker
65707	Borks Lissanellia	749	druid	6	6	Caedmos Antari
65708	Aldric Terabeguarks	750	druid	6	20	Ponshu Goldsong
65709	Lyra Terabeguarks	751	paladin	7	11	Duthorian Stormspeaker
65710	Theron Terabeguarks	752	knight	8	15	Kaasa Darkcloak
65711	Isolde Terabeguarks	753	paladin	7	6	Alashon Deathweaver
65712	Magnus Terabeguarks	754	sorcerer	5	22	Bati Dawnsong
65713	Freya Terabeguarks	755	paladin	7	17	Tiza Bellamy
65714	Ragnar Terabeguarks	756	paladin	7	5	Aponi Plossen
65715	Astrid Terabeguarks	757	paladin	7	14	Chinley Doombreaker
65716	Cedric Terabeguarks	758	druid	6	11	Sivandra Galeheart
65717	Elara Terabeguarks	759	paladin	7	20	Tarenar Frosttusk
65718	Finn Terabeguarks	760	paladin	7	13	Sangrias Davor
65719	Gwen Terabeguarks	761	druid	6	17	Kolgaran Sunwalker
65720	Henrik Terabeguarks	762	paladin	7	9	Crenell Doombrow
65721	Isla Terabeguarks	763	sorcerer	5	11	Bink Brightshield
65722	Jorik Terabeguarks	764	druid	6	22	Aldana Cloudsong
65723	Keira Terabeguarks	765	paladin	7	11	Gavinrad Barst
65724	Leander Terabeguarks	766	druid	6	10	Gaius Crow
65725	Mira Terabeguarks	767	druid	6	7	Althandor Duskbriar
65726	Nikolai Terabeguarks	768	knight	8	22	Corselle Bearsong
65727	Ophelia Terabeguarks	769	paladin	7	22	Tirion Blackanvil
65728	Omiros Terabeguarks	770	paladin	7	16	Magroth Silverhorn
65729	Borkent Terabeguarks	771	sorcerer	5	11	Sioncorn Ironshadow
65730	Azir Terabeguarks	772	sorcerer	5	7	Aveua Hartwell
65731	Plaros Terabeguarks	773	paladin	7	11	Jaffrey Auri2
65732	Paublock Terabeguarks	774	paladin	7	5	Jorn Doomfang
65733	Thadnemara Terabeguarks	775	druid	6	15	Malfurion Greyfist
65734	Pegui Terabeguarks	776	paladin	7	5	Adyen Rall
65735	Nevintsild Terabeguarks	777	sorcerer	5	10	Fordred Brightcastle
65736	Tonguarik Terabeguarks	778	knight	8	8	Lukain Vargas
65737	Sveromesse Terabeguarks	779	knight	8	14	Illidari Bloodpelt
65738	Ghta Terabeguarks	780	knight	8	11	Trebor Ghostpaw
65739	Seromady Terabeguarks	781	druid	6	5	Allabas Ashstorm
65740	Chran Terabeguarks	782	knight	8	22	Ginnwin Darksteel
65741	Gnomedorbo Terabeguarks	783	knight	8	17	Wolten Ravenshadow
65742	Wilisolani Terabeguarks	784	knight	8	13	Renitee Khorman
65743	Foozorf Terabeguarks	785	druid	6	9	Rief VanDaele
65744	Drodromes Terabeguarks	786	sorcerer	5	10	Charg Bruxmoor
65745	Elance Terabeguarks	787	paladin	7	8	Gwynlan Crimsonflame
65746	Cern Terabeguarks	788	druid	6	20	Augustus Alvingham
65747	Jorth Terabeguarks	789	paladin	7	10	Marius Moonfang
65748	Carinus Terabeguarks	790	sorcerer	5	5	Korgaz Nightclaw
65749	Gell Terabeguarks	791	sorcerer	5	8	Elissa Alphamage
65750	Mema Terabeguarks	792	druid	6	15	Liew Blackwald
65751	Valkephenc Terabeguarks	793	knight	8	16	Ghrave Ravenwood
65752	Gnom Terabeguarks	794	paladin	7	17	Idaar Deathgore
65753	Bervion Terabeguarks	795	knight	8	17	Jeanine Hellscream
65754	Nizzley Terabeguarks	796	sorcerer	5	5	Aethas Dawnweaver
65755	Jaeggy Terabeguarks	797	knight	8	11	Hratli Deyling
65756	Lukeniess Terabeguarks	798	paladin	7	6	Ranthus Alturus
65757	Borks Terabeguarks	799	sorcerer	5	11	Asar Moontusk
65758	Aldric Gical	800	knight	8	22	Miiraxa Axeblow
65759	Lyra Gical	801	knight	8	17	Molus Hicks
65760	Theron Gical	802	sorcerer	5	14	Pierce Brode
65761	Isolde Gical	803	druid	6	13	Alune Shadewalker
65762	Magnus Gical	804	paladin	7	20	Morlune Fuller
65763	Freya Gical	805	sorcerer	5	9	Birgitte Emberflame
65764	Ragnar Gical	806	sorcerer	5	11	Ian Goldhoof
65765	Astrid Gical	807	knight	8	20	Colarra Corpseseeker
65766	Cedric Gical	808	paladin	7	14	Donavan Sunstriker
65767	Elara Gical	809	sorcerer	5	11	Colm Skyseeker
65768	Finn Gical	810	druid	6	6	Ellie Stormclaw
65769	Gwen Gical	811	sorcerer	5	11	Hulfdan Bloodsworn
65770	Henrik Gical	812	sorcerer	5	6	Khelden Snowhorn
65771	Isla Gical	813	druid	6	9	Alejandro Swiftpaw
65772	Jorik Gical	814	druid	6	14	Arantir Hornsby
65773	Keira Gical	815	druid	6	16	Aarko Brawnhoof
65774	Leander Gical	816	knight	8	9	Bragor Arugal
65775	Mira Gical	817	paladin	7	6	Kaan Bloodoath
65776	Nikolai Gical	818	paladin	7	10	Saronen Bluntbrew
65777	Ophelia Gical	819	knight	8	9	Tarn Bloodshadow
65778	Omiros Gical	820	knight	8	11	Bizzazz Cloudsinger
65779	Borkent Gical	821	druid	6	13	Ramall Lis
65780	Azir Gical	822	paladin	7	5	Ahad Blackshield
65781	Plaros Gical	823	paladin	7	16	Kelerun Soulrunner
65782	Paublock Gical	824	knight	8	20	Tobias Moonseeker
65783	Thadnemara Gical	825	sorcerer	5	10	Dawn Flamerunner
65784	Pegui Gical	826	sorcerer	5	10	Deneezo Hellbourne
65785	Nevintsild Gical	827	knight	8	13	Dakdak Baatul
65786	Tonguarik Gical	828	paladin	7	15	Camila Avalanche
65787	Sveromesse Gical	829	druid	6	14	Jatix Oaktalon
65788	Ghta Gical	830	sorcerer	5	14	Jang Dreamstrider
65789	Seromady Gical	831	sorcerer	5	15	Finix Frostdrift
65790	Chran Gical	832	knight	8	17	Brond Nightrunner
65791	Gnomedorbo Gical	833	paladin	7	20	Atohmo Romanov
65792	Wilisolani Gical	834	knight	8	9	Bilban Ravenstrike
65793	Foozorf Gical	835	knight	8	13	Fellig Black
65794	Drodromes Gical	836	druid	6	11	Mukkral Allistarj
65795	Elance Gical	837	knight	8	15	Maffy Thornfrost
65796	Cern Gical	838	sorcerer	5	17	Akiko Deathsinger
65797	Jorth Gical	839	paladin	7	6	Gie Dawnhammer
65798	Carinus Gical	840	druid	6	7	Aelnara Crimsonblade
65799	Gell Gical	841	paladin	7	6	Gregor Emberhorn
65800	Mema Gical	842	knight	8	22	Baine Bladewhisper
65801	Valkephenc Gical	843	knight	8	20	Ambrose Darkstar2
65802	Gnom Gical	844	druid	6	6	Aeonas Thornsinger
65803	Bervion Gical	845	sorcerer	5	9	Awarri Cowle
65804	Nizzley Gical	846	knight	8	8	Araelun Baneshadow
65805	Jaeggy Gical	847	sorcerer	5	17	Janeda Wildhand
65806	Lukeniess Gical	848	druid	6	20	Shalla Coldgrip
65807	Borks Gical	849	druid	6	6	Burlingham Celadine
65808	Aldric Loter	850	paladin	7	16	Justinius Sunfall
65809	Lyra Loter	851	sorcerer	5	10	Milee Abel2
65810	Theron Loter	852	sorcerer	5	16	Magis Deathward
65811	Isolde Loter	853	paladin	7	22	Grayson Stronghammer
65812	Magnus Loter	854	druid	6	17	Permelia Darktrace
65813	Freya Loter	855	knight	8	6	Yvette Dabyrie
65814	Ragnar Loter	856	sorcerer	5	22	Tillara Brightwing
65815	Astrid Loter	857	sorcerer	5	16	Maginor Greythorn
65816	Cedric Loter	858	sorcerer	5	6	Vella Stonehearth
65817	Elara Loter	859	knight	8	13	Custer Bloodeye
65818	Finn Loter	860	paladin	7	17	Leoric Windbrand
65819	Gwen Loter	861	druid	6	9	Koro Snowhoof
65820	Henrik Loter	862	paladin	7	16	Arthur Frosthollow
65821	Isla Loter	863	knight	8	6	Danath Blackvein
65822	Jorik Loter	864	knight	8	14	Xiang Baihu
65823	Keira Loter	865	knight	8	22	Silea Claybourne
65824	Leander Loter	866	sorcerer	5	8	Khadgar Anderholt
65825	Mira Loter	867	druid	6	16	Randee Silverwhisper
65826	Nikolai Loter	868	sorcerer	5	10	Antikron Chaosrender
65827	Ophelia Loter	869	paladin	7	6	Masha Flamecaller
65828	Omiros Loter	870	druid	6	15	Dailo Amarassan
