source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- thais|boat~boat: (2 waypoints) ---
thais|boat~north.gate:,node,32368,32210,7,
thais|boat~north.gate:,node,32368,32202,7,
thais|boat~north.gate:,node,32368,32194,7,
thais|boat~north.gate:,node,32368,32186,7,

# --- thais|loot~north.gate: (3 waypoints) ---
thais|loot~north.gate:,node,32368,32198,7,
thais|loot~north.gate:,node,32368,32190,7,
thais|loot~north.gate:,node,32368,32183,7,

# --- thais|temple~east.gate: (10 waypoints) ---
thais|temple~east.gate:,node,32369,32233,7,
thais|temple~east.gate:,node,32369,32222,7,
thais|temple~east.gate:,node,32374,32216,7,
thais|temple~east.gate:,node,32384,32214,7,
thais|temple~east.gate:,node,32396,32214,7,
thais|temple~east.gate:,node,32408,32214,7,
thais|temple~east.gate:,node,32419,32214,7,
thais|temple~east.gate:,node,32420,32219,7,
thais|temple~east.gate:,node,32422,32225,7,
thais|temple~east.gate:,node,32431,32225,7,

# --- thais|bank~east.gate: (13 waypoints) ---
thais|bank~east.gate:,node,32346,32220,7,
thais|bank~east.gate:,node,32350,32215,7,
thais|bank~east.gate:,node,32359,32215,7,
thais|bank~east.gate:,node,32368,32215,7,
thais|bank~east.gate:,node,32377,32215,7,
thais|bank~east.gate:,node,32386,32215,7,
thais|bank~east.gate:,node,32395,32215,7,
thais|bank~east.gate:,node,32404,32215,7,
thais|bank~east.gate:,node,32413,32215,7,
thais|bank~east.gate:,node,32419,32216,7,
thais|bank~east.gate:,node,32421,32221,7,
thais|bank~east.gate:,node,32423,32225,7,
thais|bank~east.gate:,node,32431,32225,7,

# --- thais|depot~east.gate: (17 waypoints) ---
thais|depot~east.gate:,node,32346,32231,8,
thais|depot~east.gate:,stand,32347,32231,8,
thais|depot~east.gate:,stand,32348,32225,5,
thais|depot~east.gate:,stand,32350,32226,6,
thais|depot~east.gate:,node,32346,32220,7,
thais|depot~east.gate:,node,32350,32215,7,
thais|depot~east.gate:,node,32359,32215,7,
thais|depot~east.gate:,node,32368,32215,7,
thais|depot~east.gate:,node,32377,32215,7,
thais|depot~east.gate:,node,32386,32215,7,
thais|depot~east.gate:,node,32395,32215,7,
thais|depot~east.gate:,node,32404,32215,7,
thais|depot~east.gate:,node,32413,32215,7,
thais|depot~east.gate:,node,32419,32216,7,
thais|depot~east.gate:,node,32421,32221,7,
thais|depot~east.gate:,node,32423,32225,7,
thais|depot~east.gate:,node,32431,32225,7,

# --- thais|east.gate~east.gate: (1 waypoints) ---
thais|east.gate~east.gate:,node,32431,32225,7,

# --- thais|boat~east.gate: (15 waypoints) ---
thais|boat~east.gate:,node,32320,32211,6,
thais|boat~east.gate:,stand,32321,32211,6,
thais|boat~east.gate:,node,32326,32215,7,
thais|boat~east.gate:,node,32336,32215,7,
thais|boat~east.gate:,node,32346,32215,7,
thais|boat~east.gate:,node,32356,32215,7,
thais|boat~east.gate:,node,32366,32215,7,
thais|boat~east.gate:,node,32376,32215,7,
thais|boat~east.gate:,node,32386,32215,7,
thais|boat~east.gate:,node,32396,32215,7,
thais|boat~east.gate:,node,32406,32215,7,
thais|boat~east.gate:,node,32417,32215,7,
thais|boat~east.gate:,node,32421,32220,7,
thais|boat~east.gate:,node,32421,32225,7,
thais|boat~east.gate:,node,32431,32225,7,

# --- thais|loot~east.gate: (10 waypoints) ---
thais|loot~east.gate:,node,32368,32198,7,
thais|loot~east.gate:,node,32368,32206,7,
thais|loot~east.gate:,node,32370,32214,7,
thais|loot~east.gate:,node,32381,32214,7,
thais|loot~east.gate:,node,32392,32214,7,
thais|loot~east.gate:,node,32405,32214,7,
thais|loot~east.gate:,node,32417,32214,7,
thais|loot~east.gate:,node,32421,32220,7,
thais|loot~east.gate:,node,32421,32225,7,
thais|loot~east.gate:,node,32431,32225,7,

# --- thais|bank~south.gate: (10 waypoints) ---
thais|bank~south.gate:,node,32344,32223,7,
thais|bank~south.gate:,node,32338,32223,7,
thais|bank~south.gate:,node,32338,32230,7,
thais|bank~south.gate:,node,32338,32237,7,
thais|bank~south.gate:,node,32338,32244,7,
thais|bank~south.gate:,node,32338,32251,7,
thais|bank~south.gate:,node,32338,32258,7,
thais|bank~south.gate:,node,32338,32265,7,
thais|bank~south.gate:,node,32338,32272,7,
thais|bank~south.gate:,node,32342,32278,7,

# --- thais|south.gate~south.gate: (1 waypoints) ---
thais|south.gate~south.gate:,node,32342,32278,7,

# --- thais|depot~south.gate: (14 waypoints) ---
thais|depot~south.gate:,node,32346,32231,8,
thais|depot~south.gate:,stand,32347,32231,8,
thais|depot~south.gate:,stand,32348,32225,5,
thais|depot~south.gate:,stand,32350,32226,6,
thais|depot~south.gate:,node,32344,32223,7,
thais|depot~south.gate:,node,32338,32223,7,
thais|depot~south.gate:,node,32338,32230,7,
thais|depot~south.gate:,node,32338,32237,7,
thais|depot~south.gate:,node,32338,32244,7,
thais|depot~south.gate:,node,32338,32251,7,
thais|depot~south.gate:,node,32338,32258,7,
thais|depot~south.gate:,node,32338,32265,7,
thais|depot~south.gate:,node,32338,32272,7,
thais|depot~south.gate:,node,32342,32278,7,

# --- thais|temple~south.gate: (13 waypoints) ---
thais|temple~south.gate:,node,32369,32233,7,
thais|temple~south.gate:,node,32369,32224,7,
thais|temple~south.gate:,node,32369,32215,7,
thais|temple~south.gate:,node,32360,32215,7,
thais|temple~south.gate:,node,32350,32215,7,
thais|temple~south.gate:,node,32339,32216,7,
thais|temple~south.gate:,node,32337,32225,7,
thais|temple~south.gate:,node,32337,32234,7,
thais|temple~south.gate:,node,32338,32244,7,
thais|temple~south.gate:,node,32338,32253,7,
thais|temple~south.gate:,node,32338,32262,7,
thais|temple~south.gate:,node,32338,32272,7,
thais|temple~south.gate:,node,32342,32278,7,

# --- thais|loot~south.gate: (14 waypoints) ---
thais|loot~south.gate:,node,32368,32198,7,
thais|loot~south.gate:,node,32368,32206,7,
thais|loot~south.gate:,node,32368,32215,7,
thais|loot~south.gate:,node,32358,32215,7,
thais|loot~south.gate:,node,32348,32215,7,
thais|loot~south.gate:,node,32340,32216,7,
thais|loot~south.gate:,node,32338,32224,7,
thais|loot~south.gate:,node,32338,32232,7,
thais|loot~south.gate:,node,32338,32240,7,
thais|loot~south.gate:,node,32338,32248,7,
thais|loot~south.gate:,node,32338,32256,7,
thais|loot~south.gate:,node,32338,32264,7,
thais|loot~south.gate:,node,32338,32272,7,
thais|loot~south.gate:,node,32342,32278,7,

# --- thais|boat~south.gate: (11 waypoints) ---
thais|boat~south.gate:,node,32315,32213,6,
thais|boat~south.gate:,node,32320,32220,6,
thais|boat~south.gate:,stand,32321,32220,6,
thais|boat~south.gate:,node,32324,32227,7,
thais|boat~south.gate:,node,32337,32227,7,
thais|boat~south.gate:,node,32338,32237,7,
thais|boat~south.gate:,node,32338,32246,7,
thais|boat~south.gate:,node,32338,32255,7,
thais|boat~south.gate:,node,32338,32264,7,
thais|boat~south.gate:,node,32338,32272,7,
thais|boat~south.gate:,node,32342,32278,7,

# --- thais|boat~west.gate: (10 waypoints) ---
thais|boat~west.gate:,node,32315,32213,6,
thais|boat~west.gate:,node,32320,32220,6,
thais|boat~west.gate:,stand,32321,32220,6,
thais|boat~west.gate:,node,32321,32227,7,
thais|boat~west.gate:,node,32308,32227,7,
thais|boat~west.gate:,node,32305,32233,7,
thais|boat~west.gate:,node,32303,32240,7,
thais|boat~west.gate:,node,32302,32258,7,
thais|boat~west.gate:,node,32288,32257,7,
thais|boat~west.gate:,node,32283,32265,7,

# --- thais|west.gate~west.gate: (1 waypoints) ---
thais|west.gate~west.gate:,node,32282,32265,7,

# --- thais|bank~west.gate: (11 waypoints) ---
thais|bank~west.gate:,node,32343,32223,7,
thais|bank~west.gate:,node,32337,32227,7,
thais|bank~west.gate:,node,32337,32235,7,
thais|bank~west.gate:,node,32338,32241,7,
thais|bank~west.gate:,node,32338,32248,7,
thais|bank~west.gate:,node,32328,32248,7,
thais|bank~west.gate:,node,32313,32248,7,
thais|bank~west.gate:,node,32306,32251,7,
thais|bank~west.gate:,node,32302,32258,7,
thais|bank~west.gate:,node,32288,32258,7,
thais|bank~west.gate:,node,32282,32265,7,

# --- thais|depot~west.gate: (15 waypoints) ---
thais|depot~west.gate:,node,32346,32231,8,
thais|depot~west.gate:,stand,32347,32231,8,
thais|depot~west.gate:,stand,32348,32225,5,
thais|depot~west.gate:,stand,32350,32226,6,
thais|depot~west.gate:,node,32343,32223,7,
thais|depot~west.gate:,node,32337,32227,7,
thais|depot~west.gate:,node,32337,32235,7,
thais|depot~west.gate:,node,32338,32241,7,
thais|depot~west.gate:,node,32338,32248,7,
thais|depot~west.gate:,node,32328,32248,7,
thais|depot~west.gate:,node,32313,32248,7,
thais|depot~west.gate:,node,32306,32251,7,
thais|depot~west.gate:,node,32302,32258,7,
thais|depot~west.gate:,node,32288,32258,7,
thais|depot~west.gate:,node,32282,32265,7,

# --- thais|loot~west.gate: (14 waypoints) ---
thais|loot~west.gate:,node,32368,32198,7,
thais|loot~west.gate:,node,32368,32206,7,
thais|loot~west.gate:,node,32368,32215,7,
thais|loot~west.gate:,node,32357,32215,7,
thais|loot~west.gate:,node,32347,32215,7,
thais|loot~west.gate:,node,32339,32216,7,
thais|loot~west.gate:,node,32338,32226,7,
thais|loot~west.gate:,node,32338,32236,7,
thais|loot~west.gate:,node,32338,32248,7,
thais|loot~west.gate:,node,32325,32248,7,
thais|loot~west.gate:,node,32310,32248,7,
thais|loot~west.gate:,node,32302,32258,7,
thais|loot~west.gate:,node,32288,32257,7,
thais|loot~west.gate:,node,32283,32265,7,

# --- thais|boat~ammo: (15 waypoints) ---
thais|boat~ammo:,node,32316,32212,6,
thais|boat~ammo:,node,32320,32215,6,
thais|boat~ammo:,node,32321,32219,6,
thais|boat~ammo:,stand,32321,32220,6,
thais|boat~ammo:,node,32325,32227,7,
thais|boat~ammo:,node,32333,32227,7,
thais|boat~ammo:,node,32338,32231,7,
thais|boat~ammo:,node,32338,32236,7,
thais|boat~ammo:,node,32338,32243,7,
thais|boat~ammo:,node,32338,32249,7,
thais|boat~ammo:,node,32344,32246,7,
thais|boat~ammo:,node,32349,32246,7,
thais|boat~ammo:,stand,32350,32246,7,
thais|boat~ammo:,node,32345,32246,6,
thais|boat~ammo:,stand,32345,32246,6,

# --- thais|depot~ammo: (15 waypoints) ---
thais|depot~ammo:,node,32346,32231,8,
thais|depot~ammo:,stand,32347,32231,8,
thais|depot~ammo:,stand,32348,32225,5,
thais|depot~ammo:,stand,32350,32226,6,
thais|depot~ammo:,node,32344,32225,7,
thais|depot~ammo:,node,32338,32225,7,
thais|depot~ammo:,node,32338,32231,7,
thais|depot~ammo:,node,32338,32236,7,
thais|depot~ammo:,node,32338,32243,7,
thais|depot~ammo:,node,32338,32249,7,
thais|depot~ammo:,node,32344,32246,7,
thais|depot~ammo:,node,32349,32246,7,
thais|depot~ammo:,stand,32350,32246,7,
thais|depot~ammo:,node,32345,32246,6,
thais|depot~ammo:,stand,32345,32246,6,

# --- thais|temple~ammo: (18 waypoints) ---
thais|temple~ammo:,node,32369,32233,7,
thais|temple~ammo:,node,32369,32226,7,
thais|temple~ammo:,node,32369,32219,7,
thais|temple~ammo:,node,32365,32215,7,
thais|temple~ammo:,node,32358,32215,7,
thais|temple~ammo:,node,32351,32215,7,
thais|temple~ammo:,node,32343,32215,7,
thais|temple~ammo:,node,32338,32219,7,
thais|temple~ammo:,node,32338,32225,7,
thais|temple~ammo:,node,32338,32231,7,
thais|temple~ammo:,node,32338,32236,7,
thais|temple~ammo:,node,32338,32243,7,
thais|temple~ammo:,node,32338,32249,7,
thais|temple~ammo:,node,32344,32246,7,
thais|temple~ammo:,node,32349,32246,7,
thais|temple~ammo:,stand,32350,32246,7,
thais|temple~ammo:,node,32345,32246,6,
thais|temple~ammo:,stand,32345,32246,6,

# --- thais|bank~ammo: (11 waypoints) ---
thais|bank~ammo:,node,32344,32225,7,
thais|bank~ammo:,node,32338,32225,7,
thais|bank~ammo:,node,32338,32231,7,
thais|bank~ammo:,node,32338,32236,7,
thais|bank~ammo:,node,32338,32243,7,
thais|bank~ammo:,node,32338,32249,7,
thais|bank~ammo:,node,32344,32246,7,
thais|bank~ammo:,node,32349,32246,7,
thais|bank~ammo:,stand,32350,32246,7,
thais|bank~ammo:,node,32345,32246,6,
thais|bank~ammo:,stand,32345,32246,6,

# --- thais|loot~ammo: (17 waypoints) ---
thais|loot~ammo:,node,32368,32201,7,
thais|loot~ammo:,node,32368,32208,7,
thais|loot~ammo:,node,32365,32215,7,
thais|loot~ammo:,node,32358,32215,7,
thais|loot~ammo:,node,32351,32215,7,
thais|loot~ammo:,node,32343,32215,7,
thais|loot~ammo:,node,32338,32219,7,
thais|loot~ammo:,node,32338,32225,7,
thais|loot~ammo:,node,32338,32231,7,
thais|loot~ammo:,node,32338,32236,7,
thais|loot~ammo:,node,32338,32243,7,
thais|loot~ammo:,node,32338,32249,7,
thais|loot~ammo:,node,32344,32246,7,
thais|loot~ammo:,node,32349,32246,7,
thais|loot~ammo:,stand,32350,32246,7,
thais|loot~ammo:,node,32345,32246,6,
thais|loot~ammo:,stand,32345,32246,6,

# --- thais|north.gate~ammo: (19 waypoints) ---
thais|north.gate~ammo:,node,32368,32187,7,
thais|north.gate~ammo:,node,32368,32194,7,
thais|north.gate~ammo:,node,32368,32201,7,
thais|north.gate~ammo:,node,32368,32208,7,
thais|north.gate~ammo:,node,32365,32215,7,
thais|north.gate~ammo:,node,32358,32215,7,
thais|north.gate~ammo:,node,32351,32215,7,
thais|north.gate~ammo:,node,32343,32215,7,
thais|north.gate~ammo:,node,32338,32219,7,
thais|north.gate~ammo:,node,32338,32225,7,
thais|north.gate~ammo:,node,32338,32231,7,
thais|north.gate~ammo:,node,32338,32236,7,
thais|north.gate~ammo:,node,32338,32243,7,
thais|north.gate~ammo:,node,32338,32249,7,
thais|north.gate~ammo:,node,32344,32246,7,
thais|north.gate~ammo:,node,32349,32246,7,
thais|north.gate~ammo:,stand,32350,32246,7,
thais|north.gate~ammo:,node,32345,32246,6,
thais|north.gate~ammo:,stand,32345,32246,6,

# --- thais|east.gate~ammo: (24 waypoints) ---
thais|east.gate~ammo:,node,32424,32225,7,
thais|east.gate~ammo:,node,32420,32221,7,
thais|east.gate~ammo:,node,32419,32216,7,
thais|east.gate~ammo:,node,32412,32215,7,
thais|east.gate~ammo:,node,32405,32215,7,
thais|east.gate~ammo:,node,32398,32215,7,
thais|east.gate~ammo:,node,32392,32215,7,
thais|east.gate~ammo:,node,32383,32215,7,
thais|east.gate~ammo:,node,32375,32215,7,
thais|east.gate~ammo:,node,32365,32215,7,
thais|east.gate~ammo:,node,32358,32215,7,
thais|east.gate~ammo:,node,32351,32215,7,
thais|east.gate~ammo:,node,32343,32215,7,
thais|east.gate~ammo:,node,32338,32219,7,
thais|east.gate~ammo:,node,32338,32225,7,
thais|east.gate~ammo:,node,32338,32231,7,
thais|east.gate~ammo:,node,32338,32236,7,
thais|east.gate~ammo:,node,32338,32243,7,
thais|east.gate~ammo:,node,32338,32249,7,
thais|east.gate~ammo:,node,32344,32246,7,
thais|east.gate~ammo:,node,32349,32246,7,
thais|east.gate~ammo:,stand,32350,32246,7,
thais|east.gate~ammo:,node,32345,32246,6,
thais|east.gate~ammo:,stand,32345,32246,6,

# --- thais|south.gate~ammo: (10 waypoints) ---
thais|south.gate~ammo:,node,32342,32274,7,
thais|south.gate~ammo:,node,32338,32269,7,
thais|south.gate~ammo:,node,32338,32262,7,
thais|south.gate~ammo:,node,32338,32255,7,
thais|south.gate~ammo:,node,32341,32250,7,
thais|south.gate~ammo:,node,32344,32246,7,
thais|south.gate~ammo:,node,32349,32246,7,
thais|south.gate~ammo:,stand,32350,32246,7,
thais|south.gate~ammo:,node,32345,32246,6,
thais|south.gate~ammo:,stand,32345,32246,6,

# --- thais|west.gate~ammo: (13 waypoints) ---
thais|west.gate~ammo:,node,32288,32257,7,
thais|west.gate~ammo:,node,32295,32257,7,
thais|west.gate~ammo:,node,32302,32255,7,
thais|west.gate~ammo:,node,32307,32249,7,
thais|west.gate~ammo:,node,32314,32248,7,
thais|west.gate~ammo:,node,32322,32248,7,
thais|west.gate~ammo:,node,32330,32248,7,
thais|west.gate~ammo:,node,32338,32249,7,
thais|west.gate~ammo:,node,32344,32246,7,
thais|west.gate~ammo:,node,32349,32246,7,
thais|west.gate~ammo:,stand,32350,32246,7,
thais|west.gate~ammo:,node,32345,32246,6,
thais|west.gate~ammo:,stand,32345,32246,6,

# --- thais|ammo~ammo: (2 waypoints) ---
thais|ammo~ammo:,node,32345,32246,6,
thais|ammo~ammo:,stand,32345,32246,6,

# --- thais|ammo~boat: (14 waypoints) ---
thais|ammo~boat:,node,32349,32246,6,
thais|ammo~boat:,stand,32350,32246,6,
thais|ammo~boat:,node,32344,32246,7,
thais|ammo~boat:,node,32338,32249,7,
thais|ammo~boat:,node,32338,32242,7,
thais|ammo~boat:,node,32338,32235,7,
thais|ammo~boat:,node,32336,32228,7,
thais|ammo~boat:,node,32330,32227,7,
thais|ammo~boat:,node,32324,32225,7,
thais|ammo~boat:,node,32321,32220,7,
thais|ammo~boat:,ladder,32321,32220,7,
thais|ammo~boat:,node,32320,32214,6,
thais|ammo~boat:,node,32315,32212,6,
thais|ammo~boat:,node,32310,32211,6,

# --- thais|ammo~depot: (9 waypoints) ---
thais|ammo~depot:,node,32349,32246,6,
thais|ammo~depot:,stand,32350,32246,6,
thais|ammo~depot:,node,32344,32246,7,
thais|ammo~depot:,node,32338,32249,7,
thais|ammo~depot:,node,32338,32242,7,
thais|ammo~depot:,node,32338,32235,7,
thais|ammo~depot:,node,32338,32228,7,
thais|ammo~depot:,node,32343,32225,7,
thais|ammo~depot:,node,32348,32228,7,

# --- thais|ammo~temple: (17 waypoints) ---
thais|ammo~temple:,node,32349,32246,6,
thais|ammo~temple:,stand,32350,32246,6,
thais|ammo~temple:,node,32344,32246,7,
thais|ammo~temple:,node,32338,32249,7,
thais|ammo~temple:,node,32338,32242,7,
thais|ammo~temple:,node,32338,32235,7,
thais|ammo~temple:,node,32338,32228,7,
thais|ammo~temple:,node,32338,32221,7,
thais|ammo~temple:,node,32342,32215,7,
thais|ammo~temple:,node,32349,32215,7,
thais|ammo~temple:,node,32356,32215,7,
thais|ammo~temple:,node,32363,32215,7,
thais|ammo~temple:,node,32368,32218,7,
thais|ammo~temple:,node,32369,32223,7,
thais|ammo~temple:,node,32369,32228,7,
thais|ammo~temple:,node,32369,32234,7,
thais|ammo~temple:,node,32369,32239,7,

# --- thais|ammo~bank: (10 waypoints) ---
thais|ammo~bank:,node,32349,32246,6,
thais|ammo~bank:,stand,32350,32246,6,
thais|ammo~bank:,node,32344,32246,7,
thais|ammo~bank:,node,32338,32249,7,
thais|ammo~bank:,node,32338,32242,7,
thais|ammo~bank:,node,32338,32235,7,
thais|ammo~bank:,node,32338,32228,7,
thais|ammo~bank:,node,32343,32225,7,
thais|ammo~bank:,node,32344,32230,7,
thais|ammo~bank:,stand,32344,32230,7,

# --- thais|ammo~loot: (16 waypoints) ---
thais|ammo~loot:,node,32349,32246,6,
thais|ammo~loot:,stand,32350,32246,6,
thais|ammo~loot:,node,32344,32246,7,
thais|ammo~loot:,node,32338,32249,7,
thais|ammo~loot:,node,32338,32242,7,
thais|ammo~loot:,node,32338,32235,7,
thais|ammo~loot:,node,32338,32228,7,
thais|ammo~loot:,node,32338,32221,7,
thais|ammo~loot:,node,32342,32215,7,
thais|ammo~loot:,node,32349,32215,7,
thais|ammo~loot:,node,32356,32215,7,
thais|ammo~loot:,node,32363,32215,7,
thais|ammo~loot:,node,32368,32212,7,
thais|ammo~loot:,node,32368,32205,7,
thais|ammo~loot:,node,32366,32199,7,
thais|ammo~loot:,node,32360,32199,7,

# --- thais|ammo~potions: (20 waypoints) ---
thais|ammo~potions:,node,32349,32246,6,
thais|ammo~potions:,stand,32350,32246,6,
thais|ammo~potions:,node,32344,32246,7,
thais|ammo~potions:,node,32338,32249,7,
thais|ammo~potions:,node,32338,32242,7,
thais|ammo~potions:,node,32338,32235,7,
thais|ammo~potions:,node,32338,32228,7,
thais|ammo~potions:,node,32338,32221,7,
thais|ammo~potions:,node,32342,32215,7,
thais|ammo~potions:,node,32349,32215,7,
thais|ammo~potions:,node,32356,32215,7,
thais|ammo~potions:,node,32363,32215,7,
thais|ammo~potions:,node,32370,32215,7,
thais|ammo~potions:,node,32377,32215,7,
thais|ammo~potions:,node,32384,32215,7,
thais|ammo~potions:,node,32391,32215,7,
thais|ammo~potions:,node,32398,32215,7,
thais|ammo~potions:,node,32400,32215,7,
thais|ammo~potions:,door,32400,32217,7,
thais|ammo~potions:,node,32400,32219,7,

# --- thais|ammo~runes: (17 waypoints) ---
thais|ammo~runes:,node,32349,32246,6,
thais|ammo~runes:,stand,32350,32246,6,
thais|ammo~runes:,node,32344,32246,7,
thais|ammo~runes:,node,32338,32249,7,
thais|ammo~runes:,node,32338,32242,7,
thais|ammo~runes:,node,32338,32235,7,
thais|ammo~runes:,node,32338,32228,7,
thais|ammo~runes:,node,32338,32221,7,
thais|ammo~runes:,node,32342,32215,7,
thais|ammo~runes:,node,32349,32215,7,
thais|ammo~runes:,node,32356,32215,7,
thais|ammo~runes:,node,32363,32215,7,
thais|ammo~runes:,node,32370,32215,7,
thais|ammo~runes:,node,32377,32215,7,
thais|ammo~runes:,node,32384,32215,7,
thais|ammo~runes:,node,32391,32215,7,
thais|ammo~runes:,node,32398,32215,7,

# --- thais|ammo~north.gate: (17 waypoints) ---
thais|ammo~north.gate:,node,32349,32246,6,
thais|ammo~north.gate:,stand,32350,32246,6,
thais|ammo~north.gate:,node,32344,32246,7,
thais|ammo~north.gate:,node,32338,32249,7,
thais|ammo~north.gate:,node,32338,32242,7,
thais|ammo~north.gate:,node,32338,32235,7,
thais|ammo~north.gate:,node,32338,32228,7,
thais|ammo~north.gate:,node,32338,32221,7,
thais|ammo~north.gate:,node,32342,32215,7,
thais|ammo~north.gate:,node,32349,32215,7,
thais|ammo~north.gate:,node,32356,32215,7,
thais|ammo~north.gate:,node,32363,32215,7,
thais|ammo~north.gate:,node,32368,32212,7,
thais|ammo~north.gate:,node,32368,32205,7,
thais|ammo~north.gate:,node,32368,32198,7,
thais|ammo~north.gate:,node,32368,32191,7,
thais|ammo~north.gate:,node,32368,32184,7,

# --- thais|ammo~east.gate: (18 waypoints) ---
thais|ammo~east.gate:,node,32349,32246,6,
thais|ammo~east.gate:,stand,32350,32246,6,
thais|ammo~east.gate:,node,32344,32246,7,
thais|ammo~east.gate:,node,32346,32251,7,
thais|ammo~east.gate:,node,32355,32251,7,
thais|ammo~east.gate:,node,32363,32251,7,
thais|ammo~east.gate:,node,32371,32251,7,
thais|ammo~east.gate:,node,32379,32251,7,
thais|ammo~east.gate:,node,32387,32251,7,
thais|ammo~east.gate:,node,32394,32255,7,
thais|ammo~east.gate:,node,32402,32255,7,
thais|ammo~east.gate:,node,32410,32255,7,
thais|ammo~east.gate:,node,32418,32255,7,
thais|ammo~east.gate:,node,32424,32252,7,
thais|ammo~east.gate:,node,32424,32245,7,
thais|ammo~east.gate:,node,32424,32238,7,
thais|ammo~east.gate:,node,32424,32231,7,
thais|ammo~east.gate:,node,32428,32225,7,

# --- thais|ammo~south.gate: (8 waypoints) ---
thais|ammo~south.gate:,node,32349,32246,6,
thais|ammo~south.gate:,stand,32350,32246,6,
thais|ammo~south.gate:,node,32344,32246,7,
thais|ammo~south.gate:,node,32339,32252,7,
thais|ammo~south.gate:,node,32338,32259,7,
thais|ammo~south.gate:,node,32338,32266,7,
thais|ammo~south.gate:,node,32339,32272,7,
thais|ammo~south.gate:,node,32342,32278,7,

# --- thais|ammo~west.gate: (11 waypoints) ---
thais|ammo~west.gate:,node,32349,32246,6,
thais|ammo~west.gate:,stand,32350,32246,6,
thais|ammo~west.gate:,node,32344,32246,7,
thais|ammo~west.gate:,node,32338,32249,7,
thais|ammo~west.gate:,node,32328,32249,7,
thais|ammo~west.gate:,node,32318,32249,7,
thais|ammo~west.gate:,node,32308,32249,7,
thais|ammo~west.gate:,node,32303,32254,7,
thais|ammo~west.gate:,node,32297,32258,7,
thais|ammo~west.gate:,node,32289,32258,7,
thais|ammo~west.gate:,node,32286,32265,7,

# --- thais|west.gate~north.gate: (26 waypoints) ---
thais|west.gate~north.gate:,node,32285,32265,7,
thais|west.gate~north.gate:,node,32287,32260,7,
thais|west.gate~north.gate:,node,32292,32257,7,
thais|west.gate~north.gate:,node,32299,32257,7,
thais|west.gate~north.gate:,node,32303,32253,7,
thais|west.gate~north.gate:,node,32307,32249,7,
thais|west.gate~north.gate:,node,32314,32249,7,
thais|west.gate~north.gate:,node,32321,32249,7,
thais|west.gate~north.gate:,node,32328,32249,7,
thais|west.gate~north.gate:,node,32335,32249,7,
thais|west.gate~north.gate:,node,32338,32245,7,
thais|west.gate~north.gate:,node,32338,32239,7,
thais|west.gate~north.gate:,node,32338,32233,7,
thais|west.gate~north.gate:,node,32338,32227,7,
thais|west.gate~north.gate:,node,32338,32221,7,
thais|west.gate~north.gate:,node,32339,32216,7,
thais|west.gate~north.gate:,node,32345,32215,7,
thais|west.gate~north.gate:,node,32352,32215,7,
thais|west.gate~north.gate:,node,32359,32215,7,
thais|west.gate~north.gate:,node,32366,32215,7,
thais|west.gate~north.gate:,node,32368,32211,7,
thais|west.gate~north.gate:,node,32368,32206,7,
thais|west.gate~north.gate:,node,32368,32201,7,
thais|west.gate~north.gate:,node,32368,32196,7,
thais|west.gate~north.gate:,node,32368,32191,7,
thais|west.gate~north.gate:,node,32368,32186,7,

# --- thais|west.gate~south.gate: (16 waypoints) ---
thais|west.gate~south.gate:,node,32285,32265,7,
thais|west.gate~south.gate:,node,32287,32260,7,
thais|west.gate~south.gate:,node,32292,32257,7,
thais|west.gate~south.gate:,node,32299,32257,7,
thais|west.gate~south.gate:,node,32303,32253,7,
thais|west.gate~south.gate:,node,32307,32249,7,
thais|west.gate~south.gate:,node,32314,32249,7,
thais|west.gate~south.gate:,node,32321,32249,7,
thais|west.gate~south.gate:,node,32328,32249,7,
thais|west.gate~south.gate:,node,32335,32249,7,
thais|west.gate~south.gate:,node,32338,32253,7,
thais|west.gate~south.gate:,node,32338,32259,7,
thais|west.gate~south.gate:,node,32338,32264,7,
thais|west.gate~south.gate:,node,32338,32270,7,
thais|west.gate~south.gate:,node,32341,32273,7,
thais|west.gate~south.gate:,node,32342,32278,7,

# --- thais|west.gate~east.gate: (27 waypoints) ---
thais|west.gate~east.gate:,node,32285,32265,7,
thais|west.gate~east.gate:,node,32287,32260,7,
thais|west.gate~east.gate:,node,32292,32257,7,
thais|west.gate~east.gate:,node,32299,32257,7,
thais|west.gate~east.gate:,node,32303,32253,7,
thais|west.gate~east.gate:,node,32307,32249,7,
thais|west.gate~east.gate:,node,32314,32249,7,
thais|west.gate~east.gate:,node,32321,32249,7,
thais|west.gate~east.gate:,node,32328,32249,7,
thais|west.gate~east.gate:,node,32335,32249,7,
thais|west.gate~east.gate:,node,32341,32250,7,
thais|west.gate~east.gate:,node,32348,32250,7,
thais|west.gate~east.gate:,node,32355,32250,7,
thais|west.gate~east.gate:,node,32362,32251,7,
thais|west.gate~east.gate:,node,32370,32251,7,
thais|west.gate~east.gate:,node,32378,32251,7,
thais|west.gate~east.gate:,node,32386,32251,7,
thais|west.gate~east.gate:,node,32391,32254,7,
thais|west.gate~east.gate:,node,32399,32255,7,
thais|west.gate~east.gate:,node,32407,32255,7,
thais|west.gate~east.gate:,node,32415,32255,7,
thais|west.gate~east.gate:,node,32422,32255,7,
thais|west.gate~east.gate:,node,32425,32250,7,
