source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- port hope|south.exit~boat: (18 waypoints) ---
port hope|south.exit~potions:,node,32626,32742,6,
port hope|south.exit~potions:,ladder,32626,32742,6,
port hope|south.exit~potions:,node,32622,32742,5,
port hope|south.exit~potions:,stand,32622,32742,5,

# --- port hope|east.exit~potions: (7 waypoints) ---
port hope|east.exit~potions:,node,32635,32752,7,
port hope|east.exit~potions:,node,32629,32750,7,
port hope|east.exit~potions:,stand,32629,32749,7,
port hope|east.exit~potions:,node,32626,32742,6,
port hope|east.exit~potions:,ladder,32626,32742,6,
port hope|east.exit~potions:,node,32622,32742,5,
port hope|east.exit~potions:,stand,32622,32742,5,

# --- port hope|potions~potions: (2 waypoints) ---
port hope|potions~potions:,node,32622,32742,5,
port hope|potions~potions:,stand,32622,32742,5,

# --- port hope|north.exit~potions: (6 waypoints) ---
port hope|north.exit~potions:,node,32624,32749,7,
port hope|north.exit~potions:,stand,32625,32749,7,
port hope|north.exit~potions:,node,32626,32742,6,
port hope|north.exit~potions:,ladder,32626,32742,6,
port hope|north.exit~potions:,node,32622,32742,5,
port hope|north.exit~potions:,stand,32622,32742,5,

# --- port hope|boat~potions: (21 waypoints) ---
port hope|boat~potions:,node,32534,32779,6,
port hope|boat~potions:,node,32543,32782,6,
port hope|boat~potions:,node,32547,32786,6,
port hope|boat~potions:,node,32556,32780,6,
port hope|boat~potions:,node,32557,32771,6,
port hope|boat~potions:,node,32563,32767,6,
port hope|boat~potions:,node,32572,32768,6,
port hope|boat~potions:,node,32578,32767,6,
port hope|boat~potions:,stand,32578,32766,6,
port hope|boat~potions:,node,32582,32770,7,
port hope|boat~potions:,node,32596,32770,7,
port hope|boat~potions:,node,32598,32763,7,
port hope|boat~potions:,node,32608,32762,7,
port hope|boat~potions:,node,32617,32762,7,
port hope|boat~potions:,node,32621,32755,7,
port hope|boat~potions:,node,32624,32749,7,
port hope|boat~potions:,stand,32625,32749,7,
port hope|boat~potions:,node,32625,32743,6,
port hope|boat~potions:,ladder,32626,32742,6,
port hope|boat~potions:,node,32622,32742,5,
port hope|boat~potions:,stand,32622,32742,5,

# --- port hope|runes~potions: (1 waypoints) ---
port hope|runes~potions:,stand,32622,32742,5,

# --- port hope|temple~potions: (11 waypoints) ---
port hope|temple~potions:,node,32600,32752,7,
port hope|temple~potions:,node,32605,32756,7,
port hope|temple~potions:,node,32608,32762,7,
port hope|temple~potions:,node,32617,32762,7,
port hope|temple~potions:,node,32621,32755,7,
port hope|temple~potions:,node,32624,32749,7,
port hope|temple~potions:,stand,32625,32749,7,
port hope|temple~potions:,node,32625,32743,6,
port hope|temple~potions:,ladder,32626,32742,6,
port hope|temple~potions:,node,32622,32742,5,
port hope|temple~potions:,stand,32622,32742,5,

# --- port hope|food~potions: (13 waypoints) ---
port hope|food~potions:,node,32582,32752,7,
port hope|food~potions:,node,32591,32752,7,
port hope|food~potions:,node,32600,32752,7,
port hope|food~potions:,node,32605,32756,7,
port hope|food~potions:,node,32608,32762,7,
port hope|food~potions:,node,32617,32762,7,
port hope|food~potions:,node,32621,32755,7,
port hope|food~potions:,node,32624,32749,7,
port hope|food~potions:,stand,32625,32749,7,
port hope|food~potions:,node,32625,32743,6,
port hope|food~potions:,ladder,32626,32742,6,
port hope|food~potions:,node,32622,32742,5,
port hope|food~potions:,stand,32622,32742,5,

# --- port hope|depot~potions: (10 waypoints) ---
port hope|depot~potions:,node,32625,32742,5,
port hope|depot~potions:,stand,32626,32742,5,
port hope|depot~potions:,node,32625,32748,6,
port hope|depot~potions:,stand,32625,32749,6,
port hope|depot~potions:,node,32624,32749,7,
port hope|depot~potions:,stand,32625,32749,7,
port hope|depot~potions:,node,32625,32743,6,
port hope|depot~potions:,ladder,32626,32742,6,
port hope|depot~potions:,node,32622,32742,5,
port hope|depot~potions:,stand,32622,32742,5,

# --- port hope|bank~potions: (4 waypoints) ---
port hope|bank~potions:,node,32630,32742,6,
port hope|bank~potions:,ladder,32630,32742,6,
port hope|bank~potions:,stand,32625,32741,5,
port hope|bank~potions:,stand,32622,32742,5,

# --- port hope|ammo~potions: (4 waypoints) ---
port hope|ammo~potions:,node,32630,32742,6,
port hope|ammo~potions:,ladder,32630,32742,6,
port hope|ammo~potions:,stand,32625,32741,5,
port hope|ammo~potions:,stand,32622,32742,5,

# --- port hope|loot~potions: (4 waypoints) ---
port hope|loot~potions:,node,32630,32742,6,
port hope|loot~potions:,ladder,32630,32742,6,
port hope|loot~potions:,stand,32625,32741,5,
port hope|loot~potions:,stand,32622,32742,5,

# --- port hope|trainers~potions: (16 waypoints) ---
port hope|trainers~potions:,node,32636,32788,7,
port hope|trainers~potions:,node,32629,32785,7,
port hope|trainers~potions:,ladder,32629,32785,7,
port hope|trainers~potions:,node,32630,32779,6,
port hope|trainers~potions:,node,32633,32773,6,
port hope|trainers~potions:,node,32638,32770,6,
port hope|trainers~potions:,stand,32638,32769,6,
port hope|trainers~potions:,node,32631,32769,7,
port hope|trainers~potions:,node,32629,32764,7,
port hope|trainers~potions:,node,32629,32756,7,
port hope|trainers~potions:,node,32629,32750,7,
port hope|trainers~potions:,stand,32629,32749,7,
port hope|trainers~potions:,node,32627,32743,6,
port hope|trainers~potions:,ladder,32626,32742,6,
port hope|trainers~potions:,node,32622,32742,5,
port hope|trainers~potions:,stand,32622,32742,5,

# --- port hope|south.exit~runes: (17 waypoints) ---
port hope|south.exit~runes:,node,32643,32791,7,
port hope|south.exit~runes:,node,32637,32786,7,
port hope|south.exit~runes:,node,32629,32785,7,
port hope|south.exit~runes:,ladder,32629,32785,7,
port hope|south.exit~runes:,node,32630,32779,6,
port hope|south.exit~runes:,node,32633,32773,6,
port hope|south.exit~runes:,node,32638,32770,6,
port hope|south.exit~runes:,stand,32638,32769,6,
port hope|south.exit~runes:,node,32631,32769,7,
port hope|south.exit~runes:,node,32629,32762,7,
port hope|south.exit~runes:,node,32629,32756,7,
port hope|south.exit~runes:,node,32629,32750,7,
port hope|south.exit~runes:,stand,32629,32749,7,
port hope|south.exit~runes:,node,32626,32742,6,
port hope|south.exit~runes:,ladder,32626,32742,6,
port hope|south.exit~runes:,node,32622,32742,5,
port hope|south.exit~runes:,stand,32622,32742,5,

# --- port hope|east.exit~runes: (7 waypoints) ---
port hope|east.exit~runes:,node,32635,32752,7,
port hope|east.exit~runes:,node,32629,32750,7,
port hope|east.exit~runes:,stand,32629,32749,7,
port hope|east.exit~runes:,node,32626,32742,6,
port hope|east.exit~runes:,ladder,32626,32742,6,
port hope|east.exit~runes:,node,32622,32742,5,
port hope|east.exit~runes:,stand,32622,32742,5,

# --- port hope|runes~runes: (2 waypoints) ---
port hope|runes~runes:,node,32622,32742,5,
port hope|runes~runes:,stand,32622,32742,5,

# --- port hope|north.exit~runes: (6 waypoints) ---
port hope|north.exit~runes:,node,32624,32749,7,
port hope|north.exit~runes:,stand,32625,32749,7,
port hope|north.exit~runes:,node,32626,32742,6,
port hope|north.exit~runes:,ladder,32626,32742,6,
port hope|north.exit~runes:,node,32622,32742,5,
port hope|north.exit~runes:,stand,32622,32742,5,

# --- port hope|boat~runes: (21 waypoints) ---
port hope|boat~runes:,node,32534,32779,6,
port hope|boat~runes:,node,32543,32782,6,
port hope|boat~runes:,node,32547,32786,6,
port hope|boat~runes:,node,32556,32780,6,
port hope|boat~runes:,node,32557,32771,6,
port hope|boat~runes:,node,32563,32767,6,
port hope|boat~runes:,node,32572,32768,6,
port hope|boat~runes:,node,32578,32767,6,
port hope|boat~runes:,stand,32578,32766,6,
port hope|boat~runes:,node,32582,32770,7,
port hope|boat~runes:,node,32596,32770,7,
port hope|boat~runes:,node,32598,32763,7,
port hope|boat~runes:,node,32608,32762,7,
port hope|boat~runes:,node,32617,32762,7,
port hope|boat~runes:,node,32621,32755,7,
port hope|boat~runes:,node,32624,32749,7,
port hope|boat~runes:,stand,32625,32749,7,
port hope|boat~runes:,node,32625,32743,6,
port hope|boat~runes:,ladder,32626,32742,6,
port hope|boat~runes:,node,32622,32742,5,
port hope|boat~runes:,stand,32622,32742,5,

# --- port hope|potions~runes: (1 waypoints) ---
port hope|potions~runes:,stand,32622,32742,5,

# --- port hope|temple~runes: (11 waypoints) ---
port hope|temple~runes:,node,32600,32752,7,
port hope|temple~runes:,node,32605,32756,7,
port hope|temple~runes:,node,32608,32762,7,
port hope|temple~runes:,node,32617,32762,7,
port hope|temple~runes:,node,32621,32755,7,
port hope|temple~runes:,node,32624,32749,7,
port hope|temple~runes:,stand,32625,32749,7,
port hope|temple~runes:,node,32625,32743,6,
port hope|temple~runes:,ladder,32626,32742,6,
port hope|temple~runes:,node,32622,32742,5,
port hope|temple~runes:,stand,32622,32742,5,

# --- port hope|food~runes: (13 waypoints) ---
port hope|food~runes:,node,32582,32752,7,
port hope|food~runes:,node,32591,32752,7,
port hope|food~runes:,node,32600,32752,7,
port hope|food~runes:,node,32605,32756,7,
port hope|food~runes:,node,32608,32762,7,
port hope|food~runes:,node,32617,32762,7,
port hope|food~runes:,node,32621,32755,7,
port hope|food~runes:,node,32624,32749,7,
port hope|food~runes:,stand,32625,32749,7,
port hope|food~runes:,node,32625,32743,6,
port hope|food~runes:,ladder,32626,32742,6,
port hope|food~runes:,node,32622,32742,5,
port hope|food~runes:,stand,32622,32742,5,

# --- port hope|depot~runes: (10 waypoints) ---
port hope|depot~runes:,node,32625,32742,5,
port hope|depot~runes:,stand,32626,32742,5,
port hope|depot~runes:,node,32625,32748,6,
port hope|depot~runes:,stand,32625,32749,6,
port hope|depot~runes:,node,32624,32749,7,
port hope|depot~runes:,stand,32625,32749,7,
port hope|depot~runes:,node,32625,32743,6,
port hope|depot~runes:,ladder,32626,32742,6,
port hope|depot~runes:,node,32622,32742,5,
port hope|depot~runes:,stand,32622,32742,5,

# --- port hope|bank~runes: (4 waypoints) ---
port hope|bank~runes:,node,32630,32742,6,
port hope|bank~runes:,ladder,32630,32742,6,
port hope|bank~runes:,stand,32625,32741,5,
port hope|bank~runes:,stand,32622,32742,5,

# --- port hope|ammo~runes: (4 waypoints) ---
port hope|ammo~runes:,node,32630,32742,6,
port hope|ammo~runes:,ladder,32630,32742,6,
port hope|ammo~runes:,stand,32625,32741,5,
port hope|ammo~runes:,stand,32622,32742,5,

# --- port hope|loot~runes: (4 waypoints) ---
port hope|loot~runes:,node,32630,32742,6,
port hope|loot~runes:,ladder,32630,32742,6,
port hope|loot~runes:,stand,32625,32741,5,
port hope|loot~runes:,stand,32622,32742,5,

# --- port hope|trainers~runes: (16 waypoints) ---
port hope|trainers~runes:,node,32636,32788,7,
port hope|trainers~runes:,node,32629,32785,7,
port hope|trainers~runes:,ladder,32629,32785,7,
port hope|trainers~runes:,node,32630,32779,6,
port hope|trainers~runes:,node,32633,32773,6,
port hope|trainers~runes:,node,32638,32770,6,
port hope|trainers~runes:,stand,32638,32769,6,
port hope|trainers~runes:,node,32631,32769,7,
port hope|trainers~runes:,node,32629,32764,7,
port hope|trainers~runes:,node,32629,32756,7,
port hope|trainers~runes:,node,32629,32750,7,
port hope|trainers~runes:,stand,32629,32749,7,
port hope|trainers~runes:,node,32627,32743,6,
port hope|trainers~runes:,ladder,32626,32742,6,
port hope|trainers~runes:,node,32622,32742,5,
port hope|trainers~runes:,stand,32622,32742,5,

# --- port hope|south.exit~ammo: (15 waypoints) ---
port hope|south.exit~ammo:,node,32643,32791,7,
port hope|south.exit~ammo:,node,32637,32786,7,
port hope|south.exit~ammo:,node,32629,32785,7,
port hope|south.exit~ammo:,ladder,32629,32785,7,
port hope|south.exit~ammo:,node,32630,32779,6,
port hope|south.exit~ammo:,node,32633,32773,6,
port hope|south.exit~ammo:,node,32638,32770,6,
port hope|south.exit~ammo:,stand,32638,32769,6,
port hope|south.exit~ammo:,node,32631,32769,7,
port hope|south.exit~ammo:,node,32629,32762,7,
port hope|south.exit~ammo:,node,32629,32756,7,
port hope|south.exit~ammo:,node,32629,32750,7,
port hope|south.exit~ammo:,stand,32629,32749,7,
port hope|south.exit~ammo:,node,32632,32746,6,
port hope|south.exit~ammo:,stand,32632,32746,6,

# --- port hope|east.exit~ammo: (5 waypoints) ---
port hope|east.exit~ammo:,node,32635,32752,7,
port hope|east.exit~ammo:,node,32629,32750,7,
port hope|east.exit~ammo:,stand,32629,32749,7,
port hope|east.exit~ammo:,node,32632,32747,6,
port hope|east.exit~ammo:,stand,32632,32747,6,

# --- port hope|ammo~ammo: (2 waypoints) ---
port hope|ammo~ammo:,node,32632,32746,6,
port hope|ammo~ammo:,stand,32632,32746,6,

# --- port hope|north.exit~ammo: (4 waypoints) ---
port hope|north.exit~ammo:,node,32624,32749,7,
port hope|north.exit~ammo:,stand,32625,32749,7,
port hope|north.exit~ammo:,node,32632,32746,6,
port hope|north.exit~ammo:,stand,32632,32746,6,

# --- port hope|boat~ammo: (19 waypoints) ---
port hope|boat~ammo:,node,32534,32779,6,
port hope|boat~ammo:,node,32543,32782,6,
port hope|boat~ammo:,node,32547,32786,6,
port hope|boat~ammo:,node,32556,32780,6,
port hope|boat~ammo:,node,32557,32771,6,
port hope|boat~ammo:,node,32563,32767,6,
port hope|boat~ammo:,node,32572,32768,6,
port hope|boat~ammo:,node,32578,32767,6,
port hope|boat~ammo:,stand,32578,32766,6,
port hope|boat~ammo:,node,32582,32770,7,
port hope|boat~ammo:,node,32596,32770,7,
port hope|boat~ammo:,node,32598,32763,7,
port hope|boat~ammo:,node,32608,32762,7,
port hope|boat~ammo:,node,32617,32762,7,
port hope|boat~ammo:,node,32621,32755,7,
port hope|boat~ammo:,node,32624,32749,7,
port hope|boat~ammo:,stand,32625,32749,7,
port hope|boat~ammo:,node,32632,32746,6,
port hope|boat~ammo:,stand,32632,32746,6,

# --- port hope|temple~ammo: (9 waypoints) ---
port hope|temple~ammo:,node,32600,32752,7,
port hope|temple~ammo:,node,32605,32756,7,
port hope|temple~ammo:,node,32608,32762,7,
port hope|temple~ammo:,node,32617,32762,7,
port hope|temple~ammo:,node,32621,32755,7,
port hope|temple~ammo:,node,32624,32749,7,
port hope|temple~ammo:,stand,32625,32749,7,
port hope|temple~ammo:,node,32632,32746,6,
port hope|temple~ammo:,stand,32632,32746,6,

# --- port hope|food~ammo: (11 waypoints) ---
port hope|food~ammo:,node,32582,32752,7,
port hope|food~ammo:,node,32591,32752,7,
port hope|food~ammo:,node,32600,32752,7,
port hope|food~ammo:,node,32605,32756,7,
port hope|food~ammo:,node,32608,32762,7,
port hope|food~ammo:,node,32617,32762,7,
port hope|food~ammo:,node,32621,32755,7,
port hope|food~ammo:,node,32624,32749,7,
port hope|food~ammo:,stand,32625,32749,7,
port hope|food~ammo:,node,32632,32746,6,
port hope|food~ammo:,stand,32632,32746,6,

# --- port hope|depot~ammo: (8 waypoints) ---
port hope|depot~ammo:,node,32625,32742,5,
port hope|depot~ammo:,stand,32626,32742,5,
port hope|depot~ammo:,node,32625,32748,6,
port hope|depot~ammo:,stand,32625,32749,6,
port hope|depot~ammo:,node,32624,32749,7,
port hope|depot~ammo:,stand,32625,32749,7,
port hope|depot~ammo:,node,32632,32746,6,
port hope|depot~ammo:,stand,32632,32746,6,

# --- port hope|loot~ammo: (1 waypoints) ---
port hope|loot~ammo:,stand,32632,32746,6,

# --- port hope|bank~ammo: (2 waypoints) ---
port hope|bank~ammo:,node,32632,32746,6,
port hope|bank~ammo:,stand,32632,32746,6,

# --- port hope|trainers~ammo: (14 waypoints) ---
port hope|trainers~ammo:,node,32636,32788,7,
port hope|trainers~ammo:,node,32629,32785,7,
port hope|trainers~ammo:,ladder,32629,32785,7,
port hope|trainers~ammo:,node,32630,32779,6,
port hope|trainers~ammo:,node,32633,32773,6,
port hope|trainers~ammo:,node,32638,32770,6,
port hope|trainers~ammo:,stand,32638,32769,6,
port hope|trainers~ammo:,node,32631,32769,7,
port hope|trainers~ammo:,node,32629,32764,7,
port hope|trainers~ammo:,node,32629,32756,7,
port hope|trainers~ammo:,node,32629,32750,7,
port hope|trainers~ammo:,stand,32629,32749,7,
port hope|trainers~ammo:,node,32632,32746,6,
port hope|trainers~ammo:,stand,32632,32746,6,

# --- port hope|potions~ammo: (4 waypoints) ---
port hope|potions~ammo:,node,32625,32742,5,
port hope|potions~ammo:,stand,32626,32742,5,
port hope|potions~ammo:,node,32632,32746,6,
port hope|potions~ammo:,stand,32632,32746,6,

# --- port hope|runes~ammo: (4 waypoints) ---
port hope|runes~ammo:,node,32625,32742,5,
port hope|runes~ammo:,stand,32626,32742,5,
port hope|runes~ammo:,node,32632,32746,6,
port hope|runes~ammo:,stand,32632,32746,6,

# --- port hope|south.exit~loot: (15 waypoints) ---
port hope|south.exit~loot:,node,32643,32791,7,
port hope|south.exit~loot:,node,32637,32786,7,
port hope|south.exit~loot:,node,32629,32785,7,
port hope|south.exit~loot:,ladder,32629,32785,7,
port hope|south.exit~loot:,node,32630,32779,6,
port hope|south.exit~loot:,node,32633,32773,6,
port hope|south.exit~loot:,node,32638,32770,6,
port hope|south.exit~loot:,stand,32638,32769,6,
port hope|south.exit~loot:,node,32631,32769,7,
port hope|south.exit~loot:,node,32629,32762,7,
port hope|south.exit~loot:,node,32629,32756,7,
port hope|south.exit~loot:,node,32629,32750,7,
port hope|south.exit~loot:,stand,32629,32749,7,
port hope|south.exit~loot:,node,32632,32746,6,
port hope|south.exit~loot:,stand,32632,32746,6,

# --- port hope|east.exit~loot: (5 waypoints) ---
port hope|east.exit~loot:,node,32635,32752,7,
port hope|east.exit~loot:,node,32629,32750,7,
port hope|east.exit~loot:,stand,32629,32749,7,
port hope|east.exit~loot:,node,32632,32747,6,
port hope|east.exit~loot:,stand,32632,32747,6,

# --- port hope|loot~loot: (2 waypoints) ---
port hope|loot~loot:,node,32632,32746,6,
port hope|loot~loot:,stand,32632,32746,6,

# --- port hope|north.exit~loot: (4 waypoints) ---
port hope|north.exit~loot:,node,32624,32749,7,
port hope|north.exit~loot:,stand,32625,32749,7,
port hope|north.exit~loot:,node,32632,32746,6,
port hope|north.exit~loot:,stand,32632,32746,6,

# --- port hope|boat~loot: (19 waypoints) ---
port hope|boat~loot:,node,32534,32779,6,
port hope|boat~loot:,node,32543,32782,6,
port hope|boat~loot:,node,32547,32786,6,
port hope|boat~loot:,node,32556,32780,6,
port hope|boat~loot:,node,32557,32771,6,
port hope|boat~loot:,node,32563,32767,6,
port hope|boat~loot:,node,32572,32768,6,
port hope|boat~loot:,node,32578,32767,6,
port hope|boat~loot:,stand,32578,32766,6,
port hope|boat~loot:,node,32582,32770,7,
port hope|boat~loot:,node,32596,32770,7,
port hope|boat~loot:,node,32598,32763,7,
port hope|boat~loot:,node,32608,32762,7,
port hope|boat~loot:,node,32617,32762,7,
port hope|boat~loot:,node,32621,32755,7,
port hope|boat~loot:,node,32624,32749,7,
port hope|boat~loot:,stand,32625,32749,7,
port hope|boat~loot:,node,32632,32746,6,
port hope|boat~loot:,stand,32632,32746,6,

# --- port hope|temple~loot: (9 waypoints) ---
port hope|temple~loot:,node,32600,32752,7,
port hope|temple~loot:,node,32605,32756,7,
port hope|temple~loot:,node,32608,32762,7,
port hope|temple~loot:,node,32617,32762,7,
port hope|temple~loot:,node,32621,32755,7,
port hope|temple~loot:,node,32624,32749,7,
port hope|temple~loot:,stand,32625,32749,7,
port hope|temple~loot:,node,32632,32746,6,
port hope|temple~loot:,stand,32632,32746,6,

# --- port hope|food~loot: (11 waypoints) ---
port hope|food~loot:,node,32582,32752,7,
port hope|food~loot:,node,32591,32752,7,
port hope|food~loot:,node,32600,32752,7,
port hope|food~loot:,node,32605,32756,7,
port hope|food~loot:,node,32608,32762,7,
port hope|food~loot:,node,32617,32762,7,
port hope|food~loot:,node,32621,32755,7,
port hope|food~loot:,node,32624,32749,7,
port hope|food~loot:,stand,32625,32749,7,
port hope|food~loot:,node,32632,32746,6,
port hope|food~loot:,stand,32632,32746,6,

# --- port hope|depot~loot: (8 waypoints) ---
port hope|depot~loot:,node,32625,32742,5,
port hope|depot~loot:,stand,32626,32742,5,
port hope|depot~loot:,node,32625,32748,6,
port hope|depot~loot:,stand,32625,32749,6,
port hope|depot~loot:,node,32624,32749,7,
port hope|depot~loot:,stand,32625,32749,7,
port hope|depot~loot:,node,32632,32746,6,
port hope|depot~loot:,stand,32632,32746,6,

# --- port hope|ammo~loot: (1 waypoints) ---
port hope|ammo~loot:,stand,32632,32746,6,

# --- port hope|bank~loot: (2 waypoints) ---
port hope|bank~loot:,node,32632,32746,6,
port hope|bank~loot:,stand,32632,32746,6,

# --- port hope|trainers~loot: (14 waypoints) ---
port hope|trainers~loot:,node,32636,32788,7,
port hope|trainers~loot:,node,32629,32785,7,
port hope|trainers~loot:,ladder,32629,32785,7,
port hope|trainers~loot:,node,32630,32779,6,
port hope|trainers~loot:,node,32633,32773,6,
port hope|trainers~loot:,node,32638,32770,6,
port hope|trainers~loot:,stand,32638,32769,6,
port hope|trainers~loot:,node,32631,32769,7,
port hope|trainers~loot:,node,32629,32764,7,
port hope|trainers~loot:,node,32629,32756,7,
port hope|trainers~loot:,node,32629,32750,7,
port hope|trainers~loot:,stand,32629,32749,7,
port hope|trainers~loot:,node,32632,32746,6,
port hope|trainers~loot:,stand,32632,32746,6,

# --- port hope|potions~loot: (4 waypoints) ---
port hope|potions~loot:,node,32625,32742,5,
port hope|potions~loot:,stand,32626,32742,5,
port hope|potions~loot:,node,32632,32746,6,
port hope|potions~loot:,stand,32632,32746,6,

# --- port hope|runes~loot: (4 waypoints) ---
port hope|runes~loot:,node,32625,32742,5,
port hope|runes~loot:,stand,32626,32742,5,
port hope|runes~loot:,node,32632,32746,6,
port hope|runes~loot:,stand,32632,32746,6,

# --- port hope|south.exit~food: (15 waypoints) ---
port hope|south.exit~food:,node,32643,32791,7,
port hope|south.exit~food:,node,32637,32786,7,
port hope|south.exit~food:,node,32629,32785,7,
port hope|south.exit~food:,ladder,32629,32785,7,
port hope|south.exit~food:,node,32629,32779,6,
port hope|south.exit~food:,node,32628,32773,6,
port hope|south.exit~food:,node,32618,32772,6,
port hope|south.exit~food:,stand,32618,32771,6,
port hope|south.exit~food:,node,32616,32763,7,
port hope|south.exit~food:,node,32607,32762,7,
port hope|south.exit~food:,node,32597,32761,7,
port hope|south.exit~food:,node,32594,32754,7,
port hope|south.exit~food:,node,32585,32753,7,
port hope|south.exit~food:,node,32576,32752,7,
port hope|south.exit~food:,stand,32576,32752,7,

# --- port hope|east.exit~food: (11 waypoints) ---
port hope|east.exit~food:,node,32635,32752,7,
port hope|east.exit~food:,node,32623,32752,7,
port hope|east.exit~food:,node,32618,32755,7,
port hope|east.exit~food:,node,32616,32761,7,
port hope|east.exit~food:,node,32607,32761,7,
port hope|east.exit~food:,node,32604,32754,7,
port hope|east.exit~food:,node,32597,32753,7,
port hope|east.exit~food:,node,32589,32753,7,
port hope|east.exit~food:,node,32581,32753,7,
port hope|east.exit~food:,node,32576,32752,7,
port hope|east.exit~food:,stand,32576,32752,7,

# --- port hope|food~food: (2 waypoints) ---
port hope|food~food:,node,32576,32752,7,
port hope|food~food:,stand,32576,32752,7,

# --- port hope|north.exit~food: (8 waypoints) ---
port hope|north.exit~food:,node,32617,32752,7,
port hope|north.exit~food:,node,32616,32761,7,
port hope|north.exit~food:,node,32607,32761,7,
port hope|north.exit~food:,node,32604,32753,7,
port hope|north.exit~food:,node,32592,32753,7,
port hope|north.exit~food:,node,32583,32753,7,
port hope|north.exit~food:,node,32576,32752,7,
port hope|north.exit~food:,stand,32576,32752,7,

# --- port hope|boat~food: (12 waypoints) ---
port hope|boat~food:,node,32534,32779,6,
port hope|boat~food:,node,32543,32781,6,
port hope|boat~food:,node,32547,32786,6,
port hope|boat~food:,node,32557,32782,6,
port hope|boat~food:,node,32557,32774,6,
port hope|boat~food:,node,32562,32767,6,
port hope|boat~food:,node,32572,32768,6,
port hope|boat~food:,node,32578,32767,6,
port hope|boat~food:,stand,32578,32766,6,
port hope|boat~food:,node,32579,32760,7,
port hope|boat~food:,node,32576,32753,7,
port hope|boat~food:,stand,32576,32753,7,

# --- port hope|temple~food: (4 waypoints) ---
port hope|temple~food:,node,32592,32751,7,
port hope|temple~food:,node,32584,32752,7,
port hope|temple~food:,node,32576,32753,7,
port hope|temple~food:,stand,32576,32753,7,

# --- port hope|depot~food: (13 waypoints) ---
port hope|depot~food:,node,32625,32742,5,
port hope|depot~food:,stand,32626,32742,5,
port hope|depot~food:,node,32625,32748,6,
port hope|depot~food:,stand,32625,32749,6,
port hope|depot~food:,node,32619,32751,7,
port hope|depot~food:,node,32617,32756,7,
port hope|depot~food:,node,32615,32761,7,
port hope|depot~food:,node,32607,32761,7,
port hope|depot~food:,node,32604,32753,7,
port hope|depot~food:,node,32595,32752,7,
port hope|depot~food:,node,32584,32752,7,
port hope|depot~food:,node,32576,32753,7,
port hope|depot~food:,stand,32576,32753,7,

# --- port hope|runes~food: (13 waypoints) ---
port hope|runes~food:,node,32625,32742,5,
port hope|runes~food:,stand,32626,32742,5,
port hope|runes~food:,node,32625,32748,6,
port hope|runes~food:,stand,32625,32749,6,
port hope|runes~food:,node,32619,32751,7,
port hope|runes~food:,node,32617,32756,7,
port hope|runes~food:,node,32615,32761,7,
port hope|runes~food:,node,32607,32761,7,
port hope|runes~food:,node,32604,32753,7,
port hope|runes~food:,node,32595,32752,7,
port hope|runes~food:,node,32584,32752,7,
port hope|runes~food:,node,32576,32753,7,
port hope|runes~food:,stand,32576,32753,7,

# --- port hope|potions~food: (13 waypoints) ---
port hope|potions~food:,node,32625,32742,5,
port hope|potions~food:,stand,32626,32742,5,
port hope|potions~food:,node,32625,32748,6,
port hope|potions~food:,stand,32625,32749,6,
port hope|potions~food:,node,32619,32751,7,
port hope|potions~food:,node,32617,32756,7,
port hope|potions~food:,node,32615,32761,7,
port hope|potions~food:,node,32607,32761,7,
port hope|potions~food:,node,32604,32753,7,
port hope|potions~food:,node,32595,32752,7,
port hope|potions~food:,node,32584,32752,7,
port hope|potions~food:,node,32576,32753,7,
port hope|potions~food:,stand,32576,32753,7,

# --- port hope|bank~food: (12 waypoints) ---
port hope|bank~food:,node,32632,32746,6,
port hope|bank~food:,node,32629,32748,6,
port hope|bank~food:,stand,32629,32749,6,
port hope|bank~food:,node,32619,32751,7,
port hope|bank~food:,node,32617,32756,7,
port hope|bank~food:,node,32615,32761,7,
port hope|bank~food:,node,32607,32761,7,
port hope|bank~food:,node,32604,32753,7,
port hope|bank~food:,node,32595,32752,7,
port hope|bank~food:,node,32584,32752,7,
port hope|bank~food:,node,32576,32753,7,
port hope|bank~food:,stand,32576,32753,7,

# --- port hope|ammo~food: (11 waypoints) ---
port hope|ammo~food:,node,32629,32748,6,
port hope|ammo~food:,stand,32629,32749,6,
port hope|ammo~food:,node,32619,32751,7,
port hope|ammo~food:,node,32617,32756,7,
port hope|ammo~food:,node,32615,32761,7,
port hope|ammo~food:,node,32607,32761,7,
port hope|ammo~food:,node,32604,32753,7,
port hope|ammo~food:,node,32595,32752,7,
port hope|ammo~food:,node,32584,32752,7,
port hope|ammo~food:,node,32576,32753,7,
port hope|ammo~food:,stand,32576,32753,7,

# --- port hope|loot~food: (11 waypoints) ---
port hope|loot~food:,node,32629,32748,6,
port hope|loot~food:,stand,32629,32749,6,
port hope|loot~food:,node,32619,32751,7,
port hope|loot~food:,node,32617,32756,7,
port hope|loot~food:,node,32615,32761,7,
port hope|loot~food:,node,32607,32761,7,
port hope|loot~food:,node,32604,32753,7,
port hope|loot~food:,node,32595,32752,7,
port hope|loot~food:,node,32584,32752,7,
port hope|loot~food:,node,32576,32753,7,
