source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- yalahar|bank~tools: (11 waypoints) ---
yalahar|loot.morpel~trainers:,node,32783,31246,6,
yalahar|loot.morpel~trainers:,node,32778,31247,6,
yalahar|loot.morpel~trainers:,stand,32777,31247,6,
yalahar|loot.morpel~trainers:,node,32786,31250,5,
yalahar|loot.morpel~trainers:,stand,32786,31250,5,

# --- yalahar|loot.oiriz~ammo: (6 waypoints) ---
yalahar|loot.oiriz~ammo:,node,32789,31238,7,
yalahar|loot.oiriz~ammo:,stand,32790,31239,7,
yalahar|loot.oiriz~ammo:,stand,32789,31239,6,
yalahar|loot.oiriz~ammo:,stand,32790,31239,5,
yalahar|loot.oiriz~ammo:,stand,32789,31239,4,
yalahar|loot.oiriz~ammo:,stand,32789,31238,3,

# --- yalahar|loot.oiriz~potions: (4 waypoints) ---
yalahar|loot.oiriz~potions:,node,32789,31238,7,
yalahar|loot.oiriz~potions:,stand,32790,31239,7,
yalahar|loot.oiriz~potions:,stand,32789,31239,6,
yalahar|loot.oiriz~potions:,stand,32789,31238,5,

# --- yalahar|loot.oiriz~runes: (4 waypoints) ---
yalahar|loot.oiriz~runes:,node,32789,31238,7,
yalahar|loot.oiriz~runes:,stand,32790,31239,7,
yalahar|loot.oiriz~runes:,stand,32789,31239,6,
yalahar|loot.oiriz~runes:,stand,32789,31238,5,

# --- yalahar|loot.oiriz~food: (17 waypoints) ---
yalahar|loot.oiriz~food:,node,32790,31233,7,
yalahar|loot.oiriz~food:,node,32798,31233,7,
yalahar|loot.oiriz~food:,node,32806,31233,7,
yalahar|loot.oiriz~food:,node,32814,31233,7,
yalahar|loot.oiriz~food:,node,32822,31233,7,
yalahar|loot.oiriz~food:,node,32829,31234,7,
yalahar|loot.oiriz~food:,node,32831,31241,7,
yalahar|loot.oiriz~food:,node,32833,31248,7,
yalahar|loot.oiriz~food:,node,32839,31249,7,
yalahar|loot.oiriz~food:,node,32844,31245,7,
yalahar|loot.oiriz~food:,node,32849,31239,7,
yalahar|loot.oiriz~food:,node,32854,31233,7,
yalahar|loot.oiriz~food:,node,32857,31226,7,
yalahar|loot.oiriz~food:,node,32858,31219,7,
yalahar|loot.oiriz~food:,node,32859,31211,7,
yalahar|loot.oiriz~food:,node,32854,31209,7,
yalahar|loot.oiriz~food:,stand,32854,31209,7,

# --- yalahar|loot.oiriz~loot.morpel: (9 waypoints) ---
yalahar|loot.oiriz~loot.morpel:,node,32790,31233,7,
yalahar|loot.oiriz~loot.morpel:,node,32798,31233,7,
yalahar|loot.oiriz~loot.morpel:,node,32806,31233,7,
yalahar|loot.oiriz~loot.morpel:,node,32814,31233,7,
yalahar|loot.oiriz~loot.morpel:,node,32822,31233,7,
yalahar|loot.oiriz~loot.morpel:,node,32829,31234,7,
yalahar|loot.oiriz~loot.morpel:,node,32829,31239,7,
yalahar|loot.oiriz~loot.morpel:,node,32824,31239,7,
yalahar|loot.oiriz~loot.morpel:,stand,32824,31239,7,

# --- yalahar|loot.oiriz~temple: (14 waypoints) ---
yalahar|loot.oiriz~temple:,node,32790,31233,7,
yalahar|loot.oiriz~temple:,node,32798,31233,7,
yalahar|loot.oiriz~temple:,node,32800,31237,7,
yalahar|loot.oiriz~temple:,node,32800,31243,7,
yalahar|loot.oiriz~temple:,node,32800,31248,7,
yalahar|loot.oiriz~temple:,node,32800,31254,7,
yalahar|loot.oiriz~temple:,stand,32800,31255,7,
yalahar|loot.oiriz~temple:,node,32795,31259,6,
yalahar|loot.oiriz~temple:,node,32786,31259,6,
yalahar|loot.oiriz~temple:,node,32782,31261,6,
yalahar|loot.oiriz~temple:,node,32783,31268,6,
yalahar|loot.oiriz~temple:,stand,32784,31269,6,
yalahar|loot.oiriz~temple:,node,32787,31275,7,
yalahar|loot.oiriz~temple:,stand,32787,31275,7,

# --- yalahar|loot.oiriz~trainers: (12 waypoints) ---
yalahar|loot.oiriz~trainers:,node,32790,31233,7,
yalahar|loot.oiriz~trainers:,node,32798,31233,7,
yalahar|loot.oiriz~trainers:,node,32800,31237,7,
yalahar|loot.oiriz~trainers:,node,32800,31243,7,
yalahar|loot.oiriz~trainers:,node,32798,31246,7,
yalahar|loot.oiriz~trainers:,stand,32797,31246,7,
yalahar|loot.oiriz~trainers:,node,32790,31246,6,
yalahar|loot.oiriz~trainers:,node,32784,31246,6,
yalahar|loot.oiriz~trainers:,node,32778,31247,6,
yalahar|loot.oiriz~trainers:,stand,32777,31247,6,
yalahar|loot.oiriz~trainers:,node,32786,31250,5,
yalahar|loot.oiriz~trainers:,stand,32786,31250,5,

# --- yalahar|temple~ammo: (16 waypoints) ---
yalahar|temple~ammo:,node,32785,31270,7,
yalahar|temple~ammo:,stand,32784,31269,7,
yalahar|temple~ammo:,node,32782,31262,6,
yalahar|temple~ammo:,node,32790,31259,6,
yalahar|temple~ammo:,node,32800,31257,6,
yalahar|temple~ammo:,stand,32800,31256,6,
yalahar|temple~ammo:,node,32800,31248,7,
yalahar|temple~ammo:,node,32800,31241,7,
yalahar|temple~ammo:,node,32800,31234,7,
yalahar|temple~ammo:,node,32790,31233,7,
yalahar|temple~ammo:,node,32790,31238,7,
yalahar|temple~ammo:,stand,32790,31239,7,
yalahar|temple~ammo:,stand,32789,31239,6,
yalahar|temple~ammo:,stand,32790,31239,5,
yalahar|temple~ammo:,stand,32789,31239,4,
yalahar|temple~ammo:,stand,32789,31238,3,

# --- yalahar|temple~runes: (14 waypoints) ---
yalahar|temple~runes:,node,32785,31270,7,
yalahar|temple~runes:,stand,32784,31269,7,
yalahar|temple~runes:,node,32782,31262,6,
yalahar|temple~runes:,node,32790,31259,6,
yalahar|temple~runes:,node,32800,31257,6,
yalahar|temple~runes:,stand,32800,31256,6,
yalahar|temple~runes:,node,32800,31248,7,
yalahar|temple~runes:,node,32800,31241,7,
yalahar|temple~runes:,node,32800,31234,7,
yalahar|temple~runes:,node,32790,31233,7,
yalahar|temple~runes:,node,32790,31238,7,
yalahar|temple~runes:,stand,32790,31239,7,
yalahar|temple~runes:,stand,32789,31239,6,
yalahar|temple~runes:,stand,32789,31238,5,

# --- yalahar|temple~potions: (14 waypoints) ---
yalahar|temple~potions:,node,32785,31270,7,
yalahar|temple~potions:,stand,32784,31269,7,
yalahar|temple~potions:,node,32782,31262,6,
yalahar|temple~potions:,node,32790,31259,6,
yalahar|temple~potions:,node,32800,31257,6,
yalahar|temple~potions:,stand,32800,31256,6,
yalahar|temple~potions:,node,32800,31248,7,
yalahar|temple~potions:,node,32800,31241,7,
yalahar|temple~potions:,node,32800,31234,7,
yalahar|temple~potions:,node,32790,31233,7,
yalahar|temple~potions:,node,32790,31238,7,
yalahar|temple~potions:,stand,32790,31239,7,
yalahar|temple~potions:,stand,32789,31239,6,
yalahar|temple~potions:,stand,32789,31238,5,

# --- yalahar|temple~food: (23 waypoints) ---
yalahar|temple~food:,node,32785,31270,7,
yalahar|temple~food:,stand,32784,31269,7,
yalahar|temple~food:,node,32782,31262,6,
yalahar|temple~food:,node,32790,31259,6,
yalahar|temple~food:,node,32801,31257,6,
yalahar|temple~food:,stand,32801,31256,6,
yalahar|temple~food:,node,32801,31248,7,
yalahar|temple~food:,node,32802,31241,7,
yalahar|temple~food:,node,32803,31234,7,
yalahar|temple~food:,node,32811,31234,7,
yalahar|temple~food:,node,32819,31234,7,
yalahar|temple~food:,node,32828,31234,7,
yalahar|temple~food:,node,32831,31242,7,
yalahar|temple~food:,node,32834,31249,7,
yalahar|temple~food:,node,32840,31249,7,
yalahar|temple~food:,node,32845,31244,7,
yalahar|temple~food:,node,32850,31239,7,
yalahar|temple~food:,node,32854,31233,7,
yalahar|temple~food:,node,32857,31226,7,
yalahar|temple~food:,node,32858,31218,7,
yalahar|temple~food:,node,32858,31210,7,
yalahar|temple~food:,node,32854,31209,7,
yalahar|temple~food:,stand,32854,31209,7,

# --- yalahar|temple~loot.morpel: (15 waypoints) ---
yalahar|temple~loot.morpel:,node,32785,31270,7,
yalahar|temple~loot.morpel:,stand,32784,31269,7,
yalahar|temple~loot.morpel:,node,32782,31262,6,
yalahar|temple~loot.morpel:,node,32790,31259,6,
yalahar|temple~loot.morpel:,node,32801,31257,6,
yalahar|temple~loot.morpel:,stand,32801,31256,6,
yalahar|temple~loot.morpel:,node,32801,31248,7,
yalahar|temple~loot.morpel:,node,32802,31241,7,
yalahar|temple~loot.morpel:,node,32803,31234,7,
yalahar|temple~loot.morpel:,node,32811,31234,7,
yalahar|temple~loot.morpel:,node,32819,31234,7,
yalahar|temple~loot.morpel:,node,32828,31234,7,
yalahar|temple~loot.morpel:,node,32829,31239,7,
yalahar|temple~loot.morpel:,node,32824,31239,7,
yalahar|temple~loot.morpel:,stand,32824,31239,7,

# --- yalahar|temple~loot.oiriz: (12 waypoints) ---
yalahar|temple~loot.oiriz:,node,32785,31270,7,
yalahar|temple~loot.oiriz:,stand,32784,31269,7,
yalahar|temple~loot.oiriz:,node,32782,31262,6,
yalahar|temple~loot.oiriz:,node,32790,31259,6,
yalahar|temple~loot.oiriz:,node,32800,31257,6,
yalahar|temple~loot.oiriz:,stand,32800,31256,6,
yalahar|temple~loot.oiriz:,node,32800,31248,7,
yalahar|temple~loot.oiriz:,node,32800,31241,7,
yalahar|temple~loot.oiriz:,node,32800,31234,7,
yalahar|temple~loot.oiriz:,node,32790,31233,7,
yalahar|temple~loot.oiriz:,node,32789,31237,7,
yalahar|temple~loot.oiriz:,stand,32789,31237,7,

# --- yalahar|temple~trainers: (15 waypoints) ---
yalahar|temple~trainers:,node,32785,31270,7,
yalahar|temple~trainers:,stand,32784,31269,7,
yalahar|temple~trainers:,node,32782,31262,6,
yalahar|temple~trainers:,node,32790,31259,6,
yalahar|temple~trainers:,node,32800,31257,6,
yalahar|temple~trainers:,stand,32800,31256,6,
yalahar|temple~trainers:,node,32800,31248,7,
yalahar|temple~trainers:,node,32798,31247,7,
yalahar|temple~trainers:,stand,32797,31246,7,
yalahar|temple~trainers:,node,32790,31246,6,
yalahar|temple~trainers:,node,32784,31246,6,
yalahar|temple~trainers:,node,32778,31247,6,
yalahar|temple~trainers:,stand,32777,31247,6,
yalahar|temple~trainers:,node,32786,31250,5,
yalahar|temple~trainers:,stand,32786,31250,5,

# --- yalahar|trainers~ammo: (15 waypoints) ---
yalahar|trainers~ammo:,node,32778,31248,5,
yalahar|trainers~ammo:,stand,32777,31247,5,
yalahar|trainers~ammo:,node,32784,31246,6,
yalahar|trainers~ammo:,node,32790,31246,6,
yalahar|trainers~ammo:,node,32796,31246,6,
yalahar|trainers~ammo:,stand,32797,31246,6,
yalahar|trainers~ammo:,node,32800,31243,7,
yalahar|trainers~ammo:,node,32800,31234,7,
yalahar|trainers~ammo:,node,32790,31233,7,
yalahar|trainers~ammo:,node,32790,31238,7,
yalahar|trainers~ammo:,stand,32790,31239,7,
yalahar|trainers~ammo:,stand,32789,31239,6,
yalahar|trainers~ammo:,stand,32790,31239,5,
yalahar|trainers~ammo:,stand,32789,31239,4,
yalahar|trainers~ammo:,stand,32789,31238,3,

# --- yalahar|trainers~runes: (13 waypoints) ---
yalahar|trainers~runes:,node,32778,31248,5,
yalahar|trainers~runes:,stand,32777,31247,5,
yalahar|trainers~runes:,node,32784,31246,6,
yalahar|trainers~runes:,node,32790,31246,6,
yalahar|trainers~runes:,node,32796,31246,6,
yalahar|trainers~runes:,stand,32797,31246,6,
yalahar|trainers~runes:,node,32800,31243,7,
yalahar|trainers~runes:,node,32800,31234,7,
yalahar|trainers~runes:,node,32790,31233,7,
yalahar|trainers~runes:,node,32790,31238,7,
yalahar|trainers~runes:,stand,32790,31239,7,
yalahar|trainers~runes:,stand,32789,31239,6,
yalahar|trainers~runes:,stand,32789,31238,5,

# --- yalahar|trainers~potions: (13 waypoints) ---
yalahar|trainers~potions:,node,32778,31248,5,
yalahar|trainers~potions:,stand,32777,31247,5,
yalahar|trainers~potions:,node,32784,31246,6,
yalahar|trainers~potions:,node,32790,31246,6,
yalahar|trainers~potions:,node,32796,31246,6,
yalahar|trainers~potions:,stand,32797,31246,6,
yalahar|trainers~potions:,node,32800,31243,7,
yalahar|trainers~potions:,node,32800,31234,7,
yalahar|trainers~potions:,node,32790,31233,7,
yalahar|trainers~potions:,node,32790,31238,7,
yalahar|trainers~potions:,stand,32790,31239,7,
yalahar|trainers~potions:,stand,32789,31239,6,
yalahar|trainers~potions:,stand,32789,31238,5,

# --- yalahar|trainers~food: (22 waypoints) ---
yalahar|trainers~food:,node,32778,31248,5,
yalahar|trainers~food:,stand,32777,31247,5,
yalahar|trainers~food:,node,32784,31246,6,
yalahar|trainers~food:,node,32790,31246,6,
yalahar|trainers~food:,node,32796,31246,6,
yalahar|trainers~food:,stand,32797,31246,6,
yalahar|trainers~food:,node,32801,31243,7,
yalahar|trainers~food:,node,32803,31234,7,
yalahar|trainers~food:,node,32811,31234,7,
yalahar|trainers~food:,node,32819,31234,7,
yalahar|trainers~food:,node,32827,31234,7,
yalahar|trainers~food:,node,32831,31238,7,
yalahar|trainers~food:,node,32832,31246,7,
yalahar|trainers~food:,node,32837,31250,7,
yalahar|trainers~food:,node,32843,31246,7,
yalahar|trainers~food:,node,32848,31240,7,
yalahar|trainers~food:,node,32853,31234,7,
yalahar|trainers~food:,node,32857,31228,7,
yalahar|trainers~food:,node,32858,31220,7,
yalahar|trainers~food:,node,32859,31213,7,
yalahar|trainers~food:,node,32854,31209,7,
yalahar|trainers~food:,stand,32854,31209,7,

# --- yalahar|trainers~loot.morpel: (14 waypoints) ---
yalahar|trainers~loot.morpel:,node,32778,31248,5,
yalahar|trainers~loot.morpel:,stand,32777,31247,5,
yalahar|trainers~loot.morpel:,node,32784,31246,6,
yalahar|trainers~loot.morpel:,node,32790,31246,6,
yalahar|trainers~loot.morpel:,node,32796,31246,6,
yalahar|trainers~loot.morpel:,stand,32797,31246,6,
yalahar|trainers~loot.morpel:,node,32801,31243,7,
yalahar|trainers~loot.morpel:,node,32803,31234,7,
yalahar|trainers~loot.morpel:,node,32811,31234,7,
yalahar|trainers~loot.morpel:,node,32819,31234,7,
yalahar|trainers~loot.morpel:,node,32827,31234,7,
yalahar|trainers~loot.morpel:,node,32829,31239,7,
yalahar|trainers~loot.morpel:,node,32824,31239,7,
yalahar|trainers~loot.morpel:,stand,32824,31239,7,

# --- yalahar|trainers~loot.oiriz: (11 waypoints) ---
yalahar|trainers~loot.oiriz:,node,32778,31248,5,
yalahar|trainers~loot.oiriz:,stand,32777,31247,5,
yalahar|trainers~loot.oiriz:,node,32784,31246,6,
yalahar|trainers~loot.oiriz:,node,32790,31246,6,
yalahar|trainers~loot.oiriz:,node,32796,31246,6,
yalahar|trainers~loot.oiriz:,stand,32797,31246,6,
yalahar|trainers~loot.oiriz:,node,32800,31243,7,
yalahar|trainers~loot.oiriz:,node,32800,31234,7,
yalahar|trainers~loot.oiriz:,node,32790,31233,7,
yalahar|trainers~loot.oiriz:,node,32789,31237,7,
yalahar|trainers~loot.oiriz:,stand,32789,31237,7,

# --- yalahar|trainers~temple: (16 waypoints) ---
yalahar|trainers~temple:,node,32778,31248,5,
yalahar|trainers~temple:,stand,32777,31247,5,
yalahar|trainers~temple:,node,32784,31246,6,
yalahar|trainers~temple:,node,32790,31246,6,
yalahar|trainers~temple:,node,32796,31246,6,
yalahar|trainers~temple:,stand,32797,31246,6,
yalahar|trainers~temple:,node,32800,31250,7,
yalahar|trainers~temple:,node,32800,31254,7,
yalahar|trainers~temple:,stand,32800,31255,7,
yalahar|trainers~temple:,node,32797,31259,6,
yalahar|trainers~temple:,node,32788,31259,6,
yalahar|trainers~temple:,node,32782,31262,6,
yalahar|trainers~temple:,node,32783,31268,6,
yalahar|trainers~temple:,stand,32784,31269,6,
yalahar|trainers~temple:,node,32787,31275,7,
yalahar|trainers~temple:,stand,32787,31275,7,

# --- yalahar|foreign.quarter~boat: (20 waypoints) ---
yalahar|foreign.quarter~boat:,node,32750,31260,7,
yalahar|foreign.quarter~boat:,stand,32750,31259,7,
yalahar|foreign.quarter~boat:,stand,32751,31257,6,
yalahar|foreign.quarter~boat:,node,32754,31254,5,
yalahar|foreign.quarter~boat:,node,32760,31251,5,
yalahar|foreign.quarter~boat:,stand,32761,31251,5,
yalahar|foreign.quarter~boat:,stand,32763,31251,6,
yalahar|foreign.quarter~boat:,node,32770,31253,7,
yalahar|foreign.quarter~boat:,node,32778,31255,7,
yalahar|foreign.quarter~boat:,node,32785,31255,7,
yalahar|foreign.quarter~boat:,node,32792,31255,7,
yalahar|foreign.quarter~boat:,node,32799,31255,7,
yalahar|foreign.quarter~boat:,stand,32800,31255,7,
yalahar|foreign.quarter~boat:,node,32806,31259,6,
yalahar|foreign.quarter~boat:,node,32811,31264,6,
yalahar|foreign.quarter~boat:,node,32812,31271,6,
yalahar|foreign.quarter~boat:,node,32817,31274,6,
yalahar|foreign.quarter~boat:,door,32817,31275,6,
yalahar|foreign.quarter~boat:,ladder,32815,31277,6,
yalahar|foreign.quarter~boat:,stand,32815,31278,5,

# --- yalahar|foreign.quarter~bank: (18 waypoints) ---
yalahar|foreign.quarter~bank:,node,32750,31260,7,
yalahar|foreign.quarter~bank:,stand,32750,31259,7,
yalahar|foreign.quarter~bank:,stand,32751,31257,6,
yalahar|foreign.quarter~bank:,node,32754,31254,5,
yalahar|foreign.quarter~bank:,node,32760,31251,5,
yalahar|foreign.quarter~bank:,stand,32761,31251,5,
yalahar|foreign.quarter~bank:,stand,32763,31251,6,
yalahar|foreign.quarter~bank:,node,32771,31254,7,
yalahar|foreign.quarter~bank:,node,32778,31254,7,
yalahar|foreign.quarter~bank:,node,32785,31254,7,
yalahar|foreign.quarter~bank:,node,32792,31254,7,
yalahar|foreign.quarter~bank:,node,32798,31252,7,
yalahar|foreign.quarter~bank:,node,32805,31253,7,
yalahar|foreign.quarter~bank:,node,32812,31254,7,
yalahar|foreign.quarter~bank:,node,32820,31254,7,
yalahar|foreign.quarter~bank:,node,32829,31253,7,
yalahar|foreign.quarter~bank:,node,32824,31249,7,
yalahar|foreign.quarter~bank:,stand,32824,31249,7,

# --- yalahar|foreign.quarter~depot: (11 waypoints) ---
yalahar|foreign.quarter~depot:,node,32750,31260,7,
yalahar|foreign.quarter~depot:,stand,32750,31259,7,
yalahar|foreign.quarter~depot:,stand,32751,31257,6,
yalahar|foreign.quarter~depot:,node,32754,31254,5,
yalahar|foreign.quarter~depot:,node,32760,31251,5,
yalahar|foreign.quarter~depot:,stand,32761,31251,5,
yalahar|foreign.quarter~depot:,stand,32763,31251,6,
yalahar|foreign.quarter~depot:,node,32771,31250,7,
yalahar|foreign.quarter~depot:,node,32778,31249,7,
yalahar|foreign.quarter~depot:,node,32785,31249,7,
yalahar|foreign.quarter~depot:,stand,32786,31248,7,

# --- yalahar|foreign.quarter~ammo: (19 waypoints) ---
yalahar|foreign.quarter~ammo:,node,32750,31260,7,
yalahar|foreign.quarter~ammo:,stand,32750,31259,7,
yalahar|foreign.quarter~ammo:,stand,32751,31257,6,
yalahar|foreign.quarter~ammo:,node,32754,31254,5,
yalahar|foreign.quarter~ammo:,node,32760,31251,5,
yalahar|foreign.quarter~ammo:,stand,32761,31251,5,
yalahar|foreign.quarter~ammo:,stand,32763,31251,6,
yalahar|foreign.quarter~ammo:,node,32771,31250,7,
yalahar|foreign.quarter~ammo:,node,32772,31244,7,
yalahar|foreign.quarter~ammo:,node,32773,31237,7,
yalahar|foreign.quarter~ammo:,node,32778,31232,7,
yalahar|foreign.quarter~ammo:,node,32789,31232,7,
yalahar|foreign.quarter~ammo:,node,32790,31238,7,
yalahar|foreign.quarter~ammo:,stand,32790,31239,7,
yalahar|foreign.quarter~ammo:,stand,32789,31239,6,
yalahar|foreign.quarter~ammo:,stand,32790,31239,5,
yalahar|foreign.quarter~ammo:,stand,32789,31239,4,
yalahar|foreign.quarter~ammo:,node,32789,31238,3,
yalahar|foreign.quarter~ammo:,stand,32789,31238,3,

# --- yalahar|foreign.quarter~runes: (16 waypoints) ---
yalahar|foreign.quarter~runes:,node,32750,31260,7,
yalahar|foreign.quarter~runes:,stand,32750,31259,7,
yalahar|foreign.quarter~runes:,stand,32751,31257,6,
yalahar|foreign.quarter~runes:,node,32754,31254,5,
yalahar|foreign.quarter~runes:,node,32760,31251,5,
yalahar|foreign.quarter~runes:,stand,32761,31251,5,
yalahar|foreign.quarter~runes:,stand,32763,31251,6,
yalahar|foreign.quarter~runes:,node,32771,31250,7,
yalahar|foreign.quarter~runes:,node,32772,31244,7,
yalahar|foreign.quarter~runes:,node,32773,31237,7,
yalahar|foreign.quarter~runes:,node,32778,31232,7,
yalahar|foreign.quarter~runes:,node,32789,31232,7,
yalahar|foreign.quarter~runes:,node,32790,31238,7,
yalahar|foreign.quarter~runes:,stand,32790,31239,7,
yalahar|foreign.quarter~runes:,stand,32789,31239,6,
yalahar|foreign.quarter~runes:,stand,32789,31238,5,

# --- yalahar|foreign.quarter~potions: (16 waypoints) ---
yalahar|foreign.quarter~potions:,node,32750,31260,7,
yalahar|foreign.quarter~potions:,stand,32750,31259,7,
yalahar|foreign.quarter~potions:,stand,32751,31257,6,
yalahar|foreign.quarter~potions:,node,32754,31254,5,
yalahar|foreign.quarter~potions:,node,32760,31251,5,
yalahar|foreign.quarter~potions:,stand,32761,31251,5,
yalahar|foreign.quarter~potions:,stand,32763,31251,6,
yalahar|foreign.quarter~potions:,node,32771,31250,7,
yalahar|foreign.quarter~potions:,node,32772,31244,7,
yalahar|foreign.quarter~potions:,node,32773,31237,7,
yalahar|foreign.quarter~potions:,node,32778,31232,7,
yalahar|foreign.quarter~potions:,node,32789,31232,7,
yalahar|foreign.quarter~potions:,node,32790,31238,7,
yalahar|foreign.quarter~potions:,stand,32790,31239,7,
yalahar|foreign.quarter~potions:,stand,32789,31239,6,
yalahar|foreign.quarter~potions:,stand,32789,31238,5,

# --- yalahar|foreign.quarter~food: (25 waypoints) ---
yalahar|foreign.quarter~food:,node,32750,31260,7,
yalahar|foreign.quarter~food:,stand,32750,31259,7,
yalahar|foreign.quarter~food:,stand,32751,31257,6,
yalahar|foreign.quarter~food:,node,32754,31254,5,
yalahar|foreign.quarter~food:,node,32760,31251,5,
yalahar|foreign.quarter~food:,stand,32761,31251,5,
yalahar|foreign.quarter~food:,stand,32763,31251,6,
yalahar|foreign.quarter~food:,node,32771,31254,7,
yalahar|foreign.quarter~food:,node,32778,31254,7,
yalahar|foreign.quarter~food:,node,32785,31254,7,
yalahar|foreign.quarter~food:,node,32792,31254,7,
yalahar|foreign.quarter~food:,node,32798,31252,7,
yalahar|foreign.quarter~food:,node,32805,31253,7,
yalahar|foreign.quarter~food:,node,32812,31254,7,
yalahar|foreign.quarter~food:,node,32820,31254,7,
yalahar|foreign.quarter~food:,node,32829,31254,7,
yalahar|foreign.quarter~food:,node,32837,31253,7,
yalahar|foreign.quarter~food:,node,32842,31248,7,
yalahar|foreign.quarter~food:,node,32847,31243,7,
yalahar|foreign.quarter~food:,node,32852,31238,7,
yalahar|foreign.quarter~food:,node,32856,31231,7,
yalahar|foreign.quarter~food:,node,32857,31224,7,
yalahar|foreign.quarter~food:,node,32858,31216,7,
yalahar|foreign.quarter~food:,node,32854,31209,7,
yalahar|foreign.quarter~food:,stand,32854,31209,7,

# --- yalahar|foreign.quarter~loot.morpel: (20 waypoints) ---
yalahar|foreign.quarter~loot.morpel:,node,32750,31260,7,
yalahar|foreign.quarter~loot.morpel:,stand,32750,31259,7,
yalahar|foreign.quarter~loot.morpel:,stand,32751,31257,6,
yalahar|foreign.quarter~loot.morpel:,node,32754,31254,5,
yalahar|foreign.quarter~loot.morpel:,node,32760,31251,5,
yalahar|foreign.quarter~loot.morpel:,stand,32761,31251,5,
yalahar|foreign.quarter~loot.morpel:,stand,32763,31251,6,
yalahar|foreign.quarter~loot.morpel:,node,32771,31250,7,
yalahar|foreign.quarter~loot.morpel:,node,32772,31244,7,
yalahar|foreign.quarter~loot.morpel:,node,32773,31237,7,
yalahar|foreign.quarter~loot.morpel:,node,32778,31232,7,
yalahar|foreign.quarter~loot.morpel:,node,32786,31232,7,
yalahar|foreign.quarter~loot.morpel:,node,32794,31232,7,
yalahar|foreign.quarter~loot.morpel:,node,32801,31232,7,
yalahar|foreign.quarter~loot.morpel:,node,32809,31232,7,
yalahar|foreign.quarter~loot.morpel:,node,32817,31232,7,
yalahar|foreign.quarter~loot.morpel:,node,32825,31233,7,
yalahar|foreign.quarter~loot.morpel:,node,32829,31239,7,
yalahar|foreign.quarter~loot.morpel:,node,32824,31239,7,
yalahar|foreign.quarter~loot.morpel:,stand,32824,31239,7,

# --- yalahar|foreign.quarter~loot.oiriz: (14 waypoints) ---
yalahar|foreign.quarter~loot.oiriz:,node,32750,31260,7,
yalahar|foreign.quarter~loot.oiriz:,stand,32750,31259,7,
yalahar|foreign.quarter~loot.oiriz:,stand,32751,31257,6,
yalahar|foreign.quarter~loot.oiriz:,node,32754,31254,5,
yalahar|foreign.quarter~loot.oiriz:,node,32760,31251,5,
yalahar|foreign.quarter~loot.oiriz:,stand,32761,31251,5,
yalahar|foreign.quarter~loot.oiriz:,stand,32763,31251,6,
yalahar|foreign.quarter~loot.oiriz:,node,32771,31250,7,
yalahar|foreign.quarter~loot.oiriz:,node,32772,31244,7,
yalahar|foreign.quarter~loot.oiriz:,node,32773,31237,7,
yalahar|foreign.quarter~loot.oiriz:,node,32778,31232,7,
yalahar|foreign.quarter~loot.oiriz:,node,32786,31232,7,
yalahar|foreign.quarter~loot.oiriz:,node,32789,31237,7,
yalahar|foreign.quarter~loot.oiriz:,stand,32789,31237,7,

# --- yalahar|foreign.quarter~temple: (20 waypoints) ---
yalahar|foreign.quarter~temple:,node,32750,31260,7,
yalahar|foreign.quarter~temple:,stand,32750,31259,7,
yalahar|foreign.quarter~temple:,stand,32751,31257,6,
yalahar|foreign.quarter~temple:,node,32754,31254,5,
yalahar|foreign.quarter~temple:,node,32760,31251,5,
yalahar|foreign.quarter~temple:,stand,32761,31251,5,
yalahar|foreign.quarter~temple:,stand,32763,31251,6,
yalahar|foreign.quarter~temple:,node,32771,31254,7,
yalahar|foreign.quarter~temple:,node,32778,31254,7,
yalahar|foreign.quarter~temple:,node,32785,31254,7,
yalahar|foreign.quarter~temple:,node,32792,31254,7,
yalahar|foreign.quarter~temple:,node,32799,31255,7,
yalahar|foreign.quarter~temple:,stand,32800,31255,7,
yalahar|foreign.quarter~temple:,node,32796,31259,6,
yalahar|foreign.quarter~temple:,node,32787,31259,6,
yalahar|foreign.quarter~temple:,node,32782,31262,6,
yalahar|foreign.quarter~temple:,node,32783,31268,6,
yalahar|foreign.quarter~temple:,stand,32784,31269,6,
yalahar|foreign.quarter~temple:,node,32787,31275,7,
yalahar|foreign.quarter~temple:,stand,32787,31275,7,

# --- yalahar|foreign.quarter~trainers: (17 waypoints) ---
yalahar|foreign.quarter~trainers:,node,32750,31260,7,
yalahar|foreign.quarter~trainers:,stand,32750,31259,7,
yalahar|foreign.quarter~trainers:,stand,32751,31257,6,
yalahar|foreign.quarter~trainers:,node,32754,31254,5,
yalahar|foreign.quarter~trainers:,node,32760,31251,5,
yalahar|foreign.quarter~trainers:,stand,32761,31251,5,
yalahar|foreign.quarter~trainers:,stand,32763,31251,6,
yalahar|foreign.quarter~trainers:,node,32771,31250,7,
yalahar|foreign.quarter~trainers:,node,32778,31249,7,
yalahar|foreign.quarter~trainers:,node,32785,31249,7,
yalahar|foreign.quarter~trainers:,stand,32786,31248,7,
yalahar|foreign.quarter~trainers:,node,32783,31247,6,
yalahar|foreign.quarter~trainers:,node,32778,31247,6,
yalahar|foreign.quarter~trainers:,stand,32777,31247,6,
