source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- darashia|west.exit~boat: (20 waypoints) ---
darashia|loot.azil~carpet:,stand,33265,32441,7,
darashia|loot.azil~carpet:,node,33269,32441,6,
darashia|loot.azil~carpet:,stand,33269,32441,6,

# --- darashia|loot.habdel~carpet: (9 waypoints) ---
darashia|loot.habdel~carpet:,node,33226,32437,7,
darashia|loot.habdel~carpet:,node,33234,32438,7,
darashia|loot.habdel~carpet:,node,33242,32438,7,
darashia|loot.habdel~carpet:,node,33250,32438,7,
darashia|loot.habdel~carpet:,node,33258,32438,7,
darashia|loot.habdel~carpet:,node,33264,32441,7,
darashia|loot.habdel~carpet:,stand,33265,32441,7,
darashia|loot.habdel~carpet:,node,33269,32441,6,
darashia|loot.habdel~carpet:,stand,33269,32441,6,

# --- darashia|ammo~carpet: (9 waypoints) ---
darashia|ammo~carpet:,node,33230,32433,7,
darashia|ammo~carpet:,node,33234,32438,7,
darashia|ammo~carpet:,node,33242,32438,7,
darashia|ammo~carpet:,node,33250,32438,7,
darashia|ammo~carpet:,node,33258,32438,7,
darashia|ammo~carpet:,node,33264,32441,7,
darashia|ammo~carpet:,stand,33265,32441,7,
darashia|ammo~carpet:,node,33269,32441,6,
darashia|ammo~carpet:,stand,33269,32441,6,

# --- darashia|runes~carpet: (14 waypoints) ---
darashia|runes~carpet:,node,33217,32407,7,
darashia|runes~carpet:,node,33217,32413,7,
darashia|runes~carpet:,node,33219,32420,7,
darashia|runes~carpet:,node,33220,32426,7,
darashia|runes~carpet:,node,33225,32430,7,
darashia|runes~carpet:,node,33230,32433,7,
darashia|runes~carpet:,node,33234,32438,7,
darashia|runes~carpet:,node,33242,32438,7,
darashia|runes~carpet:,node,33250,32438,7,
darashia|runes~carpet:,node,33258,32438,7,
darashia|runes~carpet:,node,33264,32441,7,
darashia|runes~carpet:,stand,33265,32441,7,
darashia|runes~carpet:,node,33269,32441,6,
darashia|runes~carpet:,stand,33269,32441,6,

# --- darashia|potions~carpet: (14 waypoints) ---
darashia|potions~carpet:,node,33217,32407,7,
darashia|potions~carpet:,node,33217,32413,7,
darashia|potions~carpet:,node,33219,32420,7,
darashia|potions~carpet:,node,33220,32426,7,
darashia|potions~carpet:,node,33225,32430,7,
darashia|potions~carpet:,node,33230,32433,7,
darashia|potions~carpet:,node,33234,32438,7,
darashia|potions~carpet:,node,33242,32438,7,
darashia|potions~carpet:,node,33250,32438,7,
darashia|potions~carpet:,node,33258,32438,7,
darashia|potions~carpet:,node,33264,32441,7,
darashia|potions~carpet:,stand,33265,32441,7,
darashia|potions~carpet:,node,33269,32441,6,
darashia|potions~carpet:,stand,33269,32441,6,

# --- darashia|bank~carpet: (17 waypoints) ---
darashia|bank~carpet:,node,33217,32389,7,
darashia|bank~carpet:,node,33217,32395,7,
darashia|bank~carpet:,node,33217,32401,7,
darashia|bank~carpet:,node,33217,32407,7,
darashia|bank~carpet:,node,33217,32413,7,
darashia|bank~carpet:,node,33219,32420,7,
darashia|bank~carpet:,node,33220,32426,7,
darashia|bank~carpet:,node,33225,32430,7,
darashia|bank~carpet:,node,33230,32433,7,
darashia|bank~carpet:,node,33234,32438,7,
darashia|bank~carpet:,node,33242,32438,7,
darashia|bank~carpet:,node,33250,32438,7,
darashia|bank~carpet:,node,33258,32438,7,
darashia|bank~carpet:,node,33264,32441,7,
darashia|bank~carpet:,stand,33265,32441,7,
darashia|bank~carpet:,node,33269,32441,6,
darashia|bank~carpet:,stand,33269,32441,6,

# --- darashia|trainers~carpet: (1 waypoints) ---
darashia|trainers~carpet:,node,33239,32402,7,

# --- darashia|west.exit~potions: (7 waypoints) ---
darashia|west.exit~potions:,node,33197,32425,7,
darashia|west.exit~potions:,node,33205,32425,7,
darashia|west.exit~potions:,node,33213,32425,7,
darashia|west.exit~potions:,node,33215,32418,7,
darashia|west.exit~potions:,node,33216,32410,7,
darashia|west.exit~potions:,node,33217,32402,7,
darashia|west.exit~potions:,stand,33217,32402,7,

# --- darashia|north.exit~potions: (6 waypoints) ---
darashia|north.exit~potions:,node,33234,32384,7,
darashia|north.exit~potions:,node,33226,32386,7,
darashia|north.exit~potions:,node,33217,32387,7,
darashia|north.exit~potions:,node,33217,32395,7,
darashia|north.exit~potions:,node,33217,32403,7,
darashia|north.exit~potions:,stand,33217,32403,7,

# --- darashia|potions~potions: (2 waypoints) ---
darashia|potions~potions:,node,33217,32403,7,
darashia|potions~potions:,stand,33217,32403,7,

# --- darashia|runes~potions: (1 waypoints) ---
darashia|runes~potions:,stand,33217,32403,7,

# --- darashia|boat~potions: (23 waypoints) ---
darashia|boat~potions:,node,33289,32477,6,
darashia|boat~potions:,node,33292,32473,6,
darashia|boat~potions:,stand,33293,32473,6,
darashia|boat~potions:,node,33289,32470,7,
darashia|boat~potions:,node,33284,32469,7,
darashia|boat~potions:,node,33276,32469,7,
darashia|boat~potions:,node,33269,32468,7,
darashia|boat~potions:,node,33266,32464,7,
darashia|boat~potions:,node,33264,32457,7,
darashia|boat~potions:,node,33262,32450,7,
darashia|boat~potions:,node,33262,32443,7,
darashia|boat~potions:,node,33259,32437,7,
darashia|boat~potions:,node,33252,32437,7,
darashia|boat~potions:,node,33245,32437,7,
darashia|boat~potions:,node,33238,32437,7,
darashia|boat~potions:,node,33232,32435,7,
darashia|boat~potions:,node,33227,32431,7,
darashia|boat~potions:,node,33222,32428,7,
darashia|boat~potions:,node,33219,32422,7,
darashia|boat~potions:,node,33217,32417,7,
darashia|boat~potions:,node,33217,32410,7,
darashia|boat~potions:,node,33217,32403,7,
darashia|boat~potions:,stand,33217,32403,7,

# --- darashia|carpet~potions: (14 waypoints) ---
darashia|carpet~potions:,node,33266,32441,6,
darashia|carpet~potions:,stand,33265,32441,6,
darashia|carpet~potions:,node,33259,32437,7,
darashia|carpet~potions:,node,33252,32437,7,
darashia|carpet~potions:,node,33245,32437,7,
darashia|carpet~potions:,node,33238,32437,7,
darashia|carpet~potions:,node,33232,32435,7,
darashia|carpet~potions:,node,33227,32431,7,
darashia|carpet~potions:,node,33222,32428,7,
darashia|carpet~potions:,node,33219,32422,7,
darashia|carpet~potions:,node,33217,32417,7,
darashia|carpet~potions:,node,33217,32410,7,
darashia|carpet~potions:,node,33217,32403,7,
darashia|carpet~potions:,stand,33217,32403,7,

# --- darashia|depot~potions: (13 waypoints) ---
darashia|depot~potions:,node,33213,32454,7,
darashia|depot~potions:,stand,33213,32455,7,
darashia|depot~potions:,node,33214,32456,8,
darashia|depot~potions:,stand,33214,32455,8,
darashia|depot~potions:,node,33215,32449,7,
darashia|depot~potions:,node,33217,32443,7,
darashia|depot~potions:,node,33219,32437,7,
darashia|depot~potions:,node,33219,32430,7,
darashia|depot~potions:,node,33219,32422,7,
darashia|depot~potions:,node,33217,32417,7,
darashia|depot~potions:,node,33217,32410,7,
darashia|depot~potions:,node,33217,32403,7,
darashia|depot~potions:,stand,33217,32403,7,

# --- darashia|temple~potions: (16 waypoints) ---
darashia|temple~potions:,node,33215,32451,1,
darashia|temple~potions:,stand,33216,32451,1,
darashia|temple~potions:,stand,33212,32452,2,
darashia|temple~potions:,stand,33215,32453,3,
darashia|temple~potions:,stand,33212,32453,4,
darashia|temple~potions:,stand,33215,32453,5,
darashia|temple~potions:,stand,33212,32453,6,
darashia|temple~potions:,node,33215,32449,7,
darashia|temple~potions:,node,33217,32443,7,
darashia|temple~potions:,node,33219,32437,7,
darashia|temple~potions:,node,33219,32430,7,
darashia|temple~potions:,node,33219,32422,7,
darashia|temple~potions:,node,33217,32417,7,
darashia|temple~potions:,node,33217,32410,7,
darashia|temple~potions:,node,33217,32403,7,
darashia|temple~potions:,stand,33217,32403,7,

# --- darashia|bank~potions: (5 waypoints) ---
darashia|bank~potions:,node,33217,32387,7,
darashia|bank~potions:,node,33217,32392,7,
darashia|bank~potions:,node,33217,32397,7,
darashia|bank~potions:,node,33217,32403,7,
darashia|bank~potions:,stand,33217,32403,7,

# --- darashia|loot.azil~potions: (6 waypoints) ---
darashia|loot.azil~potions:,node,33220,32428,7,
darashia|loot.azil~potions:,node,33219,32422,7,
darashia|loot.azil~potions:,node,33217,32417,7,
darashia|loot.azil~potions:,node,33217,32410,7,
darashia|loot.azil~potions:,node,33217,32403,7,
darashia|loot.azil~potions:,stand,33217,32403,7,

# --- darashia|loot.habdel~potions: (6 waypoints) ---
darashia|loot.habdel~potions:,node,33220,32428,7,
darashia|loot.habdel~potions:,node,33219,32422,7,
darashia|loot.habdel~potions:,node,33217,32417,7,
darashia|loot.habdel~potions:,node,33217,32410,7,
darashia|loot.habdel~potions:,node,33217,32403,7,
darashia|loot.habdel~potions:,stand,33217,32403,7,

# --- darashia|ammo~potions: (6 waypoints) ---
darashia|ammo~potions:,node,33228,32426,7,
darashia|ammo~potions:,node,33226,32420,7,
darashia|ammo~potions:,node,33222,32415,7,
darashia|ammo~potions:,node,33217,32410,7,
darashia|ammo~potions:,node,33217,32403,7,
darashia|ammo~potions:,stand,33217,32403,7,

# --- darashia|trainers~potions: (1 waypoints) ---
darashia|trainers~potions:,node,33239,32402,7,

# --- darashia|west.exit~runes: (7 waypoints) ---
darashia|west.exit~runes:,node,33197,32425,7,
darashia|west.exit~runes:,node,33205,32425,7,
darashia|west.exit~runes:,node,33213,32425,7,
darashia|west.exit~runes:,node,33215,32418,7,
darashia|west.exit~runes:,node,33216,32410,7,
darashia|west.exit~runes:,node,33217,32402,7,
darashia|west.exit~runes:,stand,33217,32402,7,

# --- darashia|north.exit~runes: (6 waypoints) ---
darashia|north.exit~runes:,node,33234,32384,7,
darashia|north.exit~runes:,node,33226,32386,7,
darashia|north.exit~runes:,node,33217,32387,7,
darashia|north.exit~runes:,node,33217,32395,7,
darashia|north.exit~runes:,node,33217,32403,7,
darashia|north.exit~runes:,stand,33217,32403,7,

# --- darashia|potions~runes: (2 waypoints) ---
darashia|potions~runes:,node,33217,32403,7,
darashia|potions~runes:,stand,33217,32403,7,

# --- darashia|runes~runes: (1 waypoints) ---
darashia|runes~runes:,stand,33217,32403,7,

# --- darashia|boat~runes: (23 waypoints) ---
darashia|boat~runes:,node,33289,32477,6,
darashia|boat~runes:,node,33292,32473,6,
darashia|boat~runes:,stand,33293,32473,6,
darashia|boat~runes:,node,33289,32470,7,
darashia|boat~runes:,node,33284,32469,7,
darashia|boat~runes:,node,33276,32469,7,
darashia|boat~runes:,node,33269,32468,7,
darashia|boat~runes:,node,33266,32464,7,
darashia|boat~runes:,node,33264,32457,7,
darashia|boat~runes:,node,33262,32450,7,
darashia|boat~runes:,node,33262,32443,7,
darashia|boat~runes:,node,33259,32437,7,
darashia|boat~runes:,node,33252,32437,7,
darashia|boat~runes:,node,33245,32437,7,
darashia|boat~runes:,node,33238,32437,7,
darashia|boat~runes:,node,33232,32435,7,
darashia|boat~runes:,node,33227,32431,7,
darashia|boat~runes:,node,33222,32428,7,
darashia|boat~runes:,node,33219,32422,7,
darashia|boat~runes:,node,33217,32417,7,
darashia|boat~runes:,node,33217,32410,7,
darashia|boat~runes:,node,33217,32403,7,
darashia|boat~runes:,stand,33217,32403,7,

# --- darashia|carpet~runes: (14 waypoints) ---
darashia|carpet~runes:,node,33266,32441,6,
darashia|carpet~runes:,stand,33265,32441,6,
darashia|carpet~runes:,node,33259,32437,7,
darashia|carpet~runes:,node,33252,32437,7,
darashia|carpet~runes:,node,33245,32437,7,
darashia|carpet~runes:,node,33238,32437,7,
darashia|carpet~runes:,node,33232,32435,7,
darashia|carpet~runes:,node,33227,32431,7,
darashia|carpet~runes:,node,33222,32428,7,
darashia|carpet~runes:,node,33219,32422,7,
darashia|carpet~runes:,node,33217,32417,7,
darashia|carpet~runes:,node,33217,32410,7,
darashia|carpet~runes:,node,33217,32403,7,
darashia|carpet~runes:,stand,33217,32403,7,

# --- darashia|depot~runes: (13 waypoints) ---
darashia|depot~runes:,node,33213,32454,7,
darashia|depot~runes:,stand,33213,32455,7,
darashia|depot~runes:,node,33214,32456,8,
darashia|depot~runes:,stand,33214,32455,8,
darashia|depot~runes:,node,33215,32449,7,
darashia|depot~runes:,node,33217,32443,7,
darashia|depot~runes:,node,33219,32437,7,
darashia|depot~runes:,node,33219,32430,7,
darashia|depot~runes:,node,33219,32422,7,
darashia|depot~runes:,node,33217,32417,7,
darashia|depot~runes:,node,33217,32410,7,
darashia|depot~runes:,node,33217,32403,7,
darashia|depot~runes:,stand,33217,32403,7,

# --- darashia|temple~runes: (16 waypoints) ---
darashia|temple~runes:,node,33215,32451,1,
darashia|temple~runes:,stand,33216,32451,1,
darashia|temple~runes:,stand,33212,32452,2,
darashia|temple~runes:,stand,33215,32453,3,
darashia|temple~runes:,stand,33212,32453,4,
darashia|temple~runes:,stand,33215,32453,5,
darashia|temple~runes:,stand,33212,32453,6,
darashia|temple~runes:,node,33215,32449,7,
darashia|temple~runes:,node,33217,32443,7,
darashia|temple~runes:,node,33219,32437,7,
darashia|temple~runes:,node,33219,32430,7,
darashia|temple~runes:,node,33219,32422,7,
darashia|temple~runes:,node,33217,32417,7,
darashia|temple~runes:,node,33217,32410,7,
darashia|temple~runes:,node,33217,32403,7,
darashia|temple~runes:,stand,33217,32403,7,

# --- darashia|bank~runes: (5 waypoints) ---
darashia|bank~runes:,node,33217,32387,7,
darashia|bank~runes:,node,33217,32392,7,
darashia|bank~runes:,node,33217,32397,7,
darashia|bank~runes:,node,33217,32403,7,
darashia|bank~runes:,stand,33217,32403,7,

# --- darashia|loot.azil~runes: (6 waypoints) ---
darashia|loot.azil~runes:,node,33220,32428,7,
darashia|loot.azil~runes:,node,33219,32422,7,
darashia|loot.azil~runes:,node,33217,32417,7,
darashia|loot.azil~runes:,node,33217,32410,7,
darashia|loot.azil~runes:,node,33217,32403,7,
darashia|loot.azil~runes:,stand,33217,32403,7,

# --- darashia|loot.habdel~runes: (6 waypoints) ---
darashia|loot.habdel~runes:,node,33220,32428,7,
darashia|loot.habdel~runes:,node,33219,32422,7,
darashia|loot.habdel~runes:,node,33217,32417,7,
darashia|loot.habdel~runes:,node,33217,32410,7,
darashia|loot.habdel~runes:,node,33217,32403,7,
darashia|loot.habdel~runes:,stand,33217,32403,7,

# --- darashia|ammo~runes: (6 waypoints) ---
darashia|ammo~runes:,node,33228,32426,7,
darashia|ammo~runes:,node,33226,32420,7,
darashia|ammo~runes:,node,33222,32415,7,
darashia|ammo~runes:,node,33217,32410,7,
darashia|ammo~runes:,node,33217,32403,7,
darashia|ammo~runes:,stand,33217,32403,7,

# --- darashia|trainers~runes: (1 waypoints) ---
darashia|trainers~runes:,node,33239,32402,7,

# --- darashia|west.exit~temple: (14 waypoints) ---
darashia|west.exit~temple:,node,33194,32431,7,
darashia|west.exit~temple:,node,33196,32437,7,
darashia|west.exit~temple:,node,33196,32444,7,
darashia|west.exit~temple:,node,33202,32448,7,
darashia|west.exit~temple:,node,33210,32448,7,
darashia|west.exit~temple:,node,33213,32453,7,
darashia|west.exit~temple:,stand,33212,32453,7,
darashia|west.exit~temple:,stand,33215,32453,6,
darashia|west.exit~temple:,stand,33212,32453,5,
darashia|west.exit~temple:,stand,33215,32453,4,
darashia|west.exit~temple:,stand,33212,32452,3,
darashia|west.exit~temple:,stand,33216,32451,2,
darashia|west.exit~temple:,node,33214,32453,1,
darashia|west.exit~temple:,stand,33214,32453,1,

# --- darashia|north.exit~temple: (20 waypoints) ---
darashia|north.exit~temple:,node,33234,32384,7,
darashia|north.exit~temple:,node,33226,32386,7,
darashia|north.exit~temple:,node,33217,32387,7,
darashia|north.exit~temple:,node,33217,32395,7,
darashia|north.exit~temple:,node,33217,32403,7,
darashia|north.exit~temple:,node,33217,32411,7,
darashia|north.exit~temple:,node,33217,32419,7,
darashia|north.exit~temple:,node,33219,32427,7,
darashia|north.exit~temple:,node,33219,32435,7,
darashia|north.exit~temple:,node,33218,32442,7,
darashia|north.exit~temple:,node,33215,32448,7,
darashia|north.exit~temple:,node,33213,32452,7,
darashia|north.exit~temple:,stand,33212,32453,7,
darashia|north.exit~temple:,stand,33215,32453,6,
darashia|north.exit~temple:,stand,33212,32453,5,
darashia|north.exit~temple:,stand,33215,32453,4,
darashia|north.exit~temple:,stand,33212,32452,3,
darashia|north.exit~temple:,stand,33216,32451,2,
darashia|north.exit~temple:,node,33213,32454,1,
darashia|north.exit~temple:,stand,33213,32454,1,

# --- darashia|temple~temple: (8 waypoints) ---
darashia|temple~temple:,node,33213,32452,7,
darashia|temple~temple:,stand,33212,32453,7,
darashia|temple~temple:,stand,33215,32453,6,
darashia|temple~temple:,stand,33212,32453,5,
darashia|temple~temple:,stand,33215,32453,4,
darashia|temple~temple:,stand,33212,32452,3,
darashia|temple~temple:,stand,33216,32451,2,
darashia|temple~temple:,stand,33213,32453,1,

# --- darashia|depot~temple: (11 waypoints) ---
darashia|depot~temple:,node,33213,32454,7,
darashia|depot~temple:,stand,33213,32455,7,
darashia|depot~temple:,node,33214,32456,8,
darashia|depot~temple:,stand,33214,32455,8,
darashia|depot~temple:,stand,33212,32453,7,
darashia|depot~temple:,stand,33215,32453,6,
darashia|depot~temple:,stand,33212,32453,5,
darashia|depot~temple:,stand,33215,32453,4,
darashia|depot~temple:,stand,33212,32452,3,
darashia|depot~temple:,stand,33216,32451,2,
darashia|depot~temple:,stand,33213,32453,1,

# --- darashia|boat~temple: (24 waypoints) ---
darashia|boat~temple:,node,33289,32476,6,
darashia|boat~temple:,node,33292,32473,6,
darashia|boat~temple:,stand,33293,32473,6,
darashia|boat~temple:,node,33287,32470,7,
darashia|boat~temple:,node,33281,32469,7,
darashia|boat~temple:,node,33274,32469,7,
darashia|boat~temple:,node,33269,32467,7,
darashia|boat~temple:,node,33265,32462,7,
darashia|boat~temple:,node,33261,32458,7,
darashia|boat~temple:,node,33254,32458,7,
darashia|boat~temple:,node,33247,32458,7,
darashia|boat~temple:,node,33240,32458,7,
darashia|boat~temple:,node,33233,32458,7,
darashia|boat~temple:,node,33226,32458,7,
darashia|boat~temple:,node,33220,32457,7,
darashia|boat~temple:,node,33218,32450,7,
darashia|boat~temple:,node,33213,32452,7,
darashia|boat~temple:,stand,33212,32453,7,
darashia|boat~temple:,stand,33215,32453,6,
darashia|boat~temple:,stand,33212,32453,5,
darashia|boat~temple:,stand,33215,32453,4,
darashia|boat~temple:,stand,33212,32452,3,
darashia|boat~temple:,stand,33216,32451,2,
darashia|boat~temple:,stand,33213,32453,1,

# --- darashia|carpet~temple: (18 waypoints) ---
darashia|carpet~temple:,node,33266,32441,6,
darashia|carpet~temple:,stand,33265,32441,6,
darashia|carpet~temple:,node,33261,32437,7,
darashia|carpet~temple:,node,33253,32437,7,
darashia|carpet~temple:,node,33245,32437,7,
darashia|carpet~temple:,node,33236,32437,7,
darashia|carpet~temple:,node,33227,32437,7,
darashia|carpet~temple:,node,33220,32439,7,
darashia|carpet~temple:,node,33218,32444,7,
darashia|carpet~temple:,node,33216,32448,7,
darashia|carpet~temple:,node,33213,32452,7,
darashia|carpet~temple:,stand,33212,32453,7,
darashia|carpet~temple:,stand,33215,32453,6,
darashia|carpet~temple:,stand,33212,32453,5,
darashia|carpet~temple:,stand,33215,32453,4,
darashia|carpet~temple:,stand,33212,32452,3,
darashia|carpet~temple:,stand,33216,32451,2,
darashia|carpet~temple:,stand,33213,32453,1,

# --- darashia|ammo~temple: (13 waypoints) ---
darashia|ammo~temple:,node,33225,32431,7,
darashia|ammo~temple:,node,33221,32434,7,
darashia|ammo~temple:,node,33220,32439,7,
darashia|ammo~temple:,node,33218,32444,7,
darashia|ammo~temple:,node,33216,32448,7,
darashia|ammo~temple:,node,33213,32452,7,
darashia|ammo~temple:,stand,33212,32453,7,
darashia|ammo~temple:,stand,33215,32453,6,
darashia|ammo~temple:,stand,33212,32453,5,
darashia|ammo~temple:,stand,33215,32453,4,
darashia|ammo~temple:,stand,33212,32452,3,
darashia|ammo~temple:,stand,33216,32451,2,
darashia|ammo~temple:,stand,33213,32453,1,

# --- darashia|loot.azil~temple: (12 waypoints) ---
darashia|loot.azil~temple:,node,33220,32436,7,
darashia|loot.azil~temple:,node,33220,32439,7,
darashia|loot.azil~temple:,node,33218,32444,7,
darashia|loot.azil~temple:,node,33216,32448,7,
darashia|loot.azil~temple:,node,33213,32452,7,
darashia|loot.azil~temple:,stand,33212,32453,7,
darashia|loot.azil~temple:,stand,33215,32453,6,
darashia|loot.azil~temple:,stand,33212,32453,5,
darashia|loot.azil~temple:,stand,33215,32453,4,
darashia|loot.azil~temple:,stand,33212,32452,3,
darashia|loot.azil~temple:,stand,33216,32451,2,
darashia|loot.azil~temple:,stand,33213,32453,1,

# --- darashia|loot.habdel~temple: (12 waypoints) ---
darashia|loot.habdel~temple:,node,33220,32436,7,
darashia|loot.habdel~temple:,node,33220,32439,7,
darashia|loot.habdel~temple:,node,33218,32444,7,
darashia|loot.habdel~temple:,node,33216,32448,7,
darashia|loot.habdel~temple:,node,33213,32452,7,
darashia|loot.habdel~temple:,stand,33212,32453,7,
darashia|loot.habdel~temple:,stand,33215,32453,6,
darashia|loot.habdel~temple:,stand,33212,32453,5,
darashia|loot.habdel~temple:,stand,33215,32453,4,
darashia|loot.habdel~temple:,stand,33212,32452,3,
darashia|loot.habdel~temple:,stand,33216,32451,2,
darashia|loot.habdel~temple:,stand,33213,32453,1,

# --- darashia|runes~temple: (16 waypoints) ---
darashia|runes~temple:,node,33217,32406,7,
darashia|runes~temple:,node,33217,32412,7,
darashia|runes~temple:,node,33217,32418,7,
darashia|runes~temple:,node,33219,32422,7,
darashia|runes~temple:,node,33219,32428,7,
darashia|runes~temple:,node,33219,32436,7,
darashia|runes~temple:,node,33218,32444,7,
darashia|runes~temple:,node,33216,32448,7,
darashia|runes~temple:,node,33213,32452,7,
darashia|runes~temple:,stand,33212,32453,7,
darashia|runes~temple:,stand,33215,32453,6,
darashia|runes~temple:,stand,33212,32453,5,
darashia|runes~temple:,stand,33215,32453,4,
darashia|runes~temple:,stand,33212,32452,3,
darashia|runes~temple:,stand,33216,32451,2,
darashia|runes~temple:,stand,33213,32453,1,

# --- darashia|potions~temple: (16 waypoints) ---
darashia|potions~temple:,node,33217,32406,7,
darashia|potions~temple:,node,33217,32412,7,
darashia|potions~temple:,node,33217,32418,7,
darashia|potions~temple:,node,33219,32422,7,
darashia|potions~temple:,node,33219,32428,7,
darashia|potions~temple:,node,33219,32436,7,
darashia|potions~temple:,node,33218,32444,7,
darashia|potions~temple:,node,33216,32448,7,
darashia|potions~temple:,node,33213,32452,7,
darashia|potions~temple:,stand,33212,32453,7,
darashia|potions~temple:,stand,33215,32453,6,
darashia|potions~temple:,stand,33212,32453,5,
darashia|potions~temple:,stand,33215,32453,4,
darashia|potions~temple:,stand,33212,32452,3,
darashia|potions~temple:,stand,33216,32451,2,
darashia|potions~temple:,stand,33213,32453,1,

# --- darashia|bank~temple: (19 waypoints) ---
darashia|bank~temple:,node,33217,32387,7,
darashia|bank~temple:,node,33217,32393,7,
darashia|bank~temple:,node,33217,32399,7,
darashia|bank~temple:,node,33217,32406,7,
darashia|bank~temple:,node,33217,32412,7,
darashia|bank~temple:,node,33217,32418,7,
darashia|bank~temple:,node,33219,32422,7,
darashia|bank~temple:,node,33219,32428,7,
darashia|bank~temple:,node,33219,32436,7,
darashia|bank~temple:,node,33218,32444,7,
darashia|bank~temple:,node,33216,32448,7,
darashia|bank~temple:,node,33213,32452,7,
darashia|bank~temple:,stand,33212,32453,7,
darashia|bank~temple:,stand,33215,32453,6,
darashia|bank~temple:,stand,33212,32453,5,
darashia|bank~temple:,stand,33215,32453,4,
darashia|bank~temple:,stand,33212,32452,3,
darashia|bank~temple:,stand,33216,32451,2,
darashia|bank~temple:,stand,33213,32453,1,

# --- darashia|trainers~temple: (1 waypoints) ---
darashia|trainers~temple:,node,33239,32402,7,

# --- darashia|west.exit~ammo: (6 waypoints) ---
darashia|west.exit~ammo:,node,33197,32425,7,
darashia|west.exit~ammo:,node,33205,32425,7,
darashia|west.exit~ammo:,node,33213,32425,7,
darashia|west.exit~ammo:,node,33220,32428,7,
darashia|west.exit~ammo:,node,33230,32430,7,
darashia|west.exit~ammo:,stand,33230,32430,7,

# --- darashia|north.exit~ammo: (9 waypoints) ---
darashia|north.exit~ammo:,node,33244,32386,7,
darashia|north.exit~ammo:,node,33244,32394,7,
darashia|north.exit~ammo:,node,33244,32402,7,
darashia|north.exit~ammo:,node,33244,32410,7,
darashia|north.exit~ammo:,node,33240,32414,7,
darashia|north.exit~ammo:,node,33234,32417,7,
darashia|north.exit~ammo:,node,33233,32423,7,
darashia|north.exit~ammo:,node,33230,32429,7,
darashia|north.exit~ammo:,stand,33230,32429,7,

# --- darashia|temple~ammo: (13 waypoints) ---
darashia|temple~ammo:,node,33215,32451,1,
darashia|temple~ammo:,stand,33216,32451,1,
darashia|temple~ammo:,stand,33212,32452,2,
darashia|temple~ammo:,stand,33215,32453,3,
darashia|temple~ammo:,stand,33212,32453,4,
darashia|temple~ammo:,stand,33215,32453,5,
darashia|temple~ammo:,stand,33212,32453,6,
darashia|temple~ammo:,node,33216,32449,7,
darashia|temple~ammo:,node,33218,32443,7,
darashia|temple~ammo:,node,33220,32437,7,
darashia|temple~ammo:,node,33224,32431,7,
darashia|temple~ammo:,node,33230,32430,7,
darashia|temple~ammo:,stand,33230,32430,7,

# --- darashia|depot~ammo: (10 waypoints) ---
darashia|depot~ammo:,node,33213,32454,7,
darashia|depot~ammo:,stand,33213,32455,7,
darashia|depot~ammo:,node,33214,32456,8,
darashia|depot~ammo:,stand,33214,32455,8,
darashia|depot~ammo:,node,33216,32449,7,
darashia|depot~ammo:,node,33218,32443,7,
darashia|depot~ammo:,node,33220,32437,7,
darashia|depot~ammo:,node,33224,32431,7,
darashia|depot~ammo:,node,33230,32430,7,
darashia|depot~ammo:,stand,33230,32430,7,

# --- darashia|boat~ammo: (16 waypoints) ---
darashia|boat~ammo:,node,33292,32473,6,
darashia|boat~ammo:,stand,33293,32473,6,
darashia|boat~ammo:,node,33289,32470,7,
darashia|boat~ammo:,node,33282,32469,7,
darashia|boat~ammo:,node,33275,32469,7,
darashia|boat~ammo:,node,33269,32467,7,
darashia|boat~ammo:,node,33265,32462,7,
darashia|boat~ammo:,node,33263,32456,7,
darashia|boat~ammo:,node,33263,32450,7,
darashia|boat~ammo:,node,33262,32444,7,
darashia|boat~ammo:,node,33261,32438,7,
darashia|boat~ammo:,node,33254,32436,7,
darashia|boat~ammo:,node,33244,32435,7,
darashia|boat~ammo:,node,33235,32435,7,
darashia|boat~ammo:,node,33230,32430,7,
darashia|boat~ammo:,stand,33230,32430,7,

# --- darashia|carpet~ammo: (8 waypoints) ---
darashia|carpet~ammo:,node,33266,32441,6,
darashia|carpet~ammo:,stand,33265,32441,6,
darashia|carpet~ammo:,node,33261,32438,7,
darashia|carpet~ammo:,node,33254,32436,7,
darashia|carpet~ammo:,node,33244,32435,7,
darashia|carpet~ammo:,node,33235,32435,7,
darashia|carpet~ammo:,node,33230,32430,7,
darashia|carpet~ammo:,stand,33230,32430,7,

# --- darashia|bank~ammo: (9 waypoints) ---
darashia|bank~ammo:,node,33217,32387,7,
darashia|bank~ammo:,node,33217,32394,7,
darashia|bank~ammo:,node,33217,32401,7,
darashia|bank~ammo:,node,33217,32408,7,
darashia|bank~ammo:,node,33217,32415,7,
darashia|bank~ammo:,node,33219,32421,7,
darashia|bank~ammo:,node,33222,32427,7,
darashia|bank~ammo:,node,33230,32430,7,
darashia|bank~ammo:,stand,33230,32430,7,

# --- darashia|runes~ammo: (6 waypoints) ---
darashia|runes~ammo:,node,33217,32408,7,
darashia|runes~ammo:,node,33217,32415,7,
