source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- edron|towers~boat: (24 waypoints) ---
edron|towers~carpet:,node,33200,31814,7,
edron|towers~carpet:,node,33202,31806,7,
edron|towers~carpet:,node,33204,31797,7,
edron|towers~carpet:,node,33209,31789,7,
edron|towers~carpet:,ladder,33209,31789,7,
edron|towers~carpet:,node,33215,31788,6,
edron|towers~carpet:,ladder,33215,31784,7,
edron|towers~carpet:,node,33211,31783,6,
edron|towers~carpet:,node,33202,31783,6,
edron|towers~carpet:,node,33195,31785,6,
edron|towers~carpet:,ladder,33195,31785,6,
edron|towers~carpet:,node,33191,31781,5,
edron|towers~carpet:,ladder,33191,31781,5,
edron|towers~carpet:,node,33189,31785,4,
edron|towers~carpet:,ladder,33189,31785,4,
edron|towers~carpet:,node,33192,31784,3,
edron|towers~carpet:,stand,33192,31784,3,

# --- edron|carpet~carpet: (2 waypoints) ---
edron|carpet~carpet:,node,33193,31783,3,
edron|carpet~carpet:,stand,33193,31783,3,

# --- edron|depot~carpet: (22 waypoints) ---
edron|depot~carpet:,stand,33166,31808,10,
edron|depot~carpet:,stand,33167,31808,9,
edron|depot~carpet:,node,33166,31812,8,
edron|depot~carpet:,stand,33167,31812,8,
edron|depot~carpet:,node,33172,31816,7,
edron|depot~carpet:,node,33179,31818,7,
edron|depot~carpet:,node,33190,31818,7,
edron|depot~carpet:,node,33199,31818,7,
edron|depot~carpet:,node,33202,31810,7,
edron|depot~carpet:,node,33203,31802,7,
edron|depot~carpet:,node,33204,31794,7,
edron|depot~carpet:,node,33208,31789,7,
edron|depot~carpet:,ladder,33208,31789,7,
edron|depot~carpet:,node,33215,31789,6,
edron|depot~carpet:,node,33210,31783,6,
edron|depot~carpet:,node,33202,31783,6,
edron|depot~carpet:,node,33195,31785,6,
edron|depot~carpet:,ladder,33195,31785,6,
edron|depot~carpet:,ladder,33192,31781,5,
edron|depot~carpet:,ladder,33189,31785,4,
edron|depot~carpet:,node,33193,31783,3,
edron|depot~carpet:,stand,33193,31783,3,

# --- edron|bank~carpet: (20 waypoints) ---
edron|bank~carpet:,node,33170,31808,7,
edron|bank~carpet:,node,33172,31816,7,
edron|bank~carpet:,node,33179,31818,7,
edron|bank~carpet:,node,33187,31818,7,
edron|bank~carpet:,node,33195,31818,7,
edron|bank~carpet:,node,33203,31818,7,
edron|bank~carpet:,node,33203,31811,7,
edron|bank~carpet:,node,33203,31804,7,
edron|bank~carpet:,node,33203,31797,7,
edron|bank~carpet:,node,33208,31789,7,
edron|bank~carpet:,ladder,33208,31789,7,
edron|bank~carpet:,node,33215,31789,6,
edron|bank~carpet:,node,33210,31783,6,
edron|bank~carpet:,node,33202,31783,6,
edron|bank~carpet:,node,33195,31785,6,
edron|bank~carpet:,ladder,33195,31785,6,
edron|bank~carpet:,ladder,33192,31781,5,
edron|bank~carpet:,ladder,33189,31785,4,
edron|bank~carpet:,node,33193,31783,3,
edron|bank~carpet:,stand,33193,31783,3,

# --- edron|boat~carpet: (17 waypoints) ---
edron|boat~carpet:,node,33175,31774,6,
edron|boat~carpet:,stand,33175,31775,6,
edron|boat~carpet:,node,33185,31777,7,
edron|boat~carpet:,node,33191,31781,7,
edron|boat~carpet:,node,33191,31789,7,
edron|boat~carpet:,node,33200,31789,7,
edron|boat~carpet:,node,33208,31789,7,
edron|boat~carpet:,ladder,33208,31789,7,
edron|boat~carpet:,node,33215,31789,6,
edron|boat~carpet:,node,33210,31783,6,
edron|boat~carpet:,node,33202,31783,6,
edron|boat~carpet:,node,33195,31785,6,
edron|boat~carpet:,ladder,33195,31785,6,
edron|boat~carpet:,ladder,33192,31781,5,
edron|boat~carpet:,ladder,33189,31785,4,
edron|boat~carpet:,node,33193,31783,3,
edron|boat~carpet:,stand,33193,31783,3,

# --- edron|trainers~carpet: (14 waypoints) ---
edron|trainers~carpet:,node,33185,31789,7,
edron|trainers~carpet:,node,33192,31789,7,
edron|trainers~carpet:,node,33200,31789,7,
edron|trainers~carpet:,node,33208,31789,7,
edron|trainers~carpet:,ladder,33208,31789,7,
edron|trainers~carpet:,node,33215,31789,6,
edron|trainers~carpet:,node,33210,31783,6,
edron|trainers~carpet:,node,33202,31783,6,
edron|trainers~carpet:,node,33195,31785,6,
edron|trainers~carpet:,ladder,33195,31785,6,
edron|trainers~carpet:,ladder,33192,31781,5,
edron|trainers~carpet:,ladder,33189,31785,4,
edron|trainers~carpet:,node,33193,31783,3,
edron|trainers~carpet:,stand,33193,31783,3,

# --- edron|loot~carpet: (11 waypoints) ---
edron|loot~carpet:,node,33210,31797,6,
edron|loot~carpet:,node,33209,31793,6,
edron|loot~carpet:,node,33214,31788,6,
edron|loot~carpet:,node,33210,31783,6,
edron|loot~carpet:,node,33201,31783,6,
edron|loot~carpet:,node,33195,31785,6,
edron|loot~carpet:,ladder,33195,31785,6,
edron|loot~carpet:,ladder,33192,31781,5,
edron|loot~carpet:,ladder,33189,31785,4,
edron|loot~carpet:,node,33193,31783,3,
edron|loot~carpet:,stand,33193,31783,3,

# --- edron|ammo~carpet: (11 waypoints) ---
edron|ammo~carpet:,node,33210,31797,6,
edron|ammo~carpet:,node,33209,31793,6,
edron|ammo~carpet:,node,33214,31788,6,
edron|ammo~carpet:,node,33210,31783,6,
edron|ammo~carpet:,node,33201,31783,6,
edron|ammo~carpet:,node,33195,31785,6,
edron|ammo~carpet:,ladder,33195,31785,6,
edron|ammo~carpet:,ladder,33192,31781,5,
edron|ammo~carpet:,ladder,33189,31785,4,
edron|ammo~carpet:,node,33193,31783,3,
edron|ammo~carpet:,stand,33193,31783,3,

# --- edron|runes~carpet: (26 waypoints) ---
edron|runes~carpet:,stand,33255,31842,3,
edron|runes~carpet:,stand,33257,31842,4,
edron|runes~carpet:,stand,33258,31840,5,
edron|runes~carpet:,node,33248,31841,6,
edron|runes~carpet:,stand,33247,31841,6,
edron|runes~carpet:,node,33236,31841,7,
edron|runes~carpet:,node,33224,31840,7,
edron|runes~carpet:,node,33216,31842,7,
edron|runes~carpet:,node,33207,31844,7,
edron|runes~carpet:,node,33198,31842,7,
edron|runes~carpet:,node,33192,31835,7,
edron|runes~carpet:,node,33192,31826,7,
edron|runes~carpet:,node,33199,31818,7,
edron|runes~carpet:,node,33203,31808,7,
edron|runes~carpet:,node,33203,31795,7,
edron|runes~carpet:,node,33208,31789,7,
edron|runes~carpet:,ladder,33208,31789,7,
edron|runes~carpet:,node,33215,31789,6,
edron|runes~carpet:,node,33210,31783,6,
edron|runes~carpet:,node,33202,31783,6,
edron|runes~carpet:,node,33195,31785,6,
edron|runes~carpet:,ladder,33195,31785,6,
edron|runes~carpet:,ladder,33192,31781,5,
edron|runes~carpet:,ladder,33189,31785,4,
edron|runes~carpet:,node,33193,31783,3,
edron|runes~carpet:,stand,33193,31783,3,

# --- edron|food~carpet: (24 waypoints) ---
edron|food~carpet:,stand,33258,31840,5,
edron|food~carpet:,node,33248,31841,6,
edron|food~carpet:,stand,33247,31841,6,
edron|food~carpet:,node,33236,31841,7,
edron|food~carpet:,node,33224,31840,7,
edron|food~carpet:,node,33216,31842,7,
edron|food~carpet:,node,33207,31844,7,
edron|food~carpet:,node,33198,31842,7,
edron|food~carpet:,node,33192,31835,7,
edron|food~carpet:,node,33192,31826,7,
edron|food~carpet:,node,33199,31818,7,
edron|food~carpet:,node,33203,31808,7,
edron|food~carpet:,node,33203,31795,7,
edron|food~carpet:,node,33208,31789,7,
edron|food~carpet:,ladder,33208,31789,7,
edron|food~carpet:,node,33215,31789,6,
edron|food~carpet:,node,33210,31783,6,
edron|food~carpet:,node,33202,31783,6,
edron|food~carpet:,node,33195,31785,6,
edron|food~carpet:,ladder,33195,31785,6,
edron|food~carpet:,ladder,33192,31781,5,
edron|food~carpet:,ladder,33189,31785,4,
edron|food~carpet:,node,33193,31783,3,
edron|food~carpet:,stand,33193,31783,3,

# --- edron|potions~carpet: (24 waypoints) ---
edron|potions~carpet:,stand,33255,31838,7,
edron|potions~carpet:,node,33248,31841,6,
edron|potions~carpet:,stand,33247,31841,6,
edron|potions~carpet:,node,33236,31841,7,
edron|potions~carpet:,node,33224,31840,7,
edron|potions~carpet:,node,33216,31842,7,
edron|potions~carpet:,node,33207,31844,7,
edron|potions~carpet:,node,33198,31842,7,
edron|potions~carpet:,node,33192,31835,7,
edron|potions~carpet:,node,33192,31826,7,
edron|potions~carpet:,node,33199,31818,7,
edron|potions~carpet:,node,33203,31808,7,
edron|potions~carpet:,node,33203,31795,7,
edron|potions~carpet:,node,33208,31789,7,
edron|potions~carpet:,ladder,33208,31789,7,
edron|potions~carpet:,node,33215,31789,6,
edron|potions~carpet:,node,33210,31783,6,
edron|potions~carpet:,node,33202,31783,6,
edron|potions~carpet:,node,33195,31785,6,
edron|potions~carpet:,ladder,33195,31785,6,
edron|potions~carpet:,ladder,33192,31781,5,
edron|potions~carpet:,ladder,33189,31785,4,
edron|potions~carpet:,node,33193,31783,3,
edron|potions~carpet:,stand,33193,31783,3,

# --- edron|bridge~carpet: (16 waypoints) ---
edron|bridge~carpet:,node,33210,31815,8,
edron|bridge~carpet:,stand,33210,31814,8,
edron|bridge~carpet:,node,33204,31814,7,
edron|bridge~carpet:,node,33204,31803,7,
edron|bridge~carpet:,node,33204,31793,7,
edron|bridge~carpet:,node,33208,31789,7,
edron|bridge~carpet:,ladder,33208,31789,7,
edron|bridge~carpet:,node,33215,31789,6,
edron|bridge~carpet:,node,33210,31783,6,
edron|bridge~carpet:,node,33202,31783,6,
edron|bridge~carpet:,node,33195,31785,6,
edron|bridge~carpet:,ladder,33195,31785,6,
edron|bridge~carpet:,ladder,33192,31781,5,
edron|bridge~carpet:,ladder,33189,31785,4,
edron|bridge~carpet:,node,33193,31783,3,
edron|bridge~carpet:,stand,33193,31783,3,

# --- edron|towers~depot: (19 waypoints) ---
edron|towers~depot:,stand,33255,31838,7,
edron|towers~depot:,node,33248,31841,6,
edron|towers~depot:,stand,33247,31841,6,
edron|towers~depot:,node,33239,31841,7,
edron|towers~depot:,node,33230,31841,7,
edron|towers~depot:,node,33221,31841,7,
edron|towers~depot:,node,33213,31842,7,
edron|towers~depot:,node,33204,31843,7,
edron|towers~depot:,node,33197,31840,7,
edron|towers~depot:,node,33193,31836,7,
edron|towers~depot:,node,33191,31829,7,
edron|towers~depot:,node,33190,31821,7,
edron|towers~depot:,node,33182,31819,7,
edron|towers~depot:,node,33174,31817,7,
edron|towers~depot:,node,33169,31813,7,
edron|towers~depot:,stand,33169,31812,7,
edron|towers~depot:,node,33171,31808,8,
edron|towers~depot:,node,33168,31800,8,
edron|towers~depot:,stand,33168,31800,8,

# --- edron|depot~depot: (7 waypoints) ---
edron|depot~depot:,node,33167,31808,10,
edron|depot~depot:,stand,33166,31808,10,
edron|depot~depot:,stand,33167,31808,9,
edron|depot~depot:,node,33169,31811,7,
edron|depot~depot:,stand,33169,31812,7,
edron|depot~depot:,node,33168,31800,8,
edron|depot~depot:,stand,33168,31800,8,

# --- edron|boat~depot: (19 waypoints) ---
edron|boat~depot:,node,33175,31774,6,
edron|boat~depot:,stand,33175,31775,6,
edron|boat~depot:,node,33183,31777,7,
edron|boat~depot:,node,33191,31781,7,
edron|boat~depot:,node,33191,31790,7,
edron|boat~depot:,node,33201,31793,7,
edron|boat~depot:,node,33201,31801,7,
edron|boat~depot:,node,33201,31809,7,
edron|boat~depot:,node,33201,31817,7,
edron|boat~depot:,node,33193,31819,7,
edron|boat~depot:,node,33183,31819,7,
edron|boat~depot:,node,33174,31818,7,
edron|boat~depot:,node,33169,31813,7,
edron|boat~depot:,stand,33169,31812,7,
edron|boat~depot:,node,33173,31813,8,
edron|boat~depot:,node,33173,31807,8,
edron|boat~depot:,node,33168,31804,8,
edron|boat~depot:,node,33168,31800,8,
edron|boat~depot:,stand,33168,31800,8,

# --- edron|bank~depot: (8 waypoints) ---
edron|bank~depot:,node,33172,31807,7,
edron|bank~depot:,node,33169,31811,7,
edron|bank~depot:,stand,33169,31812,7,
edron|bank~depot:,node,33173,31813,8,
edron|bank~depot:,node,33173,31807,8,
edron|bank~depot:,node,33168,31804,8,
edron|bank~depot:,node,33168,31800,8,
edron|bank~depot:,stand,33168,31800,8,

# --- edron|trainers~depot: (14 waypoints) ---
edron|trainers~depot:,node,33187,31790,7,
edron|trainers~depot:,node,33200,31792,7,
edron|trainers~depot:,node,33200,31801,7,
edron|trainers~depot:,node,33200,31810,7,
edron|trainers~depot:,node,33198,31818,7,
edron|trainers~depot:,node,33187,31818,7,
edron|trainers~depot:,node,33176,31818,7,
edron|trainers~depot:,node,33169,31813,7,
edron|trainers~depot:,stand,33169,31812,7,
edron|trainers~depot:,node,33173,31813,8,
edron|trainers~depot:,node,33173,31807,8,
edron|trainers~depot:,node,33168,31804,8,
edron|trainers~depot:,node,33168,31800,8,
edron|trainers~depot:,stand,33168,31800,8,

# --- edron|temple~depot: (13 waypoints) ---
edron|temple~depot:,node,33210,31815,8,
edron|temple~depot:,stand,33210,31814,8,
edron|temple~depot:,node,33203,31815,7,
edron|temple~depot:,node,33197,31818,7,
edron|temple~depot:,node,33187,31818,7,
edron|temple~depot:,node,33177,31818,7,
edron|temple~depot:,node,33169,31813,7,
edron|temple~depot:,stand,33169,31812,7,
edron|temple~depot:,node,33173,31813,8,
edron|temple~depot:,node,33173,31807,8,
edron|temple~depot:,node,33168,31804,8,
edron|temple~depot:,node,33168,31800,8,
edron|temple~depot:,stand,33168,31800,8,

# --- edron|loot~depot: (15 waypoints) ---
edron|loot~depot:,node,33209,31797,6,
edron|loot~depot:,node,33209,31804,6,
edron|loot~depot:,node,33209,31811,6,
edron|loot~depot:,node,33209,31817,6,
edron|loot~depot:,stand,33209,31818,6,
edron|loot~depot:,node,33202,31819,7,
edron|loot~depot:,node,33190,31818,7,
edron|loot~depot:,node,33176,31818,7,
edron|loot~depot:,node,33169,31813,7,
edron|loot~depot:,stand,33169,31812,7,
edron|loot~depot:,node,33173,31813,8,
edron|loot~depot:,node,33173,31807,8,
edron|loot~depot:,node,33168,31804,8,
edron|loot~depot:,node,33168,31800,8,
edron|loot~depot:,stand,33168,31800,8,

# --- edron|ammo~depot: (15 waypoints) ---
edron|ammo~depot:,node,33209,31797,6,
edron|ammo~depot:,node,33209,31804,6,
edron|ammo~depot:,node,33209,31811,6,
edron|ammo~depot:,node,33209,31817,6,
edron|ammo~depot:,stand,33209,31818,6,
edron|ammo~depot:,node,33202,31819,7,
edron|ammo~depot:,node,33190,31818,7,
edron|ammo~depot:,node,33176,31818,7,
edron|ammo~depot:,node,33169,31813,7,
edron|ammo~depot:,stand,33169,31812,7,
edron|ammo~depot:,node,33173,31813,8,
edron|ammo~depot:,node,33173,31807,8,
edron|ammo~depot:,node,33168,31804,8,
edron|ammo~depot:,node,33168,31800,8,
edron|ammo~depot:,stand,33168,31800,8,

# --- edron|runes~depot: (20 waypoints) ---
edron|runes~depot:,stand,33255,31842,3,
edron|runes~depot:,stand,33257,31842,4,
edron|runes~depot:,stand,33258,31840,5,
edron|runes~depot:,node,33248,31841,6,
edron|runes~depot:,stand,33247,31841,6,
edron|runes~depot:,node,33236,31841,7,
edron|runes~depot:,node,33224,31840,7,
edron|runes~depot:,node,33215,31842,7,
edron|runes~depot:,node,33205,31843,7,
edron|runes~depot:,node,33196,31840,7,
edron|runes~depot:,node,33191,31831,7,
edron|runes~depot:,node,33188,31820,7,
edron|runes~depot:,node,33176,31818,7,
edron|runes~depot:,node,33169,31813,7,
edron|runes~depot:,stand,33169,31812,7,
edron|runes~depot:,node,33173,31813,8,
edron|runes~depot:,node,33173,31807,8,
edron|runes~depot:,node,33168,31804,8,
edron|runes~depot:,node,33168,31800,8,
edron|runes~depot:,stand,33168,31800,8,

# --- edron|food~depot: (18 waypoints) ---
edron|food~depot:,stand,33258,31840,5,
edron|food~depot:,node,33248,31841,6,
edron|food~depot:,stand,33247,31841,6,
edron|food~depot:,node,33236,31841,7,
edron|food~depot:,node,33224,31840,7,
edron|food~depot:,node,33215,31842,7,
edron|food~depot:,node,33205,31843,7,
edron|food~depot:,node,33196,31840,7,
edron|food~depot:,node,33191,31831,7,
edron|food~depot:,node,33188,31820,7,
edron|food~depot:,node,33176,31818,7,
edron|food~depot:,node,33169,31813,7,
edron|food~depot:,stand,33169,31812,7,
edron|food~depot:,node,33173,31813,8,
edron|food~depot:,node,33173,31807,8,
edron|food~depot:,node,33168,31804,8,
edron|food~depot:,node,33168,31800,8,
edron|food~depot:,stand,33168,31800,8,

# --- edron|potions~depot: (18 waypoints) ---
edron|potions~depot:,stand,33255,31838,7,
edron|potions~depot:,node,33248,31841,6,
edron|potions~depot:,stand,33247,31841,6,
edron|potions~depot:,node,33236,31841,7,
edron|potions~depot:,node,33224,31840,7,
edron|potions~depot:,node,33215,31842,7,
edron|potions~depot:,node,33205,31843,7,
edron|potions~depot:,node,33196,31840,7,
edron|potions~depot:,node,33191,31831,7,
edron|potions~depot:,node,33188,31820,7,
edron|potions~depot:,node,33176,31818,7,
edron|potions~depot:,node,33169,31813,7,
edron|potions~depot:,stand,33169,31812,7,
edron|potions~depot:,node,33173,31813,8,
edron|potions~depot:,node,33173,31807,8,
edron|potions~depot:,node,33168,31804,8,
edron|potions~depot:,node,33168,31800,8,
edron|potions~depot:,stand,33168,31800,8,

# --- edron|carpet~depot: (21 waypoints) ---
edron|carpet~depot:,stand,33189,31785,3,
edron|carpet~depot:,stand,33191,31781,4,
edron|carpet~depot:,stand,33195,31785,5,
edron|carpet~depot:,node,33200,31783,6,
edron|carpet~depot:,node,33209,31783,6,
edron|carpet~depot:,node,33214,31788,6,
edron|carpet~depot:,node,33208,31788,6,
edron|carpet~depot:,stand,33208,31789,6,
edron|carpet~depot:,node,33202,31794,7,
edron|carpet~depot:,node,33202,31803,7,
edron|carpet~depot:,node,33202,31812,7,
edron|carpet~depot:,node,33197,31819,7,
edron|carpet~depot:,node,33187,31819,7,
edron|carpet~depot:,node,33177,31819,7,
edron|carpet~depot:,node,33169,31813,7,
edron|carpet~depot:,stand,33169,31812,7,
edron|carpet~depot:,node,33173,31813,8,
edron|carpet~depot:,node,33173,31807,8,
edron|carpet~depot:,node,33168,31804,8,
edron|carpet~depot:,node,33168,31800,8,
edron|carpet~depot:,stand,33168,31800,8,

# --- edron|bridge~depot: (19 waypoints) ---
edron|bridge~depot:,node,33243,31817,7,
edron|bridge~depot:,node,33243,31824,7,
edron|bridge~depot:,node,33236,31828,7,
edron|bridge~depot:,node,33236,31834,7,
edron|bridge~depot:,node,33232,31839,7,
edron|bridge~depot:,node,33217,31840,7,
edron|bridge~depot:,node,33207,31844,7,
edron|bridge~depot:,node,33196,31840,7,
edron|bridge~depot:,node,33191,31832,7,
edron|bridge~depot:,node,33191,31821,7,
edron|bridge~depot:,node,33184,31819,7,
edron|bridge~depot:,node,33176,31818,7,
edron|bridge~depot:,node,33169,31813,7,
edron|bridge~depot:,stand,33169,31812,7,
edron|bridge~depot:,node,33173,31813,8,
edron|bridge~depot:,node,33173,31807,8,
edron|bridge~depot:,node,33168,31804,8,
edron|bridge~depot:,node,33168,31800,8,
edron|bridge~depot:,stand,33168,31800,8,

# --- depot|edron|1: (1 waypoints) ---
depot|edron|1:,node,33164,31799,8,

# --- depot|edron|2: (1 waypoints) ---
depot|edron|2:,node,33172,31799,8,

# --- edron|towers~trainers: (21 waypoints) ---
edron|towers~trainers:,stand,33255,31838,7,
edron|towers~trainers:,node,33248,31841,6,
edron|towers~trainers:,stand,33247,31841,6,
edron|towers~trainers:,node,33239,31841,7,
edron|towers~trainers:,node,33230,31841,7,
edron|towers~trainers:,node,33221,31841,7,
edron|towers~trainers:,node,33213,31842,7,
edron|towers~trainers:,node,33204,31843,7,
edron|towers~trainers:,node,33197,31840,7,
edron|towers~trainers:,node,33193,31836,7,
edron|towers~trainers:,node,33192,31830,7,
edron|towers~trainers:,node,33192,31824,7,
edron|towers~trainers:,node,33196,31819,7,
edron|towers~trainers:,node,33200,31814,7,
edron|towers~trainers:,node,33200,31807,7,
edron|towers~trainers:,node,33200,31800,7,
edron|towers~trainers:,node,33200,31793,7,
edron|towers~trainers:,node,33193,31791,7,
edron|towers~trainers:,node,33186,31790,7,
edron|towers~trainers:,node,33179,31790,7,
edron|towers~trainers:,stand,33179,31790,7,

# --- edron|trainers~trainers: (2 waypoints) ---
edron|trainers~trainers:,node,33179,31790,7,
edron|trainers~trainers:,stand,33179,31790,7,

# --- edron|boat~trainers: (7 waypoints) ---
edron|boat~trainers:,node,33175,31774,6,
edron|boat~trainers:,stand,33175,31775,6,
edron|boat~trainers:,node,33184,31777,7,
edron|boat~trainers:,node,33191,31780,7,
edron|boat~trainers:,node,33191,31789,7,
edron|boat~trainers:,node,33179,31790,7,
edron|boat~trainers:,stand,33179,31790,7,

# --- edron|loot~trainers: (7 waypoints) ---
edron|loot~trainers:,node,33209,31797,6,
edron|loot~trainers:,node,33208,31790,6,
edron|loot~trainers:,stand,33208,31789,6,
edron|loot~trainers:,node,33200,31790,7,
edron|loot~trainers:,node,33189,31790,7,
edron|loot~trainers:,node,33179,31790,7,
edron|loot~trainers:,stand,33179,31790,7,

# --- edron|ammo~trainers: (7 waypoints) ---
edron|ammo~trainers:,node,33209,31797,6,
edron|ammo~trainers:,node,33208,31790,6,
edron|ammo~trainers:,stand,33208,31789,6,
edron|ammo~trainers:,node,33200,31790,7,
edron|ammo~trainers:,node,33189,31790,7,
edron|ammo~trainers:,node,33179,31790,7,
edron|ammo~trainers:,stand,33179,31790,7,

# --- edron|temple~trainers: (8 waypoints) ---
edron|temple~trainers:,node,33210,31815,8,
edron|temple~trainers:,stand,33210,31814,8,
edron|temple~trainers:,node,33202,31814,7,
edron|temple~trainers:,node,33202,31802,7,
edron|temple~trainers:,node,33200,31792,7,
edron|temple~trainers:,node,33190,31790,7,
edron|temple~trainers:,node,33179,31790,7,
edron|temple~trainers:,stand,33179,31790,7,

# --- edron|bank~trainers: (12 waypoints) ---
edron|bank~trainers:,node,33171,31808,7,
edron|bank~trainers:,node,33172,31816,7,
edron|bank~trainers:,node,33178,31818,7,
edron|bank~trainers:,node,33186,31818,7,
edron|bank~trainers:,node,33194,31818,7,
edron|bank~trainers:,node,33200,31817,7,
edron|bank~trainers:,node,33200,31809,7,
edron|bank~trainers:,node,33200,31800,7,
edron|bank~trainers:,node,33200,31792,7,
edron|bank~trainers:,node,33189,31790,7,
edron|bank~trainers:,node,33179,31790,7,
edron|bank~trainers:,stand,33179,31790,7,

# --- edron|depot~trainers: (13 waypoints) ---
edron|depot~trainers:,stand,33166,31808,10,
edron|depot~trainers:,stand,33167,31808,9,
edron|depot~trainers:,node,33166,31812,8,
edron|depot~trainers:,stand,33167,31812,8,
edron|depot~trainers:,node,33170,31817,7,
edron|depot~trainers:,node,33180,31818,7,
edron|depot~trainers:,node,33193,31818,7,
edron|depot~trainers:,node,33200,31815,7,
edron|depot~trainers:,node,33200,31803,7,
edron|depot~trainers:,node,33200,31792,7,
edron|depot~trainers:,node,33190,31790,7,
edron|depot~trainers:,node,33179,31790,7,
edron|depot~trainers:,stand,33179,31790,7,

# --- edron|bridge~trainers: (17 waypoints) ---
edron|bridge~trainers:,node,33243,31815,7,
edron|bridge~trainers:,node,33242,31822,7,
edron|bridge~trainers:,node,33237,31827,7,
edron|bridge~trainers:,node,33235,31835,7,
edron|bridge~trainers:,node,33228,31839,7,
edron|bridge~trainers:,node,33218,31841,7,
edron|bridge~trainers:,node,33210,31843,7,
edron|bridge~trainers:,node,33201,31843,7,
edron|bridge~trainers:,node,33194,31837,7,
edron|bridge~trainers:,node,33191,31828,7,
edron|bridge~trainers:,node,33196,31819,7,
edron|bridge~trainers:,node,33200,31811,7,
edron|bridge~trainers:,node,33200,31801,7,
edron|bridge~trainers:,node,33200,31792,7,
edron|bridge~trainers:,node,33190,31790,7,
edron|bridge~trainers:,node,33179,31790,7,
edron|bridge~trainers:,stand,33179,31790,7,

# --- edron|runes~trainers: (17 waypoints) ---
edron|runes~trainers:,stand,33255,31842,3,
edron|runes~trainers:,stand,33257,31842,4,
edron|runes~trainers:,stand,33258,31840,5,
edron|runes~trainers:,node,33248,31841,6,
edron|runes~trainers:,stand,33247,31841,6,
edron|runes~trainers:,node,33234,31841,7,
edron|runes~trainers:,node,33219,31840,7,
edron|runes~trainers:,node,33207,31843,7,
edron|runes~trainers:,node,33196,31840,7,
edron|runes~trainers:,node,33192,31829,7,
edron|runes~trainers:,node,33195,31819,7,
edron|runes~trainers:,node,33200,31812,7,
edron|runes~trainers:,node,33200,31802,7,
edron|runes~trainers:,node,33199,31792,7,
edron|runes~trainers:,node,33189,31790,7,
edron|runes~trainers:,node,33179,31790,7,
edron|runes~trainers:,stand,33179,31790,7,

# --- edron|food~trainers: (15 waypoints) ---
edron|food~trainers:,stand,33258,31840,5,
edron|food~trainers:,node,33248,31841,6,
edron|food~trainers:,stand,33247,31841,6,
edron|food~trainers:,node,33234,31841,7,
edron|food~trainers:,node,33219,31840,7,
edron|food~trainers:,node,33207,31843,7,
edron|food~trainers:,node,33196,31840,7,
edron|food~trainers:,node,33192,31829,7,
edron|food~trainers:,node,33195,31819,7,
edron|food~trainers:,node,33200,31812,7,
edron|food~trainers:,node,33200,31802,7,
edron|food~trainers:,node,33199,31792,7,
edron|food~trainers:,node,33189,31790,7,
edron|food~trainers:,node,33179,31790,7,
edron|food~trainers:,stand,33179,31790,7,

# --- edron|potions~trainers: (15 waypoints) ---
edron|potions~trainers:,stand,33255,31838,7,
edron|potions~trainers:,node,33248,31841,6,
edron|potions~trainers:,stand,33247,31841,6,
edron|potions~trainers:,node,33234,31841,7,
edron|potions~trainers:,node,33219,31840,7,
edron|potions~trainers:,node,33207,31843,7,
edron|potions~trainers:,node,33196,31840,7,
edron|potions~trainers:,node,33192,31829,7,
edron|potions~trainers:,node,33195,31819,7,
edron|potions~trainers:,node,33200,31812,7,
edron|potions~trainers:,node,33200,31802,7,
edron|potions~trainers:,node,33199,31792,7,
edron|potions~trainers:,node,33189,31790,7,
edron|potions~trainers:,node,33179,31790,7,
edron|potions~trainers:,stand,33179,31790,7,

# --- edron|carpet~trainers: (11 waypoints) ---
edron|carpet~trainers:,stand,33189,31785,3,
edron|carpet~trainers:,stand,33192,31781,4,
edron|carpet~trainers:,stand,33195,31785,5,
edron|carpet~trainers:,node,33200,31783,6,
edron|carpet~trainers:,node,33210,31783,6,
edron|carpet~trainers:,node,33208,31788,6,
edron|carpet~trainers:,stand,33208,31789,6,
edron|carpet~trainers:,node,33198,31790,7,
edron|carpet~trainers:,node,33189,31790,7,
edron|carpet~trainers:,node,33179,31790,7,
edron|carpet~trainers:,stand,33179,31790,7,

# --- edron|towers~loot: (21 waypoints) ---
edron|towers~loot:,stand,33255,31838,7,
edron|towers~loot:,node,33248,31841,6,
edron|towers~loot:,stand,33247,31841,6,
edron|towers~loot:,node,33239,31841,7,
edron|towers~loot:,node,33230,31841,7,
edron|towers~loot:,node,33221,31841,7,
edron|towers~loot:,node,33213,31842,7,
edron|towers~loot:,node,33204,31843,7,
edron|towers~loot:,node,33197,31840,7,
edron|towers~loot:,node,33193,31836,7,
edron|towers~loot:,node,33192,31830,7,
edron|towers~loot:,node,33192,31824,7,
edron|towers~loot:,node,33197,31819,7,
edron|towers~loot:,node,33203,31819,7,
edron|towers~loot:,node,33209,31819,7,
edron|towers~loot:,stand,33209,31818,7,
edron|towers~loot:,node,33209,31812,6,
edron|towers~loot:,node,33209,31805,6,
edron|towers~loot:,node,33209,31798,6,
edron|towers~loot:,node,33213,31796,6,
edron|towers~loot:,stand,33213,31796,6,

# --- edron|loot~loot: (2 waypoints) ---
