source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- liberty bay|boat~boat: (2 waypoints) ---
liberty bay|meriana.exit~west.exit:,node,32312,32717,7,
liberty bay|meriana.exit~west.exit:,node,32309,32724,7,
liberty bay|meriana.exit~west.exit:,node,32304,32733,7,
liberty bay|meriana.exit~west.exit:,node,32299,32742,7,
liberty bay|meriana.exit~west.exit:,node,32293,32749,7,
liberty bay|meriana.exit~west.exit:,node,32288,32754,7,
liberty bay|meriana.exit~west.exit:,node,32287,32763,7,
liberty bay|meriana.exit~west.exit:,node,32286,32771,7,
liberty bay|meriana.exit~west.exit:,node,32284,32780,7,
liberty bay|meriana.exit~west.exit:,node,32284,32788,7,
liberty bay|meriana.exit~west.exit:,node,32284,32796,7,
liberty bay|meriana.exit~west.exit:,node,32289,32800,7,
liberty bay|meriana.exit~west.exit:,node,32289,32806,7,
liberty bay|meriana.exit~west.exit:,node,32289,32812,7,
liberty bay|meriana.exit~west.exit:,node,32284,32814,7,
liberty bay|meriana.exit~west.exit:,node,32276,32814,7,
liberty bay|meriana.exit~west.exit:,node,32270,32814,7,
liberty bay|meriana.exit~west.exit:,node,32265,32817,7,

# --- liberty bay|bank~tools: (8 waypoints) ---
liberty bay|bank~tools:,node,32328,32835,7,
liberty bay|bank~tools:,node,32321,32834,7,
liberty bay|bank~tools:,node,32314,32833,7,
liberty bay|bank~tools:,node,32310,32828,7,
liberty bay|bank~tools:,node,32302,32827,7,
liberty bay|bank~tools:,node,32293,32827,7,
liberty bay|bank~tools:,node,32285,32827,7,
liberty bay|bank~tools:,node,32280,32826,7,

# --- liberty bay|tools~depot: (1 waypoints) ---
liberty bay|tools~depot:,node,32280,32824,7,

# --- liberty bay|trainers~boat: (38 waypoints) ---
liberty bay|trainers~boat:,node,32395,32815,2,
liberty bay|trainers~boat:,stand,32400,32812,2,
liberty bay|trainers~boat:,stand,32398,32811,3,
liberty bay|trainers~boat:,node,32401,32816,4,
liberty bay|trainers~boat:,node,32409,32817,4,
liberty bay|trainers~boat:,node,32409,32807,4,
liberty bay|trainers~boat:,stand,32409,32806,4,
liberty bay|trainers~boat:,node,32406,32801,5,
liberty bay|trainers~boat:,node,32398,32801,5,
liberty bay|trainers~boat:,node,32391,32801,5,
liberty bay|trainers~boat:,stand,32391,32802,5,
liberty bay|trainers~boat:,node,32388,32808,6,
liberty bay|trainers~boat:,node,32387,32812,6,
liberty bay|trainers~boat:,node,32383,32816,6,
liberty bay|trainers~boat:,stand,32383,32815,6,
liberty bay|trainers~boat:,node,32372,32814,7,
liberty bay|trainers~boat:,node,32364,32815,7,
liberty bay|trainers~boat:,node,32355,32815,7,
liberty bay|trainers~boat:,node,32347,32815,7,
liberty bay|trainers~boat:,node,32341,32816,7,
liberty bay|trainers~boat:,node,32340,32823,7,
liberty bay|trainers~boat:,node,32335,32827,7,
liberty bay|trainers~boat:,node,32327,32827,7,
liberty bay|trainers~boat:,node,32322,32831,7,
liberty bay|trainers~boat:,node,32316,32835,7,
liberty bay|trainers~boat:,node,32311,32839,7,
liberty bay|trainers~boat:,node,32311,32848,7,
liberty bay|trainers~boat:,node,32311,32857,7,
liberty bay|trainers~boat:,node,32308,32862,7,
liberty bay|trainers~boat:,node,32306,32868,7,
liberty bay|trainers~boat:,ladder,32306,32868,7,
liberty bay|trainers~boat:,node,32297,32873,6,
liberty bay|trainers~boat:,node,32285,32874,6,
liberty bay|trainers~boat:,node,32278,32879,6,
liberty bay|trainers~boat:,node,32278,32887,6,
liberty bay|trainers~boat:,node,32280,32893,6,
liberty bay|trainers~boat:,node,32284,32893,6,
liberty bay|trainers~boat:,stand,32285,32892,6,

# --- liberty bay|bank~boat: (16 waypoints) ---
liberty bay|bank~boat:,node,32328,32835,7,
liberty bay|bank~boat:,node,32322,32837,7,
liberty bay|bank~boat:,node,32316,32839,7,
liberty bay|bank~boat:,node,32311,32841,7,
liberty bay|bank~boat:,node,32311,32849,7,
liberty bay|bank~boat:,node,32311,32857,7,
liberty bay|bank~boat:,node,32307,32862,7,
liberty bay|bank~boat:,node,32306,32868,7,
liberty bay|bank~boat:,ladder,32306,32868,7,
liberty bay|bank~boat:,node,32300,32873,6,
liberty bay|bank~boat:,node,32289,32873,6,
liberty bay|bank~boat:,node,32277,32873,6,
liberty bay|bank~boat:,node,32277,32883,6,
liberty bay|bank~boat:,node,32277,32893,6,
liberty bay|bank~boat:,node,32284,32893,6,
liberty bay|bank~boat:,stand,32284,32893,6,

# --- liberty bay|depot~boat: (20 waypoints) ---
liberty bay|depot~boat:,node,32335,32837,7,
liberty bay|depot~boat:,stand,32336,32838,7,
liberty bay|depot~boat:,node,32336,32839,6,
liberty bay|depot~boat:,stand,32336,32838,6,
liberty bay|depot~boat:,node,32328,32835,7,
liberty bay|depot~boat:,node,32322,32837,7,
liberty bay|depot~boat:,node,32316,32839,7,
liberty bay|depot~boat:,node,32311,32841,7,
liberty bay|depot~boat:,node,32311,32849,7,
liberty bay|depot~boat:,node,32311,32857,7,
liberty bay|depot~boat:,node,32307,32862,7,
liberty bay|depot~boat:,node,32306,32868,7,
liberty bay|depot~boat:,ladder,32306,32868,7,
liberty bay|depot~boat:,node,32300,32873,6,
liberty bay|depot~boat:,node,32289,32873,6,
liberty bay|depot~boat:,node,32277,32873,6,
liberty bay|depot~boat:,node,32277,32883,6,
liberty bay|depot~boat:,node,32277,32893,6,
liberty bay|depot~boat:,node,32284,32893,6,
liberty bay|depot~boat:,stand,32284,32893,6,

# --- liberty bay|temple~boat: (14 waypoints) ---
liberty bay|temple~boat:,stand,32314,32821,6,
liberty bay|temple~boat:,node,32317,32828,7,
liberty bay|temple~boat:,node,32312,32837,7,
liberty bay|temple~boat:,node,32311,32845,7,
liberty bay|temple~boat:,node,32311,32854,7,
liberty bay|temple~boat:,node,32309,32861,7,
liberty bay|temple~boat:,node,32306,32868,7,
liberty bay|temple~boat:,ladder,32306,32868,7,
liberty bay|temple~boat:,node,32297,32873,6,
liberty bay|temple~boat:,node,32285,32873,6,
liberty bay|temple~boat:,node,32276,32882,6,
liberty bay|temple~boat:,node,32276,32893,6,
liberty bay|temple~boat:,node,32284,32893,6,
liberty bay|temple~boat:,stand,32284,32893,6,

# --- liberty bay|runes~boat: (18 waypoints) ---
liberty bay|runes~boat:,node,32347,32815,7,
liberty bay|runes~boat:,node,32340,32815,7,
liberty bay|runes~boat:,node,32340,32826,7,
liberty bay|runes~boat:,node,32332,32827,7,
liberty bay|runes~boat:,node,32324,32828,7,
liberty bay|runes~boat:,node,32322,32834,7,
liberty bay|runes~boat:,node,32318,32839,7,
liberty bay|runes~boat:,node,32311,32841,7,
liberty bay|runes~boat:,node,32311,32850,7,
liberty bay|runes~boat:,node,32311,32859,7,
liberty bay|runes~boat:,node,32306,32868,7,
liberty bay|runes~boat:,ladder,32306,32868,7,
liberty bay|runes~boat:,node,32298,32873,6,
liberty bay|runes~boat:,node,32284,32873,6,
liberty bay|runes~boat:,node,32276,32880,6,
liberty bay|runes~boat:,node,32276,32893,6,
liberty bay|runes~boat:,node,32284,32893,6,
liberty bay|runes~boat:,stand,32284,32893,6,

# --- liberty bay|potions~boat: (18 waypoints) ---
liberty bay|potions~boat:,node,32347,32815,7,
liberty bay|potions~boat:,node,32340,32815,7,
liberty bay|potions~boat:,node,32340,32826,7,
liberty bay|potions~boat:,node,32332,32827,7,
liberty bay|potions~boat:,node,32324,32828,7,
liberty bay|potions~boat:,node,32322,32834,7,
liberty bay|potions~boat:,node,32318,32839,7,
liberty bay|potions~boat:,node,32311,32841,7,
liberty bay|potions~boat:,node,32311,32850,7,
liberty bay|potions~boat:,node,32311,32859,7,
liberty bay|potions~boat:,node,32306,32868,7,
liberty bay|potions~boat:,ladder,32306,32868,7,
liberty bay|potions~boat:,node,32298,32873,6,
liberty bay|potions~boat:,node,32284,32873,6,
liberty bay|potions~boat:,node,32276,32880,6,
liberty bay|potions~boat:,node,32276,32893,6,
liberty bay|potions~boat:,node,32284,32893,6,
liberty bay|potions~boat:,stand,32284,32893,6,

# --- liberty bay|ammo~boat: (15 waypoints) ---
liberty bay|ammo~boat:,node,32300,32826,7,
liberty bay|ammo~boat:,node,32309,32827,7,
liberty bay|ammo~boat:,node,32311,32836,7,
liberty bay|ammo~boat:,node,32311,32846,7,
liberty bay|ammo~boat:,node,32311,32856,7,
liberty bay|ammo~boat:,node,32308,32862,7,
liberty bay|ammo~boat:,node,32306,32868,7,
liberty bay|ammo~boat:,ladder,32306,32868,7,
liberty bay|ammo~boat:,node,32297,32873,6,
liberty bay|ammo~boat:,node,32286,32873,6,
liberty bay|ammo~boat:,node,32276,32873,6,
liberty bay|ammo~boat:,node,32276,32883,6,
liberty bay|ammo~boat:,node,32276,32893,6,
liberty bay|ammo~boat:,node,32284,32893,6,
liberty bay|ammo~boat:,stand,32284,32893,6,

# --- liberty bay|loot~boat: (15 waypoints) ---
liberty bay|loot~boat:,node,32300,32826,7,
liberty bay|loot~boat:,node,32309,32827,7,
liberty bay|loot~boat:,node,32311,32836,7,
liberty bay|loot~boat:,node,32311,32846,7,
liberty bay|loot~boat:,node,32311,32856,7,
liberty bay|loot~boat:,node,32308,32862,7,
liberty bay|loot~boat:,node,32306,32868,7,
liberty bay|loot~boat:,ladder,32306,32868,7,
liberty bay|loot~boat:,node,32297,32873,6,
liberty bay|loot~boat:,node,32286,32873,6,
liberty bay|loot~boat:,node,32276,32873,6,
liberty bay|loot~boat:,node,32276,32883,6,
liberty bay|loot~boat:,node,32276,32893,6,
liberty bay|loot~boat:,node,32284,32893,6,
liberty bay|loot~boat:,stand,32284,32893,6,

# --- liberty bay|food~boat: (14 waypoints) ---
liberty bay|food~boat:,node,32303,32837,7,
liberty bay|food~boat:,node,32309,32841,7,
liberty bay|food~boat:,node,32311,32847,7,
liberty bay|food~boat:,node,32311,32857,7,
liberty bay|food~boat:,node,32308,32862,7,
liberty bay|food~boat:,node,32306,32868,7,
liberty bay|food~boat:,ladder,32306,32868,7,
liberty bay|food~boat:,node,32299,32873,6,
liberty bay|food~boat:,node,32287,32873,6,
liberty bay|food~boat:,node,32277,32873,6,
liberty bay|food~boat:,node,32277,32884,6,
liberty bay|food~boat:,node,32277,32893,6,
liberty bay|food~boat:,node,32284,32893,6,
liberty bay|food~boat:,stand,32284,32893,6,

# --- liberty bay|depot~depot: (2 waypoints) ---
liberty bay|depot~depot:,node,32335,32837,7,
liberty bay|depot~depot:,stand,32336,32838,7,

# --- liberty bay|trainers~depot: (25 waypoints) ---
liberty bay|trainers~depot:,node,32395,32815,2,
liberty bay|trainers~depot:,stand,32400,32812,2,
liberty bay|trainers~depot:,stand,32398,32811,3,
liberty bay|trainers~depot:,node,32401,32816,4,
liberty bay|trainers~depot:,node,32409,32817,4,
liberty bay|trainers~depot:,node,32409,32807,4,
liberty bay|trainers~depot:,stand,32409,32806,4,
liberty bay|trainers~depot:,node,32406,32801,5,
liberty bay|trainers~depot:,node,32398,32801,5,
liberty bay|trainers~depot:,node,32391,32801,5,
liberty bay|trainers~depot:,stand,32391,32802,5,
liberty bay|trainers~depot:,node,32388,32808,6,
liberty bay|trainers~depot:,node,32387,32812,6,
liberty bay|trainers~depot:,node,32383,32816,6,
liberty bay|trainers~depot:,stand,32383,32815,6,
liberty bay|trainers~depot:,node,32372,32814,7,
liberty bay|trainers~depot:,node,32364,32815,7,
liberty bay|trainers~depot:,node,32355,32815,7,
liberty bay|trainers~depot:,node,32347,32815,7,
liberty bay|trainers~depot:,node,32341,32816,7,
liberty bay|trainers~depot:,node,32340,32823,7,
liberty bay|trainers~depot:,node,32342,32828,7,
liberty bay|trainers~depot:,stand,32342,32832,7,
liberty bay|trainers~depot:,stand,32342,32837,7,
liberty bay|trainers~depot:,stand,32336,32838,7,

# --- liberty bay|boat~depot: (12 waypoints) ---
liberty bay|boat~depot:,node,32276,32891,6,
liberty bay|boat~depot:,node,32276,32878,6,
liberty bay|boat~depot:,node,32282,32873,6,
liberty bay|boat~depot:,node,32296,32873,6,
liberty bay|boat~depot:,node,32306,32869,6,
liberty bay|boat~depot:,stand,32306,32868,6,
liberty bay|boat~depot:,node,32309,32861,7,
liberty bay|boat~depot:,node,32311,32851,7,
liberty bay|boat~depot:,node,32311,32841,7,
liberty bay|boat~depot:,node,32322,32837,7,
liberty bay|boat~depot:,node,32335,32838,7,
liberty bay|boat~depot:,stand,32336,32838,7,

# --- liberty bay|bank~depot: (1 waypoints) ---
liberty bay|bank~depot:,stand,32336,32838,7,

# --- liberty bay|ammo~depot: (6 waypoints) ---
liberty bay|ammo~depot:,node,32300,32826,7,
liberty bay|ammo~depot:,node,32309,32827,7,
liberty bay|ammo~depot:,node,32314,32833,7,
liberty bay|ammo~depot:,node,32322,32834,7,
liberty bay|ammo~depot:,node,32335,32838,7,
liberty bay|ammo~depot:,stand,32336,32838,7,

# --- liberty bay|loot~depot: (6 waypoints) ---
liberty bay|loot~depot:,node,32300,32826,7,
liberty bay|loot~depot:,node,32309,32827,7,
liberty bay|loot~depot:,node,32314,32833,7,
liberty bay|loot~depot:,node,32322,32834,7,
liberty bay|loot~depot:,node,32335,32838,7,
liberty bay|loot~depot:,stand,32336,32838,7,

# --- liberty bay|temple~depot: (5 waypoints) ---
liberty bay|temple~depot:,stand,32320,32821,6,
liberty bay|temple~depot:,node,32319,32829,7,
liberty bay|temple~depot:,node,32322,32834,7,
liberty bay|temple~depot:,node,32335,32838,7,
liberty bay|temple~depot:,stand,32336,32838,7,

# --- liberty bay|potions~depot: (6 waypoints) ---
liberty bay|potions~depot:,node,32346,32815,7,
liberty bay|potions~depot:,node,32341,32817,7,
liberty bay|potions~depot:,node,32341,32823,7,
liberty bay|potions~depot:,node,32342,32829,7,
liberty bay|potions~depot:,node,32335,32838,7,
liberty bay|potions~depot:,stand,32336,32838,7,

# --- liberty bay|runes~depot: (6 waypoints) ---
liberty bay|runes~depot:,node,32346,32815,7,
liberty bay|runes~depot:,node,32341,32817,7,
liberty bay|runes~depot:,node,32341,32823,7,
liberty bay|runes~depot:,node,32342,32829,7,
liberty bay|runes~depot:,node,32335,32838,7,
liberty bay|runes~depot:,stand,32336,32838,7,

# --- liberty bay|food~depot: (5 waypoints) ---
liberty bay|food~depot:,node,32302,32837,7,
liberty bay|food~depot:,node,32308,32840,7,
liberty bay|food~depot:,node,32322,32837,7,
liberty bay|food~depot:,node,32335,32838,7,
liberty bay|food~depot:,stand,32336,32838,7,

# --- depot|liberty bay|1: (1 waypoints) ---
depot|liberty bay|1:,node,32331,32835,6,

# --- depot|liberty bay|2: (1 waypoints) ---
depot|liberty bay|2:,node,32336,32845,6,

# --- liberty bay|bank~bank: (2 waypoints) ---
liberty bay|bank~bank:,stand,32342,32837,7,
liberty bay|bank~bank:,stand,32339,32836,7,

# --- liberty bay|trainers~bank: (25 waypoints) ---
liberty bay|trainers~bank:,node,32395,32815,2,
liberty bay|trainers~bank:,stand,32400,32812,2,
liberty bay|trainers~bank:,stand,32398,32811,3,
liberty bay|trainers~bank:,node,32401,32816,4,
liberty bay|trainers~bank:,node,32409,32817,4,
liberty bay|trainers~bank:,node,32409,32807,4,
liberty bay|trainers~bank:,stand,32409,32806,4,
liberty bay|trainers~bank:,node,32406,32801,5,
liberty bay|trainers~bank:,node,32398,32801,5,
liberty bay|trainers~bank:,node,32391,32801,5,
liberty bay|trainers~bank:,stand,32391,32802,5,
liberty bay|trainers~bank:,node,32388,32808,6,
liberty bay|trainers~bank:,node,32387,32812,6,
liberty bay|trainers~bank:,node,32383,32816,6,
liberty bay|trainers~bank:,stand,32383,32815,6,
liberty bay|trainers~bank:,node,32372,32814,7,
liberty bay|trainers~bank:,node,32364,32815,7,
liberty bay|trainers~bank:,node,32355,32815,7,
liberty bay|trainers~bank:,node,32347,32815,7,
liberty bay|trainers~bank:,node,32341,32816,7,
liberty bay|trainers~bank:,node,32340,32823,7,
liberty bay|trainers~bank:,node,32342,32828,7,
liberty bay|trainers~bank:,stand,32342,32832,7,
liberty bay|trainers~bank:,stand,32342,32837,7,
liberty bay|trainers~bank:,stand,32339,32836,7,

# --- liberty bay|boat~bank: (12 waypoints) ---
liberty bay|boat~bank:,node,32278,32893,6,
liberty bay|boat~bank:,node,32278,32881,6,
liberty bay|boat~bank:,node,32284,32873,6,
liberty bay|boat~bank:,node,32299,32872,6,
liberty bay|boat~bank:,node,32306,32869,6,
liberty bay|boat~bank:,stand,32306,32868,6,
liberty bay|boat~bank:,node,32310,32860,7,
liberty bay|boat~bank:,node,32311,32849,7,
liberty bay|boat~bank:,node,32314,32841,7,
liberty bay|boat~bank:,node,32324,32836,7,
liberty bay|boat~bank:,node,32332,32836,7,
liberty bay|boat~bank:,stand,32338,32836,7,

# --- liberty bay|loot~bank: (6 waypoints) ---
liberty bay|loot~bank:,node,32300,32826,7,
liberty bay|loot~bank:,node,32309,32828,7,
liberty bay|loot~bank:,node,32313,32833,7,
liberty bay|loot~bank:,node,32322,32835,7,
liberty bay|loot~bank:,node,32332,32836,7,
liberty bay|loot~bank:,stand,32338,32836,7,

# --- liberty bay|ammo~bank: (6 waypoints) ---
liberty bay|ammo~bank:,node,32300,32826,7,
liberty bay|ammo~bank:,node,32309,32828,7,
liberty bay|ammo~bank:,node,32313,32833,7,
liberty bay|ammo~bank:,node,32322,32835,7,
liberty bay|ammo~bank:,node,32332,32836,7,
liberty bay|ammo~bank:,stand,32338,32836,7,

# --- liberty bay|temple~bank: (5 waypoints) ---
liberty bay|temple~bank:,stand,32320,32821,6,
liberty bay|temple~bank:,node,32320,32831,7,
liberty bay|temple~bank:,node,32325,32835,7,
liberty bay|temple~bank:,node,32332,32836,7,
liberty bay|temple~bank:,stand,32338,32836,7,

# --- liberty bay|potions~bank: (9 waypoints) ---
liberty bay|potions~bank:,node,32345,32815,7,
liberty bay|potions~bank:,node,32341,32818,7,
liberty bay|potions~bank:,node,32340,32823,7,
liberty bay|potions~bank:,node,32337,32827,7,
liberty bay|potions~bank:,node,32331,32827,7,
liberty bay|potions~bank:,node,32325,32829,7,
liberty bay|potions~bank:,node,32325,32835,7,
liberty bay|potions~bank:,node,32332,32836,7,
liberty bay|potions~bank:,stand,32338,32836,7,

# --- liberty bay|runes~bank: (9 waypoints) ---
liberty bay|runes~bank:,node,32345,32815,7,
liberty bay|runes~bank:,node,32341,32818,7,
liberty bay|runes~bank:,node,32340,32823,7,
liberty bay|runes~bank:,node,32337,32827,7,
liberty bay|runes~bank:,node,32331,32827,7,
liberty bay|runes~bank:,node,32325,32829,7,
liberty bay|runes~bank:,node,32325,32835,7,
liberty bay|runes~bank:,node,32332,32836,7,
liberty bay|runes~bank:,stand,32338,32836,7,

# --- liberty bay|food~bank: (7 waypoints) ---
liberty bay|food~bank:,node,32302,32837,7,
liberty bay|food~bank:,node,32308,32840,7,
liberty bay|food~bank:,node,32314,32839,7,
liberty bay|food~bank:,node,32320,32837,7,
liberty bay|food~bank:,node,32325,32836,7,
liberty bay|food~bank:,node,32332,32836,7,
liberty bay|food~bank:,stand,32338,32836,7,

# --- liberty bay|depot~bank: (5 waypoints) ---
liberty bay|depot~bank:,node,32335,32837,7,
liberty bay|depot~bank:,stand,32336,32838,7,
liberty bay|depot~bank:,node,32336,32839,6,
liberty bay|depot~bank:,stand,32336,32838,6,
liberty bay|depot~bank:,stand,32338,32836,7,

# --- liberty bay|potions~potions: (2 waypoints) ---
liberty bay|potions~potions:,node,32347,32813,7,
liberty bay|potions~potions:,stand,32345,32810,7,

# --- liberty bay|trainers~potions: (20 waypoints) ---
liberty bay|trainers~potions:,node,32395,32815,2,
liberty bay|trainers~potions:,stand,32400,32812,2,
liberty bay|trainers~potions:,stand,32398,32811,3,
liberty bay|trainers~potions:,node,32401,32816,4,
liberty bay|trainers~potions:,node,32409,32817,4,
liberty bay|trainers~potions:,node,32409,32807,4,
liberty bay|trainers~potions:,stand,32409,32806,4,
liberty bay|trainers~potions:,node,32406,32801,5,
liberty bay|trainers~potions:,node,32398,32801,5,
liberty bay|trainers~potions:,node,32391,32801,5,
liberty bay|trainers~potions:,stand,32391,32802,5,
liberty bay|trainers~potions:,node,32388,32808,6,
liberty bay|trainers~potions:,node,32387,32812,6,
liberty bay|trainers~potions:,node,32383,32816,6,
liberty bay|trainers~potions:,stand,32383,32815,6,
liberty bay|trainers~potions:,node,32372,32814,7,
liberty bay|trainers~potions:,node,32364,32815,7,
liberty bay|trainers~potions:,node,32355,32815,7,
liberty bay|trainers~potions:,node,32347,32813,7,
liberty bay|trainers~potions:,stand,32345,32810,7,

# --- liberty bay|boat~potions: (13 waypoints) ---
liberty bay|boat~potions:,node,32278,32892,6,
liberty bay|boat~potions:,node,32278,32875,6,
liberty bay|boat~potions:,node,32295,32873,6,
liberty bay|boat~potions:,node,32306,32869,6,
liberty bay|boat~potions:,stand,32306,32868,6,
liberty bay|boat~potions:,node,32311,32859,7,
liberty bay|boat~potions:,node,32311,32847,7,
liberty bay|boat~potions:,node,32317,32838,7,
liberty bay|boat~potions:,node,32324,32828,7,
liberty bay|boat~potions:,node,32339,32827,7,
liberty bay|boat~potions:,node,32340,32818,7,
liberty bay|boat~potions:,node,32344,32810,7,
liberty bay|boat~potions:,stand,32345,32810,7,

# --- liberty bay|depot~potions: (11 waypoints) ---
liberty bay|depot~potions:,node,32335,32837,7,
liberty bay|depot~potions:,stand,32336,32838,7,
liberty bay|depot~potions:,node,32336,32839,6,
liberty bay|depot~potions:,stand,32336,32838,6,
liberty bay|depot~potions:,node,32330,32835,7,
liberty bay|depot~potions:,node,32324,32833,7,
liberty bay|depot~potions:,node,32324,32828,7,
liberty bay|depot~potions:,node,32339,32827,7,
liberty bay|depot~potions:,node,32340,32818,7,
liberty bay|depot~potions:,node,32344,32810,7,
liberty bay|depot~potions:,stand,32345,32810,7,

# --- liberty bay|bank~potions: (7 waypoints) ---
liberty bay|bank~potions:,node,32330,32835,7,
liberty bay|bank~potions:,node,32324,32833,7,
liberty bay|bank~potions:,node,32324,32828,7,
liberty bay|bank~potions:,node,32339,32827,7,
liberty bay|bank~potions:,node,32340,32818,7,
liberty bay|bank~potions:,node,32344,32810,7,
liberty bay|bank~potions:,stand,32345,32810,7,

# --- liberty bay|temple~potions: (7 waypoints) ---
liberty bay|temple~potions:,stand,32320,32821,6,
liberty bay|temple~potions:,node,32320,32831,7,
liberty bay|temple~potions:,node,32324,32828,7,
liberty bay|temple~potions:,node,32339,32827,7,
liberty bay|temple~potions:,node,32340,32818,7,
liberty bay|temple~potions:,node,32344,32810,7,
liberty bay|temple~potions:,stand,32345,32810,7,

# --- liberty bay|loot~potions: (8 waypoints) ---
liberty bay|loot~potions:,node,32299,32826,7,
liberty bay|loot~potions:,node,32309,32828,7,
liberty bay|loot~potions:,node,32316,32832,7,
liberty bay|loot~potions:,node,32324,32828,7,
liberty bay|loot~potions:,node,32339,32827,7,
liberty bay|loot~potions:,node,32340,32818,7,
liberty bay|loot~potions:,node,32344,32810,7,
liberty bay|loot~potions:,stand,32345,32810,7,

# --- liberty bay|ammo~potions: (8 waypoints) ---
liberty bay|ammo~potions:,node,32299,32826,7,
liberty bay|ammo~potions:,node,32309,32828,7,
liberty bay|ammo~potions:,node,32316,32832,7,
liberty bay|ammo~potions:,node,32324,32828,7,
liberty bay|ammo~potions:,node,32339,32827,7,
liberty bay|ammo~potions:,node,32340,32818,7,
liberty bay|ammo~potions:,node,32344,32810,7,
liberty bay|ammo~potions:,stand,32345,32810,7,

# --- liberty bay|food~potions: (7 waypoints) ---
liberty bay|food~potions:,node,32303,32839,7,
liberty bay|food~potions:,node,32317,32838,7,
liberty bay|food~potions:,node,32324,32828,7,
liberty bay|food~potions:,node,32339,32827,7,
liberty bay|food~potions:,node,32340,32818,7,
liberty bay|food~potions:,node,32344,32810,7,
liberty bay|food~potions:,stand,32345,32810,7,

# --- liberty bay|runes~potions: (1 waypoints) ---
liberty bay|runes~potions:,stand,32345,32810,7,

# --- liberty bay|runes~runes: (2 waypoints) ---
liberty bay|runes~runes:,node,32347,32813,7,
liberty bay|runes~runes:,stand,32345,32810,7,

# --- liberty bay|trainers~runes: (20 waypoints) ---
liberty bay|trainers~runes:,node,32395,32815,2,
liberty bay|trainers~runes:,stand,32400,32812,2,
liberty bay|trainers~runes:,stand,32398,32811,3,
liberty bay|trainers~runes:,node,32401,32816,4,
liberty bay|trainers~runes:,node,32409,32817,4,
liberty bay|trainers~runes:,node,32409,32807,4,
liberty bay|trainers~runes:,stand,32409,32806,4,
liberty bay|trainers~runes:,node,32406,32801,5,
liberty bay|trainers~runes:,node,32398,32801,5,
liberty bay|trainers~runes:,node,32391,32801,5,
liberty bay|trainers~runes:,stand,32391,32802,5,
liberty bay|trainers~runes:,node,32388,32808,6,
liberty bay|trainers~runes:,node,32387,32812,6,
liberty bay|trainers~runes:,node,32383,32816,6,
liberty bay|trainers~runes:,stand,32383,32815,6,
liberty bay|trainers~runes:,node,32372,32814,7,
liberty bay|trainers~runes:,node,32364,32815,7,
liberty bay|trainers~runes:,node,32355,32815,7,
liberty bay|trainers~runes:,node,32347,32813,7,
liberty bay|trainers~runes:,stand,32345,32810,7,

# --- liberty bay|boat~runes: (13 waypoints) ---
liberty bay|boat~runes:,node,32278,32892,6,
liberty bay|boat~runes:,node,32278,32875,6,
liberty bay|boat~runes:,node,32295,32873,6,
liberty bay|boat~runes:,node,32306,32869,6,
liberty bay|boat~runes:,stand,32306,32868,6,
liberty bay|boat~runes:,node,32311,32859,7,
liberty bay|boat~runes:,node,32311,32847,7,
liberty bay|boat~runes:,node,32317,32838,7,
liberty bay|boat~runes:,node,32324,32828,7,
liberty bay|boat~runes:,node,32339,32827,7,
liberty bay|boat~runes:,node,32340,32818,7,
liberty bay|boat~runes:,node,32344,32810,7,
liberty bay|boat~runes:,stand,32345,32810,7,

# --- liberty bay|depot~runes: (11 waypoints) ---
liberty bay|depot~runes:,node,32335,32837,7,
liberty bay|depot~runes:,stand,32336,32838,7,
liberty bay|depot~runes:,node,32336,32839,6,
liberty bay|depot~runes:,stand,32336,32838,6,
liberty bay|depot~runes:,node,32330,32835,7,
liberty bay|depot~runes:,node,32324,32833,7,
liberty bay|depot~runes:,node,32324,32828,7,
liberty bay|depot~runes:,node,32339,32827,7,
liberty bay|depot~runes:,node,32340,32818,7,
liberty bay|depot~runes:,node,32344,32810,7,
liberty bay|depot~runes:,stand,32345,32810,7,

# --- liberty bay|bank~runes: (7 waypoints) ---
liberty bay|bank~runes:,node,32330,32835,7,
liberty bay|bank~runes:,node,32324,32833,7,
liberty bay|bank~runes:,node,32324,32828,7,
liberty bay|bank~runes:,node,32339,32827,7,
liberty bay|bank~runes:,node,32340,32818,7,
liberty bay|bank~runes:,node,32344,32810,7,
liberty bay|bank~runes:,stand,32345,32810,7,

# --- liberty bay|temple~runes: (7 waypoints) ---
liberty bay|temple~runes:,stand,32320,32821,6,
liberty bay|temple~runes:,node,32320,32831,7,
liberty bay|temple~runes:,node,32324,32828,7,
liberty bay|temple~runes:,node,32339,32827,7,
liberty bay|temple~runes:,node,32340,32818,7,
liberty bay|temple~runes:,node,32344,32810,7,
liberty bay|temple~runes:,stand,32345,32810,7,

# --- liberty bay|loot~runes: (8 waypoints) ---
liberty bay|loot~runes:,node,32299,32826,7,
liberty bay|loot~runes:,node,32309,32828,7,
liberty bay|loot~runes:,node,32316,32832,7,
liberty bay|loot~runes:,node,32324,32828,7,
liberty bay|loot~runes:,node,32339,32827,7,
liberty bay|loot~runes:,node,32340,32818,7,
liberty bay|loot~runes:,node,32344,32810,7,
liberty bay|loot~runes:,stand,32345,32810,7,

# --- liberty bay|ammo~runes: (8 waypoints) ---
