source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- venore|boat~boat: (2 waypoints) ---
venore|west.gate~potions:,node,32964,32073,6,
venore|west.gate~potions:,node,32973,32073,6,
venore|west.gate~potions:,node,32975,32079,6,
venore|west.gate~potions:,node,32970,32085,6,
venore|west.gate~potions:,stand,32970,32085,6,

# --- venore|south.gate~potions: (18 waypoints) ---
venore|south.gate~potions:,node,32936,32160,7,
venore|south.gate~potions:,stand,32936,32159,7,
venore|south.gate~potions:,node,32936,32152,6,
venore|south.gate~potions:,node,32936,32141,6,
venore|south.gate~potions:,node,32936,32131,6,
venore|south.gate~potions:,node,32936,32123,6,
venore|south.gate~potions:,node,32936,32116,6,
venore|south.gate~potions:,node,32936,32106,6,
venore|south.gate~potions:,node,32936,32096,6,
venore|south.gate~potions:,node,32947,32096,6,
venore|south.gate~potions:,node,32953,32092,6,
venore|south.gate~potions:,node,32954,32082,6,
venore|south.gate~potions:,stand,32959,32078,6,
venore|south.gate~potions:,node,32964,32073,6,
venore|south.gate~potions:,node,32973,32073,6,
venore|south.gate~potions:,node,32975,32079,6,
venore|south.gate~potions:,node,32970,32085,6,
venore|south.gate~potions:,stand,32970,32085,6,

# --- venore|soft.boots~potions: (10 waypoints) ---
venore|soft.boots~potions:,node,32950,32104,6,
venore|soft.boots~potions:,node,32949,32097,6,
venore|soft.boots~potions:,node,32953,32092,6,
venore|soft.boots~potions:,node,32954,32082,6,
venore|soft.boots~potions:,stand,32959,32078,6,
venore|soft.boots~potions:,node,32964,32073,6,
venore|soft.boots~potions:,node,32973,32073,6,
venore|soft.boots~potions:,node,32975,32079,6,
venore|soft.boots~potions:,node,32970,32085,6,
venore|soft.boots~potions:,stand,32970,32085,6,

# --- venore|soft.boots~soft.boots: (2 waypoints) ---
venore|soft.boots~soft.boots:,node,32951,32108,6,
venore|soft.boots~soft.boots:,stand,32952,32108,6,

# --- venore|east.gate~soft.boots: (1 waypoints) ---
venore|east.gate~soft.boots:,node,33004,32100,7,

# --- venore|boat~soft.boots: (10 waypoints) ---
venore|boat~soft.boots:,node,32955,32028,6,
venore|boat~soft.boots:,node,32954,32043,6,
venore|boat~soft.boots:,node,32954,32053,6,
venore|boat~soft.boots:,node,32954,32063,6,
venore|boat~soft.boots:,node,32954,32073,6,
venore|boat~soft.boots:,node,32954,32083,6,
venore|boat~soft.boots:,node,32954,32093,6,
venore|boat~soft.boots:,node,32949,32099,6,
venore|boat~soft.boots:,node,32951,32108,6,
venore|boat~soft.boots:,stand,32953,32108,6,

# --- venore|west.gate~soft.boots: (13 waypoints) ---
venore|west.gate~soft.boots:,node,32861,32126,7,
venore|west.gate~soft.boots:,stand,32862,32126,7,
venore|west.gate~soft.boots:,node,32874,32126,6,
venore|west.gate~soft.boots:,node,32889,32126,6,
venore|west.gate~soft.boots:,node,32904,32126,6,
venore|west.gate~soft.boots:,node,32919,32126,6,
venore|west.gate~soft.boots:,node,32934,32126,6,
venore|west.gate~soft.boots:,node,32936,32114,6,
venore|west.gate~soft.boots:,node,32936,32103,6,
venore|west.gate~soft.boots:,node,32942,32096,6,
venore|west.gate~soft.boots:,node,32948,32101,6,
venore|west.gate~soft.boots:,node,32951,32108,6,
venore|west.gate~soft.boots:,stand,32953,32108,6,

# --- venore|loot.yanni~soft.boots: (10 waypoints) ---
venore|loot.yanni~soft.boots:,node,32908,32120,6,
venore|loot.yanni~soft.boots:,node,32910,32126,6,
venore|loot.yanni~soft.boots:,node,32919,32126,6,
venore|loot.yanni~soft.boots:,node,32934,32126,6,
venore|loot.yanni~soft.boots:,node,32936,32114,6,
venore|loot.yanni~soft.boots:,node,32936,32103,6,
venore|loot.yanni~soft.boots:,node,32942,32096,6,
venore|loot.yanni~soft.boots:,node,32948,32101,6,
venore|loot.yanni~soft.boots:,node,32951,32108,6,
venore|loot.yanni~soft.boots:,stand,32953,32108,6,

# --- venore|loot.romella~soft.boots: (10 waypoints) ---
venore|loot.romella~soft.boots:,node,32908,32120,6,
venore|loot.romella~soft.boots:,node,32910,32126,6,
venore|loot.romella~soft.boots:,node,32919,32126,6,
venore|loot.romella~soft.boots:,node,32934,32126,6,
venore|loot.romella~soft.boots:,node,32936,32114,6,
venore|loot.romella~soft.boots:,node,32936,32103,6,
venore|loot.romella~soft.boots:,node,32942,32096,6,
venore|loot.romella~soft.boots:,node,32948,32101,6,
venore|loot.romella~soft.boots:,node,32951,32108,6,
venore|loot.romella~soft.boots:,stand,32953,32108,6,

# --- venore|ammo~soft.boots: (10 waypoints) ---
venore|ammo~soft.boots:,node,32908,32120,6,
venore|ammo~soft.boots:,node,32910,32126,6,
venore|ammo~soft.boots:,node,32919,32126,6,
venore|ammo~soft.boots:,node,32934,32126,6,
venore|ammo~soft.boots:,node,32936,32114,6,
venore|ammo~soft.boots:,node,32936,32103,6,
venore|ammo~soft.boots:,node,32942,32096,6,
venore|ammo~soft.boots:,node,32948,32101,6,
venore|ammo~soft.boots:,node,32951,32108,6,
venore|ammo~soft.boots:,stand,32953,32108,6,

# --- venore|south.gate~soft.boots: (11 waypoints) ---
venore|south.gate~soft.boots:,node,32936,32160,7,
venore|south.gate~soft.boots:,stand,32936,32159,7,
venore|south.gate~soft.boots:,node,32936,32151,6,
venore|south.gate~soft.boots:,node,32936,32139,6,
venore|south.gate~soft.boots:,node,32936,32127,6,
venore|south.gate~soft.boots:,node,32936,32114,6,
venore|south.gate~soft.boots:,node,32936,32103,6,
venore|south.gate~soft.boots:,node,32942,32096,6,
venore|south.gate~soft.boots:,node,32948,32101,6,
venore|south.gate~soft.boots:,node,32951,32108,6,
venore|south.gate~soft.boots:,stand,32953,32108,6,

# --- venore|temple~soft.boots: (9 waypoints) ---
venore|temple~soft.boots:,node,32954,32077,7,
venore|temple~soft.boots:,stand,32953,32077,7,
venore|temple~soft.boots:,stand,32954,32076,6,
venore|temple~soft.boots:,node,32954,32084,6,
venore|temple~soft.boots:,node,32954,32091,6,
venore|temple~soft.boots:,node,32951,32096,6,
venore|temple~soft.boots:,node,32948,32101,6,
venore|temple~soft.boots:,node,32951,32108,6,
venore|temple~soft.boots:,stand,32953,32108,6,

# --- venore|north.gate~soft.boots: (20 waypoints) ---
venore|north.gate~soft.boots:,node,32866,32032,7,
venore|north.gate~soft.boots:,stand,32867,32032,7,
venore|north.gate~soft.boots:,node,32875,32031,6,
venore|north.gate~soft.boots:,node,32885,32032,6,
venore|north.gate~soft.boots:,node,32895,32032,6,
venore|north.gate~soft.boots:,node,32898,32037,6,
venore|north.gate~soft.boots:,node,32898,32046,6,
venore|north.gate~soft.boots:,node,32898,32055,6,
venore|north.gate~soft.boots:,node,32898,32064,6,
venore|north.gate~soft.boots:,node,32898,32073,6,
venore|north.gate~soft.boots:,node,32898,32082,6,
venore|north.gate~soft.boots:,node,32898,32091,6,
venore|north.gate~soft.boots:,node,32903,32096,6,
venore|north.gate~soft.boots:,node,32913,32096,6,
venore|north.gate~soft.boots:,node,32924,32096,6,
venore|north.gate~soft.boots:,node,32934,32096,6,
venore|north.gate~soft.boots:,node,32942,32096,6,
venore|north.gate~soft.boots:,node,32948,32101,6,
venore|north.gate~soft.boots:,node,32951,32108,6,
venore|north.gate~soft.boots:,stand,32953,32108,6,

# --- venore|runes~soft.boots: (10 waypoints) ---
venore|runes~soft.boots:,node,32975,32080,6,
venore|runes~soft.boots:,node,32975,32073,6,
venore|runes~soft.boots:,node,32963,32073,6,
venore|runes~soft.boots:,node,32961,32079,6,
venore|runes~soft.boots:,node,32954,32084,6,
venore|runes~soft.boots:,node,32954,32091,6,
venore|runes~soft.boots:,node,32951,32096,6,
venore|runes~soft.boots:,node,32948,32101,6,
venore|runes~soft.boots:,node,32951,32108,6,
venore|runes~soft.boots:,stand,32953,32108,6,

# --- venore|potions~soft.boots: (10 waypoints) ---
venore|potions~soft.boots:,node,32975,32080,6,
venore|potions~soft.boots:,node,32975,32073,6,
venore|potions~soft.boots:,node,32963,32073,6,
venore|potions~soft.boots:,node,32961,32079,6,
venore|potions~soft.boots:,node,32954,32084,6,
venore|potions~soft.boots:,node,32954,32091,6,
venore|potions~soft.boots:,node,32951,32096,6,
venore|potions~soft.boots:,node,32948,32101,6,
venore|potions~soft.boots:,node,32951,32108,6,
venore|potions~soft.boots:,stand,32953,32108,6,

# --- venore|depot~soft.boots: (19 waypoints) ---
venore|depot~soft.boots:,node,33019,32058,6,
venore|depot~soft.boots:,stand,33020,32059,6,
venore|depot~soft.boots:,node,33018,32057,7,
venore|depot~soft.boots:,stand,33020,32059,7,
venore|depot~soft.boots:,node,33016,32054,6,
venore|depot~soft.boots:,node,33007,32053,6,
venore|depot~soft.boots:,node,32995,32053,6,
venore|depot~soft.boots:,node,32985,32053,6,
venore|depot~soft.boots:,node,32982,32059,6,
venore|depot~soft.boots:,node,32982,32067,6,
venore|depot~soft.boots:,node,32975,32073,6,
venore|depot~soft.boots:,node,32963,32073,6,
venore|depot~soft.boots:,node,32961,32079,6,
venore|depot~soft.boots:,node,32954,32084,6,
venore|depot~soft.boots:,node,32954,32091,6,
venore|depot~soft.boots:,node,32951,32096,6,
venore|depot~soft.boots:,node,32948,32101,6,
venore|depot~soft.boots:,node,32951,32108,6,
venore|depot~soft.boots:,stand,32953,32108,6,

# --- venore|bank~soft.boots: (14 waypoints) ---
venore|bank~soft.boots:,node,33007,32053,6,
venore|bank~soft.boots:,node,32995,32053,6,
venore|bank~soft.boots:,node,32985,32053,6,
venore|bank~soft.boots:,node,32982,32059,6,
venore|bank~soft.boots:,node,32982,32067,6,
venore|bank~soft.boots:,node,32975,32073,6,
venore|bank~soft.boots:,node,32963,32073,6,
venore|bank~soft.boots:,node,32961,32079,6,
venore|bank~soft.boots:,node,32954,32084,6,
venore|bank~soft.boots:,node,32954,32091,6,
venore|bank~soft.boots:,node,32951,32096,6,
venore|bank~soft.boots:,node,32948,32101,6,
venore|bank~soft.boots:,node,32951,32108,6,
venore|bank~soft.boots:,stand,32953,32108,6,

# --- venore|food~soft.boots: (13 waypoints) ---
venore|food~soft.boots:,node,32976,32046,6,
venore|food~soft.boots:,node,32979,32053,6,
venore|food~soft.boots:,node,32982,32059,6,
venore|food~soft.boots:,node,32982,32067,6,
venore|food~soft.boots:,node,32975,32073,6,
venore|food~soft.boots:,node,32963,32073,6,
venore|food~soft.boots:,node,32961,32079,6,
venore|food~soft.boots:,node,32954,32084,6,
venore|food~soft.boots:,node,32954,32091,6,
venore|food~soft.boots:,node,32951,32096,6,
venore|food~soft.boots:,node,32948,32101,6,
venore|food~soft.boots:,node,32951,32108,6,
venore|food~soft.boots:,stand,32953,32108,6,

# --- venore|trainers~soft.boots: (14 waypoints) ---
venore|trainers~soft.boots:,node,32934,32078,11,
venore|trainers~soft.boots:,ladder,32932,32077,11,
venore|trainers~soft.boots:,ladder,32933,32077,10,
venore|trainers~soft.boots:,stand,32932,32079,9,
venore|trainers~soft.boots:,stand,32931,32077,8,
venore|trainers~soft.boots:,node,32935,32075,7,
venore|trainers~soft.boots:,stand,32935,32075,7,
venore|trainers~soft.boots:,stand,32936,32075,6,
venore|trainers~soft.boots:,node,32936,32084,6,
venore|trainers~soft.boots:,node,32936,32092,6,
venore|trainers~soft.boots:,node,32942,32096,6,
venore|trainers~soft.boots:,node,32948,32102,6,
venore|trainers~soft.boots:,node,32951,32108,6,
venore|trainers~soft.boots:,stand,32952,32108,6,

# --- venore|temple~temple: (2 waypoints) ---
venore|temple~temple:,node,32958,32077,7,
venore|temple~temple:,stand,32958,32077,7,

# --- venore|east.gate~temple: (1 waypoints) ---
venore|east.gate~temple:,node,33004,32100,7,

# --- venore|boat~temple: (9 waypoints) ---
venore|boat~temple:,node,32955,32030,6,
venore|boat~temple:,node,32954,32040,6,
venore|boat~temple:,node,32954,32048,6,
venore|boat~temple:,node,32954,32057,6,
venore|boat~temple:,node,32954,32066,6,
venore|boat~temple:,node,32953,32076,6,
venore|boat~temple:,stand,32953,32077,6,
venore|boat~temple:,node,32958,32076,7,
venore|boat~temple:,stand,32958,32076,7,

# --- venore|food~temple: (9 waypoints) ---
venore|food~temple:,node,32976,32045,6,
venore|food~temple:,node,32974,32052,6,
venore|food~temple:,node,32964,32053,6,
venore|food~temple:,node,32954,32057,6,
venore|food~temple:,node,32954,32066,6,
venore|food~temple:,node,32953,32076,6,
venore|food~temple:,stand,32953,32077,6,
venore|food~temple:,node,32958,32076,7,
venore|food~temple:,stand,32958,32076,7,

# --- venore|depot~temple: (17 waypoints) ---
venore|depot~temple:,node,33019,32058,6,
venore|depot~temple:,stand,33020,32059,6,
venore|depot~temple:,node,33017,32057,7,
venore|depot~temple:,stand,33020,32059,7,
venore|depot~temple:,node,33015,32054,6,
venore|depot~temple:,node,33007,32055,6,
venore|depot~temple:,node,33006,32063,6,
venore|depot~temple:,node,33006,32070,6,
venore|depot~temple:,node,32996,32073,6,
venore|depot~temple:,node,32986,32073,6,
venore|depot~temple:,node,32975,32073,6,
venore|depot~temple:,node,32964,32073,6,
venore|depot~temple:,node,32955,32073,6,
venore|depot~temple:,node,32953,32076,6,
venore|depot~temple:,stand,32953,32077,6,
venore|depot~temple:,node,32958,32076,7,
venore|depot~temple:,stand,32958,32076,7,

# --- venore|soft.boots~temple: (13 waypoints) ---
venore|soft.boots~temple:,node,32949,32104,6,
venore|soft.boots~temple:,node,32953,32095,6,
venore|soft.boots~temple:,node,32953,32085,6,
venore|soft.boots~temple:,node,32953,32076,6,
venore|soft.boots~temple:,stand,32953,32077,6,
venore|soft.boots~temple:,node,32975,32080,6,
venore|soft.boots~temple:,node,32975,32073,6,
venore|soft.boots~temple:,node,32964,32073,6,
venore|soft.boots~temple:,node,32955,32073,6,
venore|soft.boots~temple:,node,32953,32076,6,
venore|soft.boots~temple:,stand,32953,32077,6,
venore|soft.boots~temple:,node,32958,32076,7,
venore|soft.boots~temple:,stand,32958,32076,7,

# --- venore|potions~temple: (8 waypoints) ---
venore|potions~temple:,node,32975,32080,6,
venore|potions~temple:,node,32975,32073,6,
venore|potions~temple:,node,32964,32073,6,
venore|potions~temple:,node,32955,32073,6,
venore|potions~temple:,node,32953,32076,6,
venore|potions~temple:,stand,32953,32077,6,
venore|potions~temple:,node,32958,32076,7,
venore|potions~temple:,stand,32958,32076,7,

# --- venore|runes~temple: (8 waypoints) ---
venore|runes~temple:,node,32975,32080,6,
venore|runes~temple:,node,32975,32073,6,
venore|runes~temple:,node,32964,32073,6,
venore|runes~temple:,node,32955,32073,6,
venore|runes~temple:,node,32953,32076,6,
venore|runes~temple:,stand,32953,32077,6,
venore|runes~temple:,node,32958,32076,7,
venore|runes~temple:,stand,32958,32076,7,

# --- venore|south.gate~temple: (14 waypoints) ---
venore|south.gate~temple:,node,32936,32160,7,
venore|south.gate~temple:,stand,32936,32159,7,
venore|south.gate~temple:,node,32936,32152,6,
venore|south.gate~temple:,node,32936,32140,6,
venore|south.gate~temple:,node,32936,32128,6,
venore|south.gate~temple:,node,32936,32116,6,
venore|south.gate~temple:,node,32936,32104,6,
venore|south.gate~temple:,node,32941,32096,6,
venore|south.gate~temple:,node,32953,32095,6,
venore|south.gate~temple:,node,32953,32085,6,
venore|south.gate~temple:,node,32953,32076,6,
venore|south.gate~temple:,stand,32953,32077,6,
venore|south.gate~temple:,node,32958,32076,7,
venore|south.gate~temple:,stand,32958,32076,7,

# --- venore|north.gate~temple: (17 waypoints) ---
venore|north.gate~temple:,node,32866,32032,7,
venore|north.gate~temple:,stand,32867,32032,7,
venore|north.gate~temple:,node,32878,32032,6,
venore|north.gate~temple:,node,32890,32032,6,
venore|north.gate~temple:,node,32898,32037,6,
venore|north.gate~temple:,node,32910,32037,6,
venore|north.gate~temple:,node,32918,32041,6,
venore|north.gate~temple:,node,32919,32050,6,
venore|north.gate~temple:,node,32928,32053,6,
venore|north.gate~temple:,node,32940,32053,6,
venore|north.gate~temple:,node,32950,32053,6,
venore|north.gate~temple:,node,32954,32057,6,
venore|north.gate~temple:,node,32954,32066,6,
venore|north.gate~temple:,node,32953,32076,6,
venore|north.gate~temple:,stand,32953,32077,6,
venore|north.gate~temple:,node,32958,32076,7,
venore|north.gate~temple:,stand,32958,32076,7,

# --- venore|west.gate~temple: (18 waypoints) ---
venore|west.gate~temple:,node,32861,32126,7,
venore|west.gate~temple:,stand,32862,32126,7,
venore|west.gate~temple:,node,32871,32126,6,
venore|west.gate~temple:,node,32881,32126,6,
venore|west.gate~temple:,node,32891,32126,6,
venore|west.gate~temple:,node,32902,32126,6,
venore|west.gate~temple:,node,32912,32126,6,
venore|west.gate~temple:,node,32922,32126,6,
venore|west.gate~temple:,node,32933,32126,6,
venore|west.gate~temple:,node,32936,32116,6,
venore|west.gate~temple:,node,32936,32104,6,
venore|west.gate~temple:,node,32941,32096,6,
venore|west.gate~temple:,node,32953,32095,6,
venore|west.gate~temple:,node,32953,32085,6,
venore|west.gate~temple:,node,32953,32076,6,
venore|west.gate~temple:,stand,32953,32077,6,
venore|west.gate~temple:,node,32958,32076,7,
venore|west.gate~temple:,stand,32958,32076,7,

# --- venore|loot.yanni~temple: (13 waypoints) ---
venore|loot.yanni~temple:,node,32909,32120,6,
venore|loot.yanni~temple:,node,32912,32126,6,
venore|loot.yanni~temple:,node,32922,32126,6,
venore|loot.yanni~temple:,node,32933,32126,6,
venore|loot.yanni~temple:,node,32936,32116,6,
venore|loot.yanni~temple:,node,32936,32104,6,
venore|loot.yanni~temple:,node,32941,32096,6,
venore|loot.yanni~temple:,node,32953,32095,6,
venore|loot.yanni~temple:,node,32953,32085,6,
venore|loot.yanni~temple:,node,32953,32076,6,
venore|loot.yanni~temple:,stand,32953,32077,6,
venore|loot.yanni~temple:,node,32958,32076,7,
venore|loot.yanni~temple:,stand,32958,32076,7,

# --- venore|loot.romella~temple: (13 waypoints) ---
venore|loot.romella~temple:,node,32909,32120,6,
venore|loot.romella~temple:,node,32912,32126,6,
venore|loot.romella~temple:,node,32922,32126,6,
venore|loot.romella~temple:,node,32933,32126,6,
venore|loot.romella~temple:,node,32936,32116,6,
venore|loot.romella~temple:,node,32936,32104,6,
venore|loot.romella~temple:,node,32941,32096,6,
venore|loot.romella~temple:,node,32953,32095,6,
venore|loot.romella~temple:,node,32953,32085,6,
venore|loot.romella~temple:,node,32953,32076,6,
venore|loot.romella~temple:,stand,32953,32077,6,
venore|loot.romella~temple:,node,32958,32076,7,
venore|loot.romella~temple:,stand,32958,32076,7,

# --- venore|ammo~temple: (13 waypoints) ---
venore|ammo~temple:,node,32909,32120,6,
venore|ammo~temple:,node,32912,32126,6,
venore|ammo~temple:,node,32922,32126,6,
venore|ammo~temple:,node,32933,32126,6,
venore|ammo~temple:,node,32936,32116,6,
venore|ammo~temple:,node,32936,32104,6,
venore|ammo~temple:,node,32941,32096,6,
venore|ammo~temple:,node,32953,32095,6,
venore|ammo~temple:,node,32953,32085,6,
venore|ammo~temple:,node,32953,32076,6,
venore|ammo~temple:,stand,32953,32077,6,
venore|ammo~temple:,node,32958,32076,7,
venore|ammo~temple:,stand,32958,32076,7,

# --- venore|bank~temple: (13 waypoints) ---
venore|bank~temple:,node,33015,32054,6,
venore|bank~temple:,node,33007,32055,6,
venore|bank~temple:,node,33006,32063,6,
venore|bank~temple:,node,33006,32070,6,
venore|bank~temple:,node,32996,32073,6,
venore|bank~temple:,node,32986,32073,6,
venore|bank~temple:,node,32975,32073,6,
venore|bank~temple:,node,32964,32073,6,
venore|bank~temple:,node,32955,32073,6,
venore|bank~temple:,node,32953,32076,6,
venore|bank~temple:,stand,32953,32077,6,
venore|bank~temple:,node,32958,32076,7,
venore|bank~temple:,stand,32958,32076,7,

# --- venore|trainers~temple: (13 waypoints) ---
venore|trainers~temple:,node,32934,32078,11,
venore|trainers~temple:,ladder,32932,32077,11,
venore|trainers~temple:,ladder,32933,32077,10,
venore|trainers~temple:,stand,32932,32079,9,
venore|trainers~temple:,stand,32931,32077,8,
venore|trainers~temple:,node,32935,32075,7,
venore|trainers~temple:,stand,32935,32075,7,
venore|trainers~temple:,node,32939,32071,6,
venore|trainers~temple:,node,32949,32071,6,
venore|trainers~temple:,node,32953,32076,6,
venore|trainers~temple:,stand,32953,32077,6,
venore|trainers~temple:,node,32958,32076,7,
venore|trainers~temple:,stand,32958,32076,7,

# --- venore|bank~bank: (2 waypoints) ---
venore|bank~bank:,node,33019,32054,6,
venore|bank~bank:,stand,33019,32054,6,

# --- venore|east.gate~bank: (1 waypoints) ---
venore|east.gate~bank:,node,33004,32100,7,

# --- venore|boat~bank: (10 waypoints) ---
venore|boat~bank:,node,32954,32028,6,
venore|boat~bank:,node,32954,32040,6,
venore|boat~bank:,node,32954,32050,6,
venore|boat~bank:,node,32963,32053,6,
venore|boat~bank:,node,32975,32053,6,
venore|boat~bank:,node,32987,32053,6,
venore|boat~bank:,node,32999,32053,6,
venore|boat~bank:,node,33011,32053,6,
venore|boat~bank:,node,33019,32053,6,
venore|boat~bank:,stand,33019,32053,6,

# --- venore|depot~bank: (6 waypoints) ---
venore|depot~bank:,node,33019,32058,6,
venore|depot~bank:,stand,33020,32059,6,
venore|depot~bank:,node,33017,32057,7,
venore|depot~bank:,stand,33020,32059,7,
venore|depot~bank:,node,33019,32053,6,
venore|depot~bank:,stand,33019,32053,6,

# --- venore|food~bank: (7 waypoints) ---
venore|food~bank:,node,32975,32042,6,
venore|food~bank:,node,32978,32051,6,
venore|food~bank:,node,32987,32053,6,
venore|food~bank:,node,32999,32053,6,
venore|food~bank:,node,33011,32053,6,
venore|food~bank:,node,33019,32053,6,
venore|food~bank:,stand,33019,32053,6,

# --- venore|north.gate~bank: (17 waypoints) ---
venore|north.gate~bank:,node,32866,32032,7,
venore|north.gate~bank:,stand,32867,32032,7,
venore|north.gate~bank:,node,32877,32031,6,
venore|north.gate~bank:,node,32892,32032,6,
venore|north.gate~bank:,node,32906,32037,6,
venore|north.gate~bank:,node,32918,32037,6,
venore|north.gate~bank:,node,32919,32046,6,
venore|north.gate~bank:,node,32926,32052,6,
venore|north.gate~bank:,node,32938,32052,6,
venore|north.gate~bank:,node,32950,32052,6,
venore|north.gate~bank:,node,32963,32053,6,
venore|north.gate~bank:,node,32975,32053,6,
venore|north.gate~bank:,node,32987,32053,6,
venore|north.gate~bank:,node,32999,32053,6,
venore|north.gate~bank:,node,33011,32053,6,
venore|north.gate~bank:,node,33019,32053,6,
venore|north.gate~bank:,stand,33019,32053,6,

# --- venore|runes~bank: (9 waypoints) ---
venore|runes~bank:,node,32976,32079,6,
venore|runes~bank:,node,32981,32073,6,
venore|runes~bank:,node,32982,32065,6,
venore|runes~bank:,node,32982,32057,6,
venore|runes~bank:,node,32987,32053,6,
venore|runes~bank:,node,32999,32053,6,
venore|runes~bank:,node,33011,32053,6,
venore|runes~bank:,node,33019,32053,6,
venore|runes~bank:,stand,33019,32053,6,

# --- venore|potions~bank: (9 waypoints) ---
venore|potions~bank:,node,32976,32079,6,
venore|potions~bank:,node,32981,32073,6,
venore|potions~bank:,node,32982,32065,6,
venore|potions~bank:,node,32982,32057,6,
venore|potions~bank:,node,32987,32053,6,
venore|potions~bank:,node,32999,32053,6,
venore|potions~bank:,node,33011,32053,6,
venore|potions~bank:,node,33019,32053,6,
venore|potions~bank:,stand,33019,32053,6,

# --- venore|temple~bank: (11 waypoints) ---
venore|temple~bank:,node,32954,32077,7,
venore|temple~bank:,stand,32953,32077,7,
venore|temple~bank:,node,32954,32070,6,
venore|temple~bank:,node,32954,32058,6,
venore|temple~bank:,node,32963,32053,6,
venore|temple~bank:,node,32975,32053,6,
venore|temple~bank:,node,32987,32053,6,
venore|temple~bank:,node,32999,32053,6,
venore|temple~bank:,node,33011,32053,6,
venore|temple~bank:,node,33019,32053,6,
venore|temple~bank:,stand,33019,32053,6,

# --- venore|soft.boots~bank: (14 waypoints) ---
venore|soft.boots~bank:,node,32949,32101,6,
venore|soft.boots~bank:,node,32954,32091,6,
venore|soft.boots~bank:,node,32954,32082,6,
venore|soft.boots~bank:,node,32962,32080,6,
venore|soft.boots~bank:,node,32964,32073,6,
venore|soft.boots~bank:,node,32973,32073,6,
venore|soft.boots~bank:,node,32981,32073,6,
venore|soft.boots~bank:,node,32982,32065,6,
venore|soft.boots~bank:,node,32982,32057,6,
venore|soft.boots~bank:,node,32987,32053,6,
venore|soft.boots~bank:,node,32999,32053,6,
venore|soft.boots~bank:,node,33011,32053,6,
venore|soft.boots~bank:,node,33019,32053,6,
venore|soft.boots~bank:,stand,33019,32053,6,

# --- venore|ammo~bank: (21 waypoints) ---
venore|ammo~bank:,node,32908,32122,6,
venore|ammo~bank:,node,32916,32125,6,
venore|ammo~bank:,node,32927,32126,6,
venore|ammo~bank:,node,32935,32124,6,
venore|ammo~bank:,node,32936,32114,6,
venore|ammo~bank:,node,32936,32104,6,
venore|ammo~bank:,node,32939,32096,6,
venore|ammo~bank:,node,32949,32095,6,
venore|ammo~bank:,node,32954,32091,6,
venore|ammo~bank:,node,32954,32082,6,
venore|ammo~bank:,node,32962,32080,6,
venore|ammo~bank:,node,32964,32073,6,
venore|ammo~bank:,node,32973,32073,6,
venore|ammo~bank:,node,32981,32073,6,
venore|ammo~bank:,node,32982,32065,6,
venore|ammo~bank:,node,32982,32057,6,
venore|ammo~bank:,node,32987,32053,6,
venore|ammo~bank:,node,32999,32053,6,
venore|ammo~bank:,node,33011,32053,6,
venore|ammo~bank:,node,33019,32053,6,
venore|ammo~bank:,stand,33019,32053,6,

# --- venore|loot.yanni~bank: (21 waypoints) ---
venore|loot.yanni~bank:,node,32908,32122,6,
venore|loot.yanni~bank:,node,32916,32125,6,
venore|loot.yanni~bank:,node,32927,32126,6,
venore|loot.yanni~bank:,node,32935,32124,6,
venore|loot.yanni~bank:,node,32936,32114,6,
venore|loot.yanni~bank:,node,32936,32104,6,
venore|loot.yanni~bank:,node,32939,32096,6,
venore|loot.yanni~bank:,node,32949,32095,6,
venore|loot.yanni~bank:,node,32954,32091,6,
venore|loot.yanni~bank:,node,32954,32082,6,
venore|loot.yanni~bank:,node,32962,32080,6,
venore|loot.yanni~bank:,node,32964,32073,6,
venore|loot.yanni~bank:,node,32973,32073,6,
venore|loot.yanni~bank:,node,32981,32073,6,
venore|loot.yanni~bank:,node,32982,32065,6,
venore|loot.yanni~bank:,node,32982,32057,6,
venore|loot.yanni~bank:,node,32987,32053,6,
venore|loot.yanni~bank:,node,32999,32053,6,
venore|loot.yanni~bank:,node,33011,32053,6,
venore|loot.yanni~bank:,node,33019,32053,6,
venore|loot.yanni~bank:,stand,33019,32053,6,

# --- venore|loot.romella~bank: (21 waypoints) ---
venore|loot.romella~bank:,node,32908,32122,6,
venore|loot.romella~bank:,node,32916,32125,6,
venore|loot.romella~bank:,node,32927,32126,6,
venore|loot.romella~bank:,node,32935,32124,6,
venore|loot.romella~bank:,node,32936,32114,6,
venore|loot.romella~bank:,node,32936,32104,6,
venore|loot.romella~bank:,node,32939,32096,6,
venore|loot.romella~bank:,node,32949,32095,6,
venore|loot.romella~bank:,node,32954,32091,6,
venore|loot.romella~bank:,node,32954,32082,6,
venore|loot.romella~bank:,node,32962,32080,6,
venore|loot.romella~bank:,node,32964,32073,6,
venore|loot.romella~bank:,node,32973,32073,6,
venore|loot.romella~bank:,node,32981,32073,6,
venore|loot.romella~bank:,node,32982,32065,6,
venore|loot.romella~bank:,node,32982,32057,6,
venore|loot.romella~bank:,node,32987,32053,6,
venore|loot.romella~bank:,node,32999,32053,6,
venore|loot.romella~bank:,node,33011,32053,6,
venore|loot.romella~bank:,node,33019,32053,6,
venore|loot.romella~bank:,stand,33019,32053,6,

# --- venore|south.gate~bank: (23 waypoints) ---
