source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- ankrahmun|boat~boat: (1 waypoints) ---
ankrahmun|temple~potions:,node,33131,32817,6,
ankrahmun|temple~potions:,stand,33131,32816,6,
ankrahmun|temple~potions:,node,33130,32813,5,
ankrahmun|temple~potions:,stand,33130,32813,5,

# --- ankrahmun|west.gate~potions: (15 waypoints) ---
ankrahmun|west.gate~potions:,node,33087,32783,7,
ankrahmun|west.gate~potions:,stand,33087,32784,7,
ankrahmun|west.gate~potions:,stand,33087,32787,6,
ankrahmun|west.gate~potions:,node,33090,32792,7,
ankrahmun|west.gate~potions:,node,33098,32794,7,
ankrahmun|west.gate~potions:,node,33099,32800,7,
ankrahmun|west.gate~potions:,node,33099,32807,7,
ankrahmun|west.gate~potions:,node,33108,32809,7,
ankrahmun|west.gate~potions:,node,33117,32809,7,
ankrahmun|west.gate~potions:,node,33122,32812,7,
ankrahmun|west.gate~potions:,stand,33123,32812,7,
ankrahmun|west.gate~potions:,node,33129,32816,6,
ankrahmun|west.gate~potions:,stand,33130,32816,6,
ankrahmun|west.gate~potions:,node,33130,32813,5,
ankrahmun|west.gate~potions:,stand,33130,32813,5,

# --- ankrahmun|east.gate~potions: (21 waypoints) ---
ankrahmun|east.gate~potions:,node,33240,32798,7,
ankrahmun|east.gate~potions:,stand,33240,32799,7,
ankrahmun|east.gate~potions:,stand,33239,32803,6,
ankrahmun|east.gate~potions:,node,33230,32806,7,
ankrahmun|east.gate~potions:,node,33217,32806,7,
ankrahmun|east.gate~potions:,node,33217,32802,7,
ankrahmun|east.gate~potions:,node,33208,32802,7,
ankrahmun|east.gate~potions:,node,33200,32802,7,
ankrahmun|east.gate~potions:,node,33197,32800,7,
ankrahmun|east.gate~potions:,node,33188,32800,7,
ankrahmun|east.gate~potions:,node,33180,32800,7,
ankrahmun|east.gate~potions:,node,33176,32804,7,
ankrahmun|east.gate~potions:,node,33164,32804,7,
ankrahmun|east.gate~potions:,node,33154,32804,7,
ankrahmun|east.gate~potions:,node,33144,32805,7,
ankrahmun|east.gate~potions:,node,33139,32811,7,
ankrahmun|east.gate~potions:,stand,33138,32811,7,
ankrahmun|east.gate~potions:,node,33132,32816,6,
ankrahmun|east.gate~potions:,stand,33131,32816,6,
ankrahmun|east.gate~potions:,node,33130,32813,5,
ankrahmun|east.gate~potions:,stand,33130,32813,5,

# --- ankrahmun|north.gate~potions: (16 waypoints) ---
ankrahmun|north.gate~potions:,node,33153,32761,7,
ankrahmun|north.gate~potions:,stand,33153,32762,7,
ankrahmun|north.gate~potions:,stand,33153,32766,6,
ankrahmun|north.gate~potions:,node,33153,32774,7,
ankrahmun|north.gate~potions:,node,33153,32781,7,
ankrahmun|north.gate~potions:,node,33146,32781,7,
ankrahmun|north.gate~potions:,node,33139,32781,7,
ankrahmun|north.gate~potions:,node,33139,32788,7,
ankrahmun|north.gate~potions:,node,33139,32795,7,
ankrahmun|north.gate~potions:,node,33136,32804,7,
ankrahmun|north.gate~potions:,stand,33136,32805,7,
ankrahmun|north.gate~potions:,node,33132,32811,6,
ankrahmun|north.gate~potions:,node,33132,32816,6,
ankrahmun|north.gate~potions:,stand,33131,32816,6,
ankrahmun|north.gate~potions:,node,33130,32813,5,
ankrahmun|north.gate~potions:,stand,33130,32813,5,

# --- ankrahmun|boat~runes: (17 waypoints) ---
ankrahmun|boat~runes:,node,33085,32883,6,
ankrahmun|boat~runes:,node,33084,32878,6,
ankrahmun|boat~runes:,stand,33084,32877,6,
ankrahmun|boat~runes:,node,33088,32872,7,
ankrahmun|boat~runes:,node,33089,32861,7,
ankrahmun|boat~runes:,node,33090,32851,7,
ankrahmun|boat~runes:,node,33103,32851,7,
ankrahmun|boat~runes:,node,33114,32850,7,
ankrahmun|boat~runes:,node,33116,32841,7,
ankrahmun|boat~runes:,node,33116,32833,7,
ankrahmun|boat~runes:,node,33121,32829,7,
ankrahmun|boat~runes:,node,33127,32827,7,
ankrahmun|boat~runes:,stand,33128,32826,7,
ankrahmun|boat~runes:,node,33130,32817,6,
ankrahmun|boat~runes:,stand,33130,32816,6,
ankrahmun|boat~runes:,node,33130,32817,5,
ankrahmun|boat~runes:,stand,33130,32817,5,

# --- ankrahmun|depot~runes: (8 waypoints) ---
ankrahmun|depot~runes:,node,33125,32838,7,
ankrahmun|depot~runes:,node,33126,32832,7,
ankrahmun|depot~runes:,node,33128,32827,7,
ankrahmun|depot~runes:,stand,33128,32826,7,
ankrahmun|depot~runes:,node,33130,32817,6,
ankrahmun|depot~runes:,stand,33130,32816,6,
ankrahmun|depot~runes:,node,33130,32817,5,
ankrahmun|depot~runes:,stand,33130,32817,5,

# --- ankrahmun|potions~runes: (2 waypoints) ---
ankrahmun|potions~runes:,node,33130,32817,5,
ankrahmun|potions~runes:,stand,33130,32817,5,

# --- ankrahmun|runes~runes: (2 waypoints) ---
ankrahmun|runes~runes:,node,33130,32817,5,
ankrahmun|runes~runes:,stand,33130,32817,5,

# --- ankrahmun|bank~runes: (4 waypoints) ---
ankrahmun|bank~runes:,node,33131,32817,6,
ankrahmun|bank~runes:,stand,33131,32816,6,
ankrahmun|bank~runes:,node,33130,32817,5,
ankrahmun|bank~runes:,stand,33130,32817,5,

# --- ankrahmun|Loot~runes: (4 waypoints) ---
ankrahmun|Loot~runes:,node,33132,32816,6,
ankrahmun|Loot~runes:,stand,33131,32816,6,
ankrahmun|Loot~runes:,node,33130,32817,5,
ankrahmun|Loot~runes:,stand,33130,32817,5,

# --- ankrahmun|food~runes: (4 waypoints) ---
ankrahmun|food~runes:,node,33130,32817,6,
ankrahmun|food~runes:,stand,33130,32816,6,
ankrahmun|food~runes:,node,33130,32817,5,
ankrahmun|food~runes:,stand,33130,32817,5,

# --- ankrahmun|ammo~runes: (12 waypoints) ---
ankrahmun|ammo~runes:,node,33150,32810,4,
ankrahmun|ammo~runes:,stand,33149,32809,4,
ankrahmun|ammo~runes:,stand,33151,32809,5,
ankrahmun|ammo~runes:,node,33149,32811,6,
ankrahmun|ammo~runes:,node,33146,32811,6,
ankrahmun|ammo~runes:,stand,33145,32811,6,
ankrahmun|ammo~runes:,node,33139,32811,7,
ankrahmun|ammo~runes:,stand,33138,32811,7,
ankrahmun|ammo~runes:,node,33132,32816,6,
ankrahmun|ammo~runes:,stand,33131,32816,6,
ankrahmun|ammo~runes:,node,33130,32817,5,
ankrahmun|ammo~runes:,stand,33130,32817,5,

# --- ankrahmun|trainers~runes: (15 waypoints) ---
ankrahmun|trainers~runes:,node,33167,32815,4,
ankrahmun|trainers~runes:,node,33161,32815,4,
ankrahmun|trainers~runes:,node,33154,32813,4,
ankrahmun|trainers~runes:,node,33150,32810,4,
ankrahmun|trainers~runes:,stand,33149,32809,4,
ankrahmun|trainers~runes:,stand,33151,32809,5,
ankrahmun|trainers~runes:,node,33149,32811,6,
ankrahmun|trainers~runes:,node,33146,32811,6,
ankrahmun|trainers~runes:,stand,33145,32811,6,
ankrahmun|trainers~runes:,node,33139,32811,7,
ankrahmun|trainers~runes:,stand,33138,32811,7,
ankrahmun|trainers~runes:,node,33132,32816,6,
ankrahmun|trainers~runes:,stand,33131,32816,6,
ankrahmun|trainers~runes:,node,33130,32817,5,
ankrahmun|trainers~runes:,stand,33130,32817,5,

# --- ankrahmun|temple~runes: (19 waypoints) ---
ankrahmun|temple~runes:,node,33195,32851,8,
ankrahmun|temple~runes:,stand,33195,32850,8,
ankrahmun|temple~runes:,node,33196,32851,7,
ankrahmun|temple~runes:,node,33196,32859,7,
ankrahmun|temple~runes:,node,33187,32859,7,
ankrahmun|temple~runes:,node,33187,32852,7,
ankrahmun|temple~runes:,node,33185,32847,7,
ankrahmun|temple~runes:,node,33174,32847,7,
ankrahmun|temple~runes:,node,33166,32845,7,
ankrahmun|temple~runes:,node,33165,32838,7,
ankrahmun|temple~runes:,node,33163,32831,7,
ankrahmun|temple~runes:,node,33154,32830,7,
ankrahmun|temple~runes:,node,33142,32830,7,
ankrahmun|temple~runes:,node,33135,32827,7,
ankrahmun|temple~runes:,stand,33134,32826,7,
ankrahmun|temple~runes:,node,33131,32817,6,
ankrahmun|temple~runes:,stand,33131,32816,6,
ankrahmun|temple~runes:,node,33130,32817,5,
ankrahmun|temple~runes:,stand,33130,32817,5,

# --- ankrahmun|west.gate~runes: (15 waypoints) ---
ankrahmun|west.gate~runes:,node,33087,32783,7,
ankrahmun|west.gate~runes:,stand,33087,32784,7,
ankrahmun|west.gate~runes:,stand,33087,32787,6,
ankrahmun|west.gate~runes:,node,33090,32792,7,
ankrahmun|west.gate~runes:,node,33098,32794,7,
ankrahmun|west.gate~runes:,node,33099,32800,7,
ankrahmun|west.gate~runes:,node,33099,32807,7,
ankrahmun|west.gate~runes:,node,33108,32809,7,
ankrahmun|west.gate~runes:,node,33117,32809,7,
ankrahmun|west.gate~runes:,node,33122,32812,7,
ankrahmun|west.gate~runes:,stand,33123,32812,7,
ankrahmun|west.gate~runes:,node,33129,32816,6,
ankrahmun|west.gate~runes:,stand,33130,32816,6,
ankrahmun|west.gate~runes:,node,33130,32817,5,
ankrahmun|west.gate~runes:,stand,33130,32817,5,

# --- ankrahmun|east.gate~runes: (21 waypoints) ---
ankrahmun|east.gate~runes:,node,33240,32798,7,
ankrahmun|east.gate~runes:,stand,33240,32799,7,
ankrahmun|east.gate~runes:,stand,33239,32803,6,
ankrahmun|east.gate~runes:,node,33230,32806,7,
ankrahmun|east.gate~runes:,node,33217,32806,7,
ankrahmun|east.gate~runes:,node,33217,32802,7,
ankrahmun|east.gate~runes:,node,33208,32802,7,
ankrahmun|east.gate~runes:,node,33200,32802,7,
ankrahmun|east.gate~runes:,node,33197,32800,7,
ankrahmun|east.gate~runes:,node,33188,32800,7,
ankrahmun|east.gate~runes:,node,33180,32800,7,
ankrahmun|east.gate~runes:,node,33176,32804,7,
ankrahmun|east.gate~runes:,node,33164,32804,7,
ankrahmun|east.gate~runes:,node,33154,32804,7,
ankrahmun|east.gate~runes:,node,33144,32805,7,
ankrahmun|east.gate~runes:,node,33139,32811,7,
ankrahmun|east.gate~runes:,stand,33138,32811,7,
ankrahmun|east.gate~runes:,node,33132,32816,6,
ankrahmun|east.gate~runes:,stand,33131,32816,6,
ankrahmun|east.gate~runes:,node,33130,32817,5,
ankrahmun|east.gate~runes:,stand,33130,32817,5,

# --- ankrahmun|north.gate~runes: (16 waypoints) ---
ankrahmun|north.gate~runes:,node,33153,32761,7,
ankrahmun|north.gate~runes:,stand,33153,32762,7,
ankrahmun|north.gate~runes:,stand,33153,32766,6,
ankrahmun|north.gate~runes:,node,33153,32774,7,
ankrahmun|north.gate~runes:,node,33153,32781,7,
ankrahmun|north.gate~runes:,node,33146,32781,7,
ankrahmun|north.gate~runes:,node,33139,32781,7,
ankrahmun|north.gate~runes:,node,33139,32788,7,
ankrahmun|north.gate~runes:,node,33139,32795,7,
ankrahmun|north.gate~runes:,node,33136,32804,7,
ankrahmun|north.gate~runes:,stand,33136,32805,7,
ankrahmun|north.gate~runes:,node,33132,32811,6,
ankrahmun|north.gate~runes:,node,33132,32816,6,
ankrahmun|north.gate~runes:,stand,33131,32816,6,
ankrahmun|north.gate~runes:,node,33130,32817,5,
ankrahmun|north.gate~runes:,stand,33130,32817,5,

# --- ankrahmun|boat~bank: (17 waypoints) ---
ankrahmun|boat~bank:,node,33085,32883,6,
ankrahmun|boat~bank:,node,33084,32878,6,
ankrahmun|boat~bank:,stand,33084,32877,6,
ankrahmun|boat~bank:,node,33089,32873,7,
ankrahmun|boat~bank:,node,33089,32865,7,
ankrahmun|boat~bank:,node,33089,32857,7,
ankrahmun|boat~bank:,node,33090,32851,7,
ankrahmun|boat~bank:,node,33098,32851,7,
ankrahmun|boat~bank:,node,33107,32851,7,
ankrahmun|boat~bank:,node,33114,32850,7,
ankrahmun|boat~bank:,node,33116,32842,7,
ankrahmun|boat~bank:,node,33116,32833,7,
ankrahmun|boat~bank:,node,33122,32829,7,
ankrahmun|boat~bank:,node,33128,32827,7,
ankrahmun|boat~bank:,stand,33128,32826,7,
ankrahmun|boat~bank:,node,33132,32821,6,
ankrahmun|boat~bank:,stand,33132,32821,6,

# --- ankrahmun|depot~bank: (6 waypoints) ---
ankrahmun|depot~bank:,node,33125,32837,7,
ankrahmun|depot~bank:,node,33126,32832,7,
ankrahmun|depot~bank:,node,33128,32827,7,
ankrahmun|depot~bank:,stand,33128,32826,7,
ankrahmun|depot~bank:,node,33132,32821,6,
ankrahmun|depot~bank:,stand,33132,32821,6,

# --- ankrahmun|potions~bank: (3 waypoints) ---
ankrahmun|potions~bank:,stand,33131,32816,5,
ankrahmun|potions~bank:,node,33132,32821,6,
ankrahmun|potions~bank:,stand,33132,32821,6,

# --- ankrahmun|runes~bank: (3 waypoints) ---
ankrahmun|runes~bank:,stand,33131,32816,5,
ankrahmun|runes~bank:,node,33132,32821,6,
ankrahmun|runes~bank:,stand,33132,32821,6,

# --- ankrahmun|bank~bank: (2 waypoints) ---
ankrahmun|bank~bank:,node,33132,32821,6,
ankrahmun|bank~bank:,stand,33132,32821,6,

# --- ankrahmun|loot~bank: (3 waypoints) ---
ankrahmun|loot~bank:,node,33133,32816,6,
ankrahmun|loot~bank:,node,33132,32821,6,
ankrahmun|loot~bank:,stand,33132,32821,6,

# --- ankrahmun|food~bank: (2 waypoints) ---
ankrahmun|food~bank:,node,33132,32821,6,
ankrahmun|food~bank:,stand,33132,32821,6,

# --- ankrahmun|ammo~bank: (10 waypoints) ---
ankrahmun|ammo~bank:,node,33150,32810,4,
ankrahmun|ammo~bank:,stand,33149,32809,4,
ankrahmun|ammo~bank:,stand,33151,32809,5,
ankrahmun|ammo~bank:,node,33149,32811,6,
ankrahmun|ammo~bank:,node,33146,32811,6,
ankrahmun|ammo~bank:,stand,33145,32811,6,
ankrahmun|ammo~bank:,node,33139,32818,7,
ankrahmun|ammo~bank:,stand,33138,32818,7,
ankrahmun|ammo~bank:,node,33132,32821,6,
ankrahmun|ammo~bank:,stand,33132,32821,6,

# --- ankrahmun|trainers~bank: (13 waypoints) ---
ankrahmun|trainers~bank:,node,33167,32815,4,
ankrahmun|trainers~bank:,node,33160,32815,4,
ankrahmun|trainers~bank:,node,33154,32813,4,
ankrahmun|trainers~bank:,node,33150,32810,4,
ankrahmun|trainers~bank:,stand,33149,32809,4,
ankrahmun|trainers~bank:,stand,33151,32809,5,
ankrahmun|trainers~bank:,node,33149,32811,6,
ankrahmun|trainers~bank:,node,33146,32811,6,
ankrahmun|trainers~bank:,stand,33145,32811,6,
ankrahmun|trainers~bank:,node,33139,32818,7,
ankrahmun|trainers~bank:,stand,33138,32818,7,
ankrahmun|trainers~bank:,node,33132,32821,6,
ankrahmun|trainers~bank:,stand,33132,32821,6,

# --- ankrahmun|temple~bank: (19 waypoints) ---
ankrahmun|temple~bank:,node,33195,32851,8,
ankrahmun|temple~bank:,stand,33195,32850,8,
ankrahmun|temple~bank:,node,33196,32851,7,
ankrahmun|temple~bank:,node,33196,32859,7,
ankrahmun|temple~bank:,node,33187,32859,7,
ankrahmun|temple~bank:,node,33186,32853,7,
ankrahmun|temple~bank:,node,33186,32847,7,
ankrahmun|temple~bank:,node,33179,32847,7,
ankrahmun|temple~bank:,node,33171,32847,7,
ankrahmun|temple~bank:,node,33165,32845,7,
ankrahmun|temple~bank:,node,33164,32837,7,
ankrahmun|temple~bank:,node,33164,32830,7,
ankrahmun|temple~bank:,node,33157,32830,7,
ankrahmun|temple~bank:,node,33150,32830,7,
ankrahmun|temple~bank:,node,33142,32829,7,
ankrahmun|temple~bank:,node,33136,32827,7,
ankrahmun|temple~bank:,stand,33135,32826,7,
ankrahmun|temple~bank:,node,33132,32821,6,
ankrahmun|temple~bank:,stand,33132,32821,6,

# --- ankrahmun|west.gate~bank: (13 waypoints) ---
ankrahmun|west.gate~bank:,node,33087,32783,7,
ankrahmun|west.gate~bank:,stand,33087,32784,7,
ankrahmun|west.gate~bank:,stand,33087,32787,6,
ankrahmun|west.gate~bank:,node,33092,32793,7,
ankrahmun|west.gate~bank:,node,33098,32793,7,
ankrahmun|west.gate~bank:,node,33099,32801,7,
ankrahmun|west.gate~bank:,node,33099,32807,7,
ankrahmun|west.gate~bank:,node,33109,32808,7,
ankrahmun|west.gate~bank:,node,33119,32809,7,
ankrahmun|west.gate~bank:,node,33122,32817,7,
ankrahmun|west.gate~bank:,stand,33123,32817,7,
ankrahmun|west.gate~bank:,node,33132,32821,6,
ankrahmun|west.gate~bank:,stand,33132,32821,6,

# --- ankrahmun|east.gate~bank: (21 waypoints) ---
ankrahmun|east.gate~bank:,node,33240,32798,7,
ankrahmun|east.gate~bank:,stand,33240,32799,7,
ankrahmun|east.gate~bank:,stand,33239,32803,6,
ankrahmun|east.gate~bank:,node,33236,32810,7,
ankrahmun|east.gate~bank:,node,33231,32814,7,
ankrahmun|east.gate~bank:,node,33231,32820,7,
ankrahmun|east.gate~bank:,node,33223,32821,7,
ankrahmun|east.gate~bank:,node,33214,32821,7,
ankrahmun|east.gate~bank:,node,33205,32821,7,
ankrahmun|east.gate~bank:,node,33196,32821,7,
ankrahmun|east.gate~bank:,node,33187,32821,7,
ankrahmun|east.gate~bank:,node,33178,32824,7,
ankrahmun|east.gate~bank:,node,33172,32827,7,
ankrahmun|east.gate~bank:,node,33165,32828,7,
ankrahmun|east.gate~bank:,node,33157,32829,7,
ankrahmun|east.gate~bank:,node,33150,32829,7,
ankrahmun|east.gate~bank:,node,33142,32828,7,
ankrahmun|east.gate~bank:,node,33136,32827,7,
ankrahmun|east.gate~bank:,stand,33135,32826,7,
ankrahmun|east.gate~bank:,node,33132,32821,6,
ankrahmun|east.gate~bank:,stand,33132,32821,6,

# --- ankrahmun|north.gate~bank: (15 waypoints) ---
ankrahmun|north.gate~bank:,node,33153,32761,7,
ankrahmun|north.gate~bank:,stand,33153,32762,7,
ankrahmun|north.gate~bank:,stand,33153,32766,6,
ankrahmun|north.gate~bank:,node,33153,32773,7,
ankrahmun|north.gate~bank:,node,33153,32781,7,
ankrahmun|north.gate~bank:,node,33146,32781,7,
ankrahmun|north.gate~bank:,node,33139,32781,7,
ankrahmun|north.gate~bank:,node,33139,32788,7,
ankrahmun|north.gate~bank:,node,33139,32794,7,
ankrahmun|north.gate~bank:,node,33138,32800,7,
ankrahmun|north.gate~bank:,node,33134,32804,7,
ankrahmun|north.gate~bank:,stand,33134,32805,7,
ankrahmun|north.gate~bank:,node,33133,32816,6,
ankrahmun|north.gate~bank:,node,33132,32821,6,
ankrahmun|north.gate~bank:,stand,33132,32821,6,

# --- ankrahmun|boat~food: (17 waypoints) ---
ankrahmun|boat~food:,node,33085,32883,6,
ankrahmun|boat~food:,node,33084,32878,6,
ankrahmun|boat~food:,stand,33084,32877,6,
ankrahmun|boat~food:,node,33089,32873,7,
ankrahmun|boat~food:,node,33089,32865,7,
ankrahmun|boat~food:,node,33089,32857,7,
ankrahmun|boat~food:,node,33090,32851,7,
ankrahmun|boat~food:,node,33098,32851,7,
ankrahmun|boat~food:,node,33107,32851,7,
ankrahmun|boat~food:,node,33114,32850,7,
ankrahmun|boat~food:,node,33116,32842,7,
ankrahmun|boat~food:,node,33116,32833,7,
ankrahmun|boat~food:,node,33122,32829,7,
ankrahmun|boat~food:,node,33128,32827,7,
ankrahmun|boat~food:,stand,33128,32826,7,
ankrahmun|boat~food:,node,33129,32821,6,
ankrahmun|boat~food:,stand,33129,32821,6,

# --- ankrahmun|depot~food: (6 waypoints) ---
ankrahmun|depot~food:,node,33125,32837,7,
ankrahmun|depot~food:,node,33126,32832,7,
ankrahmun|depot~food:,node,33128,32827,7,
ankrahmun|depot~food:,stand,33128,32826,7,
ankrahmun|depot~food:,node,33129,32821,6,
ankrahmun|depot~food:,stand,33129,32821,6,

# --- ankrahmun|potions~food: (3 waypoints) ---
ankrahmun|potions~food:,stand,33130,32816,5,
ankrahmun|potions~food:,node,33129,32821,6,
ankrahmun|potions~food:,stand,33129,32821,6,

# --- ankrahmun|runes~food: (3 waypoints) ---
ankrahmun|runes~food:,stand,33130,32816,5,
ankrahmun|runes~food:,node,33129,32821,6,
ankrahmun|runes~food:,stand,33129,32821,6,

# --- ankrahmun|bank~food: (2 waypoints) ---
ankrahmun|bank~food:,node,33129,32821,6,
ankrahmun|bank~food:,stand,33129,32821,6,

# --- ankrahmun|loot~food: (3 waypoints) ---
ankrahmun|loot~food:,node,33133,32816,6,
ankrahmun|loot~food:,node,33129,32821,6,
ankrahmun|loot~food:,stand,33129,32821,6,

# --- ankrahmun|food~food: (2 waypoints) ---
ankrahmun|food~food:,node,33129,32821,6,
ankrahmun|food~food:,stand,33129,32821,6,

# --- ankrahmun|ammo~food: (10 waypoints) ---
ankrahmun|ammo~food:,node,33150,32810,4,
ankrahmun|ammo~food:,stand,33149,32809,4,
ankrahmun|ammo~food:,stand,33151,32809,5,
ankrahmun|ammo~food:,node,33149,32811,6,
ankrahmun|ammo~food:,node,33146,32811,6,
ankrahmun|ammo~food:,stand,33145,32811,6,
ankrahmun|ammo~food:,node,33139,32818,7,
ankrahmun|ammo~food:,stand,33138,32818,7,
ankrahmun|ammo~food:,node,33129,32821,6,
ankrahmun|ammo~food:,stand,33129,32821,6,

# --- ankrahmun|trainers~food: (13 waypoints) ---
ankrahmun|trainers~food:,node,33167,32815,4,
ankrahmun|trainers~food:,node,33160,32815,4,
ankrahmun|trainers~food:,node,33154,32813,4,
ankrahmun|trainers~food:,node,33150,32810,4,
ankrahmun|trainers~food:,stand,33149,32809,4,
ankrahmun|trainers~food:,stand,33151,32809,5,
ankrahmun|trainers~food:,node,33149,32811,6,
ankrahmun|trainers~food:,node,33146,32811,6,
ankrahmun|trainers~food:,stand,33145,32811,6,
ankrahmun|trainers~food:,node,33139,32818,7,
ankrahmun|trainers~food:,stand,33138,32818,7,
ankrahmun|trainers~food:,node,33129,32821,6,
ankrahmun|trainers~food:,stand,33129,32821,6,

# --- ankrahmun|temple~food: (19 waypoints) ---
ankrahmun|temple~food:,node,33195,32851,8,
ankrahmun|temple~food:,stand,33195,32850,8,
ankrahmun|temple~food:,node,33196,32851,7,
ankrahmun|temple~food:,node,33196,32859,7,
ankrahmun|temple~food:,node,33187,32859,7,
ankrahmun|temple~food:,node,33186,32853,7,
ankrahmun|temple~food:,node,33186,32847,7,
ankrahmun|temple~food:,node,33179,32847,7,
ankrahmun|temple~food:,node,33171,32847,7,
ankrahmun|temple~food:,node,33165,32845,7,
ankrahmun|temple~food:,node,33164,32837,7,
ankrahmun|temple~food:,node,33164,32830,7,
ankrahmun|temple~food:,node,33157,32830,7,
ankrahmun|temple~food:,node,33150,32830,7,
ankrahmun|temple~food:,node,33142,32829,7,
ankrahmun|temple~food:,node,33136,32827,7,
ankrahmun|temple~food:,stand,33135,32826,7,
ankrahmun|temple~food:,node,33129,32821,6,
ankrahmun|temple~food:,stand,33129,32821,6,

# --- ankrahmun|west.gate~food: (13 waypoints) ---
ankrahmun|west.gate~food:,node,33087,32783,7,
ankrahmun|west.gate~food:,stand,33087,32784,7,
ankrahmun|west.gate~food:,stand,33087,32787,6,
ankrahmun|west.gate~food:,node,33092,32793,7,
ankrahmun|west.gate~food:,node,33098,32793,7,
ankrahmun|west.gate~food:,node,33099,32801,7,
ankrahmun|west.gate~food:,node,33099,32807,7,
ankrahmun|west.gate~food:,node,33109,32808,7,
ankrahmun|west.gate~food:,node,33119,32809,7,
ankrahmun|west.gate~food:,node,33122,32817,7,
ankrahmun|west.gate~food:,stand,33123,32817,7,
ankrahmun|west.gate~food:,node,33129,32821,6,
ankrahmun|west.gate~food:,stand,33129,32821,6,

# --- ankrahmun|east.gate~food: (21 waypoints) ---
ankrahmun|east.gate~food:,node,33240,32798,7,
ankrahmun|east.gate~food:,stand,33240,32799,7,
ankrahmun|east.gate~food:,stand,33239,32803,6,
ankrahmun|east.gate~food:,node,33236,32810,7,
ankrahmun|east.gate~food:,node,33231,32814,7,
ankrahmun|east.gate~food:,node,33231,32820,7,
ankrahmun|east.gate~food:,node,33223,32821,7,
ankrahmun|east.gate~food:,node,33214,32821,7,
ankrahmun|east.gate~food:,node,33205,32821,7,
ankrahmun|east.gate~food:,node,33196,32821,7,
ankrahmun|east.gate~food:,node,33187,32821,7,
ankrahmun|east.gate~food:,node,33178,32824,7,
ankrahmun|east.gate~food:,node,33172,32827,7,
ankrahmun|east.gate~food:,node,33165,32828,7,
ankrahmun|east.gate~food:,node,33157,32829,7,
ankrahmun|east.gate~food:,node,33150,32829,7,
ankrahmun|east.gate~food:,node,33142,32828,7,
ankrahmun|east.gate~food:,node,33136,32827,7,
ankrahmun|east.gate~food:,stand,33135,32826,7,
ankrahmun|east.gate~food:,node,33129,32821,6,
ankrahmun|east.gate~food:,stand,33129,32821,6,

# --- ankrahmun|north.gate~food: (15 waypoints) ---
ankrahmun|north.gate~food:,node,33153,32761,7,
ankrahmun|north.gate~food:,stand,33153,32762,7,
ankrahmun|north.gate~food:,stand,33153,32766,6,
ankrahmun|north.gate~food:,node,33153,32773,7,
ankrahmun|north.gate~food:,node,33153,32781,7,
ankrahmun|north.gate~food:,node,33146,32781,7,
ankrahmun|north.gate~food:,node,33139,32781,7,
ankrahmun|north.gate~food:,node,33139,32788,7,
ankrahmun|north.gate~food:,node,33139,32794,7,
ankrahmun|north.gate~food:,node,33138,32800,7,
ankrahmun|north.gate~food:,node,33134,32804,7,
ankrahmun|north.gate~food:,stand,33134,32805,7,
ankrahmun|north.gate~food:,node,33133,32816,6,
ankrahmun|north.gate~food:,node,33129,32821,6,
ankrahmun|north.gate~food:,stand,33129,32821,6,

# --- ankrahmun|boat~loot: (17 waypoints) ---
ankrahmun|boat~loot:,node,33085,32883,6,
ankrahmun|boat~loot:,node,33084,32878,6,
ankrahmun|boat~loot:,stand,33084,32877,6,
ankrahmun|boat~loot:,node,33089,32873,7,
ankrahmun|boat~loot:,node,33089,32865,7,
ankrahmun|boat~loot:,node,33089,32857,7,
ankrahmun|boat~loot:,node,33090,32851,7,
ankrahmun|boat~loot:,node,33098,32851,7,
ankrahmun|boat~loot:,node,33107,32851,7,
ankrahmun|boat~loot:,node,33114,32850,7,
ankrahmun|boat~loot:,node,33116,32842,7,
ankrahmun|boat~loot:,node,33116,32833,7,
ankrahmun|boat~loot:,node,33122,32829,7,
ankrahmun|boat~loot:,node,33128,32827,7,
ankrahmun|boat~loot:,stand,33128,32826,7,
ankrahmun|boat~loot:,node,33132,32811,6,
ankrahmun|boat~loot:,stand,33132,32811,6,

# --- ankrahmun|depot~loot: (6 waypoints) ---
ankrahmun|depot~loot:,node,33125,32837,7,
ankrahmun|depot~loot:,node,33126,32832,7,
ankrahmun|depot~loot:,node,33128,32827,7,
ankrahmun|depot~loot:,stand,33128,32826,7,
ankrahmun|depot~loot:,node,33132,32811,6,
ankrahmun|depot~loot:,stand,33132,32811,6,

# --- ankrahmun|potions~loot: (3 waypoints) ---
ankrahmun|potions~loot:,stand,33131,32816,5,
ankrahmun|potions~loot:,node,33132,32811,6,
ankrahmun|potions~loot:,stand,33132,32811,6,

# --- ankrahmun|runes~loot: (3 waypoints) ---
ankrahmun|runes~loot:,stand,33131,32816,5,
ankrahmun|runes~loot:,node,33132,32811,6,
ankrahmun|runes~loot:,stand,33132,32811,6,

# --- ankrahmun|bank~loot: (2 waypoints) ---
ankrahmun|bank~loot:,node,33132,32811,6,
ankrahmun|bank~loot:,stand,33132,32811,6,

# --- ankrahmun|loot~loot: (2 waypoints) ---
ankrahmun|loot~loot:,node,33132,32811,6,
ankrahmun|loot~loot:,stand,33132,32811,6,

# --- ankrahmun|food~loot: (2 waypoints) ---
